% isAttack normal:	2000
% isAttack attack:	2000
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,7-8,40'

@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute isAttack {normal,attack}

@data
2024,1,60,52,232,77,attack
382284,2490,135462,52,2092,119,attack
242592,734,40748,52,2948,122,attack
495624,3082,161566,52,2596,44,attack
243360,866,48020,52,2044,168,attack
727512,5535,289038,52,1500,26,attack
155084,613,33932,52,2060,195,attack
546688,4393,229816,52,1500,39,attack
427460,3083,164710,52,2948,126,attack
241812,833,46360,52,2948,204,attack
2056,1,60,52,1500,454,attack
247396,739,40920,52,2948,131,attack
243660,1035,57538,52,2948,140,attack
377960,0,0,40,40,0,attack
784840,0,0,40,40,0,attack
1065000,0,0,40,40,0,attack
581960,0,0,40,40,0,attack
457520,0,0,40,40,0,attack
72640,0,0,40,40,0,attack
311280,0,0,40,40,0,attack
361680,0,0,40,40,0,attack
163960,0,0,40,40,0,attack
789320,0,0,40,40,0,attack
208040,0,0,40,40,0,attack
337440,0,0,40,40,0,attack
94680,0,0,40,40,0,attack
199320,0,0,40,40,0,attack
155920,0,0,40,40,0,attack
503440,0,0,40,40,0,attack
166440,0,0,40,40,0,attack
453160,0,0,40,40,0,attack
335800,0,0,40,40,0,attack
599680,0,0,40,40,0,attack
286720,0,0,40,40,0,attack
772480,0,0,40,40,0,attack
973160,0,0,40,40,0,attack
405320,0,0,40,40,0,attack
397560,0,0,40,40,0,attack
209920,0,0,40,40,0,attack
279880,0,0,40,40,0,attack
484880,0,0,40,40,0,attack
352320,0,0,40,40,0,attack
459680,0,0,40,40,0,attack
1055920,0,0,40,40,0,attack
220480,0,0,40,40,0,attack
89080,0,0,40,40,0,attack
439640,0,0,40,40,0,attack
348360,0,0,40,40,0,attack
777920,0,0,40,40,0,attack
904400,0,0,40,40,0,attack
341520,0,0,40,40,0,attack
754760,0,0,40,40,0,attack
317360,0,0,40,40,0,attack
499560,0,0,40,40,0,attack
389520,0,0,40,40,0,attack
435160,0,0,40,40,0,attack
73560,0,0,40,40,0,attack
707080,0,0,40,40,0,attack
355280,0,0,40,40,0,attack
431600,0,0,40,40,0,attack
913320,0,0,40,40,0,attack
499480,0,0,40,40,0,attack
500200,0,0,40,40,0,attack
175400,0,0,40,40,0,attack
161800,0,0,40,40,0,attack
913960,0,0,40,40,0,attack
566480,0,0,40,40,0,attack
299680,0,0,40,40,0,attack
460320,0,0,40,40,0,attack
745120,0,0,40,40,0,attack
578640,0,0,40,40,0,attack
457200,0,0,40,40,0,attack
727120,0,0,40,40,0,attack
464400,0,0,40,40,0,attack
41680,0,0,40,40,0,attack
1034680,0,0,40,40,0,attack
338280,0,0,40,40,0,attack
172520,0,0,40,40,0,attack
338880,0,0,40,40,0,attack
166840,0,0,40,40,0,attack
470800,0,0,40,40,0,attack
337920,0,0,40,40,0,attack
984480,0,0,40,40,0,attack
162840,0,0,40,40,0,attack
589680,0,0,40,40,0,attack
737040,0,0,40,40,0,attack
1041680,0,0,40,40,0,attack
902080,0,0,40,40,0,attack
787480,0,0,40,40,0,attack
732000,0,0,40,40,0,attack
812840,0,0,40,40,0,attack
172960,0,0,40,40,0,attack
341720,0,0,40,40,0,attack
806120,0,0,40,40,0,attack
289040,0,0,40,40,0,attack
350560,0,0,40,40,0,attack
737560,0,0,40,40,0,attack
582000,0,0,40,40,0,attack
318520,0,0,40,40,0,attack
458480,0,0,40,40,0,attack
438240,0,0,40,40,0,attack
493120,0,0,40,40,0,attack
347120,0,0,40,40,0,attack
344240,0,0,40,40,0,attack
457040,0,0,40,40,0,attack
165360,0,0,40,40,0,attack
441040,0,0,40,40,0,attack
442440,0,0,40,40,0,attack
510880,0,0,40,40,0,attack
340840,0,0,40,40,0,attack
459560,0,0,40,40,0,attack
994320,0,0,40,40,0,attack
161560,0,0,40,40,0,attack
72200,0,0,40,40,0,attack
304080,0,0,40,40,0,attack
96560,0,0,40,40,0,attack
382320,0,0,40,40,0,attack
256760,0,0,40,40,0,attack
586120,0,0,40,40,0,attack
902080,0,0,40,40,0,attack
364160,0,0,40,40,0,attack
401160,0,0,40,40,0,attack
385680,0,0,40,40,0,attack
164720,0,0,40,40,0,attack
331360,0,0,40,40,0,attack
280160,0,0,40,40,0,attack
353360,0,0,40,40,0,attack
765120,0,0,40,40,0,attack
369720,0,0,40,40,0,attack
500640,0,0,40,40,0,attack
992560,0,0,40,40,0,attack
452280,0,0,40,40,0,attack
299440,0,0,40,40,0,attack
583840,0,0,40,40,0,attack
339240,0,0,40,40,0,attack
441760,0,0,40,40,0,attack
601400,0,0,40,40,0,attack
173280,0,0,40,40,0,attack
1057360,0,0,40,40,0,attack
575000,0,0,40,40,0,attack
467560,0,0,40,40,0,attack
569600,0,0,40,40,0,attack
71120,0,0,40,40,0,attack
470200,0,0,40,40,0,attack
12080,0,0,40,40,0,attack
1052760,0,0,40,40,0,attack
810760,0,0,40,40,0,attack
175080,0,0,40,40,0,attack
203040,0,0,40,40,0,attack
1055720,0,0,40,40,0,attack
342400,0,0,40,40,0,attack
90640,0,0,40,40,0,attack
585000,0,0,40,40,0,attack
217080,0,0,40,40,0,attack
42080,0,0,40,40,0,attack
491320,0,0,40,40,0,attack
70320,0,0,40,40,0,attack
300240,0,0,40,40,0,attack
292960,0,0,40,40,0,attack
207160,0,0,40,40,0,attack
349200,0,0,40,40,0,attack
585520,0,0,40,40,0,attack
575080,0,0,40,40,0,attack
446040,0,0,40,40,0,attack
386400,0,0,40,40,0,attack
587000,0,0,40,40,0,attack
482280,0,0,40,40,0,attack
792920,0,0,40,40,0,attack
465200,0,0,40,40,0,attack
1056480,0,0,40,40,0,attack
335760,0,0,40,40,0,attack
455080,0,0,40,40,0,attack
126920,0,0,40,40,0,attack
295520,0,0,40,40,0,attack
1050040,0,0,40,40,0,attack
817320,0,0,40,40,0,attack
807600,0,0,40,40,0,attack
164760,0,0,40,40,0,attack
490360,0,0,40,40,0,attack
345080,0,0,40,40,0,attack
354320,0,0,40,40,0,attack
510960,0,0,40,40,0,attack
995440,0,0,40,40,0,attack
798280,0,0,40,40,0,attack
223760,0,0,40,40,0,attack
174400,0,0,40,40,0,attack
433640,0,0,40,40,0,attack
176880,0,0,40,40,0,attack
730760,0,0,40,40,0,attack
390320,0,0,40,40,0,attack
380440,0,0,40,40,0,attack
459120,0,0,40,40,0,attack
585520,0,0,40,40,0,attack
293880,0,0,40,40,0,attack
1053720,0,0,40,40,0,attack
597200,0,0,40,40,0,attack
476320,0,0,40,40,0,attack
458680,0,0,40,40,0,attack
779960,0,0,40,40,0,attack
443000,0,0,40,40,0,attack
1058080,0,0,40,40,0,attack
106,0,0,53,53,0,attack
1312,0,0,328,328,0,attack
1057000,0,0,40,40,0,attack
590520,0,0,40,40,0,attack
568520,0,0,40,40,0,attack
348680,0,0,40,40,0,attack
95480,0,0,40,40,0,attack
334360,0,0,40,40,0,attack
788320,0,0,40,40,0,attack
915040,0,0,40,40,0,attack
436440,0,0,40,40,0,attack
918040,0,0,40,40,0,attack
366280,0,0,40,40,0,attack
560200,0,0,40,40,0,attack
483160,0,0,40,40,0,attack
578120,0,0,40,40,0,attack
894520,0,0,40,40,0,attack
580960,0,0,40,40,0,attack
976040,0,0,40,40,0,attack
782320,0,0,40,40,0,attack
766080,0,0,40,40,0,attack
1051000,0,0,40,40,0,attack
166200,0,0,40,40,0,attack
469080,0,0,40,40,0,attack
396960,0,0,40,40,0,attack
339320,0,0,40,40,0,attack
173280,0,0,40,40,0,attack
432880,0,0,40,40,0,attack
338120,0,0,40,40,0,attack
483640,0,0,40,40,0,attack
468240,0,0,40,40,0,attack
1040480,0,0,40,40,0,attack
92160,0,0,40,40,0,attack
722200,0,0,40,40,0,attack
191440,0,0,40,40,0,attack
104320,0,0,40,40,0,attack
360920,0,0,40,40,0,attack
172400,0,0,40,40,0,attack
596320,0,0,40,40,0,attack
345960,0,0,40,40,0,attack
175520,0,0,40,40,0,attack
457000,0,0,40,40,0,attack
1051080,0,0,40,40,0,attack
1055400,0,0,40,40,0,attack
320600,0,0,40,40,0,attack
585680,0,0,40,40,0,attack
483760,0,0,40,40,0,attack
160560,0,0,40,40,0,attack
897600,0,0,40,40,0,attack
171120,0,0,40,40,0,attack
589520,0,0,40,40,0,attack
438080,0,0,40,40,0,attack
390400,0,0,40,40,0,attack
1054760,0,0,40,40,0,attack
105440,0,0,40,40,0,attack
601920,0,0,40,40,0,attack
396160,0,0,40,40,0,attack
292240,0,0,40,40,0,attack
303160,0,0,40,40,0,attack
379880,0,0,40,40,0,attack
74840,0,0,40,40,0,attack
393120,0,0,40,40,0,attack
10200,0,0,40,40,0,attack
472960,0,0,40,40,0,attack
742120,0,0,40,40,0,attack
252720,0,0,40,40,0,attack
803200,0,0,40,40,0,attack
385520,0,0,40,40,0,attack
349360,0,0,40,40,0,attack
729680,0,0,40,40,0,attack
742680,0,0,40,40,0,attack
345520,0,0,40,40,0,attack
394120,0,0,40,40,0,attack
376120,0,0,40,40,0,attack
1031400,0,0,40,40,0,attack
811160,0,0,40,40,0,attack
453400,0,0,40,40,0,attack
471480,0,0,40,40,0,attack
593920,0,0,40,40,0,attack
758960,0,0,40,40,0,attack
342480,0,0,40,40,0,attack
384520,0,0,40,40,0,attack
349240,0,0,40,40,0,attack
786600,0,0,40,40,0,attack
471520,0,0,40,40,0,attack
210680,0,0,40,40,0,attack
1040800,0,0,40,40,0,attack
509040,0,0,40,40,0,attack
710640,0,0,40,40,0,attack
803640,0,0,40,40,0,attack
727840,0,0,40,40,0,attack
384760,0,0,40,40,0,attack
429960,0,0,40,40,0,attack
782520,0,0,40,40,0,attack
431440,0,0,40,40,0,attack
979160,0,0,40,40,0,attack
350760,0,0,40,40,0,attack
179800,0,0,40,40,0,attack
463440,0,0,40,40,0,attack
433160,0,0,40,40,0,attack
474120,0,0,40,40,0,attack
380760,0,0,40,40,0,attack
725320,0,0,40,40,0,attack
437320,0,0,40,40,0,attack
170360,0,0,40,40,0,attack
302920,0,0,40,40,0,attack
304080,0,0,40,40,0,attack
1050320,0,0,40,40,0,attack
282040,0,0,40,40,0,attack
1051880,0,0,40,40,0,attack
1035960,0,0,40,40,0,attack
339320,0,0,40,40,0,attack
436280,0,0,40,40,0,attack
451280,0,0,40,40,0,attack
169640,0,0,40,40,0,attack
334040,0,0,40,40,0,attack
378080,0,0,40,40,0,attack
1063600,0,0,40,40,0,attack
252320,0,0,40,40,0,attack
388880,0,0,40,40,0,attack
495520,0,0,40,40,0,attack
776920,0,0,40,40,0,attack
475560,0,0,40,40,0,attack
578840,0,0,40,40,0,attack
292680,0,0,40,40,0,attack
730120,0,0,40,40,0,attack
442840,0,0,40,40,0,attack
260760,0,0,40,40,0,attack
1040920,0,0,40,40,0,attack
269280,0,0,40,40,0,attack
970240,0,0,40,40,0,attack
811480,0,0,40,40,0,attack
71400,0,0,40,40,0,attack
357840,0,0,40,40,0,attack
448320,0,0,40,40,0,attack
428440,0,0,40,40,0,attack
257880,0,0,40,40,0,attack
347360,0,0,40,40,0,attack
394600,0,0,40,40,0,attack
244240,0,0,40,40,0,attack
12000,0,0,40,40,0,attack
474640,0,0,40,40,0,attack
95080,0,0,40,40,0,attack
389120,0,0,40,40,0,attack
350800,0,0,40,40,0,attack
487800,0,0,40,40,0,attack
281400,0,0,40,40,0,attack
289240,0,0,40,40,0,attack
347880,0,0,40,40,0,attack
806040,0,0,40,40,0,attack
455360,0,0,40,40,0,attack
583320,0,0,40,40,0,attack
259640,0,0,40,40,0,attack
230960,0,0,40,40,0,attack
725840,0,0,40,40,0,attack
182000,0,0,40,40,0,attack
309280,0,0,40,40,0,attack
579600,0,0,40,40,0,attack
278960,0,0,40,40,0,attack
355680,0,0,40,40,0,attack
590280,0,0,40,40,0,attack
373920,0,0,40,40,0,attack
357480,0,0,40,40,0,attack
464040,0,0,40,40,0,attack
441080,0,0,40,40,0,attack
376320,0,0,40,40,0,attack
466600,0,0,40,40,0,attack
732800,0,0,40,40,0,attack
474160,0,0,40,40,0,attack
1520,0,0,40,40,0,attack
997360,0,0,40,40,0,attack
1056200,0,0,40,40,0,attack
292520,0,0,40,40,0,attack
342520,0,0,40,40,0,attack
450280,0,0,40,40,0,attack
1051000,0,0,40,40,0,attack
73760,0,0,40,40,0,attack
339360,0,0,40,40,0,attack
1034040,0,0,40,40,0,attack
167200,0,0,40,40,0,attack
729000,0,0,40,40,0,attack
334440,0,0,40,40,0,attack
744920,0,0,40,40,0,attack
572200,0,0,40,40,0,attack
277080,0,0,40,40,0,attack
248960,0,0,40,40,0,attack
761280,0,0,40,40,0,attack
580040,0,0,40,40,0,attack
193080,0,0,40,40,0,attack
270760,0,0,40,40,0,attack
564400,0,0,40,40,0,attack
808520,0,0,40,40,0,attack
579680,0,0,40,40,0,attack
591880,0,0,40,40,0,attack
1000880,0,0,40,40,0,attack
602800,0,0,40,40,0,attack
364360,0,0,40,40,0,attack
348640,0,0,40,40,0,attack
68080,0,0,40,40,0,attack
442520,0,0,40,40,0,attack
459160,0,0,40,40,0,attack
342640,0,0,40,40,0,attack
450280,0,0,40,40,0,attack
1053680,0,0,40,40,0,attack
606480,0,0,40,40,0,attack
497560,0,0,40,40,0,attack
383160,0,0,40,40,0,attack
439200,0,0,40,40,0,attack
730040,0,0,40,40,0,attack
353200,0,0,40,40,0,attack
729640,0,0,40,40,0,attack
345000,0,0,40,40,0,attack
441560,0,0,40,40,0,attack
164200,0,0,40,40,0,attack
316600,0,0,40,40,0,attack
783360,0,0,40,40,0,attack
493720,0,0,40,40,0,attack
382920,0,0,40,40,0,attack
465640,0,0,40,40,0,attack
399720,0,0,40,40,0,attack
293720,0,0,40,40,0,attack
346240,0,0,40,40,0,attack
1039400,0,0,40,40,0,attack
504280,0,0,40,40,0,attack
354720,0,0,40,40,0,attack
574120,0,0,40,40,0,attack
366520,0,0,40,40,0,attack
803160,0,0,40,40,0,attack
428600,0,0,40,40,0,attack
468680,0,0,40,40,0,attack
178080,0,0,40,40,0,attack
266720,0,0,40,40,0,attack
390120,0,0,40,40,0,attack
472680,0,0,40,40,0,attack
204840,0,0,40,40,0,attack
73240,0,0,40,40,0,attack
576680,0,0,40,40,0,attack
988080,0,0,40,40,0,attack
831000,0,0,40,40,0,attack
1000240,0,0,40,40,0,attack
300000,0,0,40,40,0,attack
599800,0,0,40,40,0,attack
170640,0,0,40,40,0,attack
721480,0,0,40,40,0,attack
905320,0,0,40,40,0,attack
287200,0,0,40,40,0,attack
790200,0,0,40,40,0,attack
446080,0,0,40,40,0,attack
443040,0,0,40,40,0,attack
579360,0,0,40,40,0,attack
173200,0,0,40,40,0,attack
464040,0,0,40,40,0,attack
459240,0,0,40,40,0,attack
341400,0,0,40,40,0,attack
280400,0,0,40,40,0,attack
1036520,0,0,40,40,0,attack
489480,0,0,40,40,0,attack
502120,0,0,40,40,0,attack
478160,0,0,40,40,0,attack
283280,0,0,40,40,0,attack
1067920,0,0,40,40,0,attack
1039360,0,0,40,40,0,attack
338960,0,0,40,40,0,attack
728480,0,0,40,40,0,attack
282920,0,0,40,40,0,attack
290160,0,0,40,40,0,attack
284480,0,0,40,40,0,attack
498360,0,0,40,40,0,attack
350080,0,0,40,40,0,attack
352120,0,0,40,40,0,attack
733920,0,0,40,40,0,attack
429080,0,0,40,40,0,attack
36240,0,0,40,40,0,attack
354080,0,0,40,40,0,attack
350880,0,0,40,40,0,attack
911080,0,0,40,40,0,attack
309360,0,0,40,40,0,attack
11840,0,0,40,40,0,attack
439520,0,0,40,40,0,attack
1035800,0,0,40,40,0,attack
451400,0,0,40,40,0,attack
737560,0,0,40,40,0,attack
162560,0,0,40,40,0,attack
92360,0,0,40,40,0,attack
93480,0,0,40,40,0,attack
341960,0,0,40,40,0,attack
349080,0,0,40,40,0,attack
304520,0,0,40,40,0,attack
1038880,0,0,40,40,0,attack
169800,0,0,40,40,0,attack
447040,0,0,40,40,0,attack
379240,0,0,40,40,0,attack
283520,0,0,40,40,0,attack
65480,0,0,40,40,0,attack
909440,0,0,40,40,0,attack
577400,0,0,40,40,0,attack
748080,0,0,40,40,0,attack
754400,0,0,40,40,0,attack
488120,0,0,40,40,0,attack
167240,0,0,40,40,0,attack
184960,0,0,40,40,0,attack
721760,0,0,40,40,0,attack
1058160,0,0,40,40,0,attack
259440,0,0,40,40,0,attack
490040,0,0,40,40,0,attack
169680,0,0,40,40,0,attack
88480,0,0,40,40,0,attack
1056080,0,0,40,40,0,attack
243600,0,0,40,40,0,attack
789720,0,0,40,40,0,attack
430960,0,0,40,40,0,attack
782280,0,0,40,40,0,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
804,4,699,52,88,17,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
828,4,699,52,88,17,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
920,4,699,52,88,16,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
356,4,699,52,88,14,attack
568,4,699,52,88,18,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
356,4,699,52,88,14,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
744,4,699,52,88,17,attack
952,4,699,52,88,16,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
200,2,112,52,88,18,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
356,4,699,52,88,14,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
304,4,699,52,88,15,attack
