% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,16,30,38-40'

@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute std_fiat numeric
@attribute sflow_fpackets numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
52,394,195,172,3,164,112,slowBody
52,394,165,213,2,216,164,slowBody
40,511,157,2392,1,412,372,slowBody
52,511,262,212,3,164,112,slowBody
40,246,67,30731,1,412,424,slowBody
40,467,142,11775,1,412,320,slowBody
40,511,159,15476,1,412,372,slowBody
52,387,85,314873,2,632,112,slowBody
52,394,162,422,2,216,164,slowBody
52,511,262,294,3,164,112,slowBody
52,394,169,326076,2,596,60,slowBody
40,511,157,498527,2,412,372,slowBody
52,394,195,149,3,164,112,slowBody
52,467,198,326022,1,744,120,slowBody
52,511,236,325842,2,604,60,slowBody
52,511,236,326213,2,604,60,slowBody
40,511,157,18783,1,412,320,slowBody
52,387,94,314004,2,632,112,slowBody
40,511,159,28899,1,412,424,slowBody
52,511,223,121,2,216,164,slowBody
40,246,66,16504,1,412,372,slowBody
52,394,195,195,3,164,112,slowBody
52,387,87,314266,2,632,112,slowBody
52,394,195,301,3,164,112,slowBody
52,511,226,387,2,216,164,slowBody
40,246,66,33729,1,412,424,slowBody
40,511,158,9172,1,412,320,slowBody
40,511,158,28394,1,412,372,slowBody
52,511,222,432,2,216,164,slowBody
52,387,90,315337,2,632,112,slowBody
52,387,91,314322,2,632,112,slowBody
52,394,162,205,2,216,164,slowBody
52,511,221,108,2,216,164,slowBody
40,511,159,22567,1,412,372,slowBody
40,467,135,31778,1,472,372,slowBody
40,511,157,12336,1,412,372,slowBody
40,511,158,497770,2,412,372,slowBody
40,246,66,31599,1,412,424,slowBody
40,511,149,33965,1,472,424,slowBody
52,387,90,313585,2,632,112,slowBody
40,352,155,123371,2,308,216,slowBody
52,394,162,461,2,216,164,slowBody
40,246,66,18663,1,412,372,slowBody
52,394,195,171,3,164,112,slowBody
40,511,159,30605,1,412,424,slowBody
40,511,159,26645,1,412,372,slowBody
52,511,236,325696,2,604,60,slowBody
52,394,147,891,1,276,164,slowBody
52,394,195,205,3,164,112,slowBody
40,246,66,26705,1,412,424,slowBody
55,55,0,0,2,48,0,slowBody
52,387,89,313549,2,632,112,slowBody
40,246,66,10047,1,412,372,slowBody
40,511,159,28877,1,412,372,slowBody
52,394,195,135,3,164,112,slowBody
52,394,195,156,3,164,112,slowBody
52,387,88,313488,2,632,112,slowBody
40,511,157,13711,1,412,320,slowBody
40,246,63,35923,1,472,424,slowBody
52,394,163,172,2,216,164,slowBody
52,394,195,182,3,164,112,slowBody
52,387,87,314343,2,632,112,slowBody
52,394,162,45,2,216,164,slowBody
52,394,195,164,3,164,112,slowBody
40,511,159,18200,1,412,320,slowBody
40,511,158,12057,1,412,320,slowBody
52,467,186,325706,1,684,120,slowBody
52,511,262,383,3,164,112,slowBody
52,394,161,293,2,216,164,slowBody
40,511,157,14528,1,412,320,slowBody
52,511,262,506,3,164,112,slowBody
52,511,198,1051,1,276,164,slowBody
40,511,158,26658,1,412,372,slowBody
40,246,67,6652,1,412,372,slowBody
40,467,142,19032,1,412,320,slowBody
52,394,195,422,3,164,112,slowBody
60,60,0,12,2,88,0,slowBody
52,387,91,313445,2,632,112,slowBody
40,467,144,23089,1,412,320,slowBody
52,387,87,313857,2,632,112,slowBody
40,511,158,498197,2,412,372,slowBody
40,511,158,9674,1,412,372,slowBody
52,394,195,301,3,164,112,slowBody
40,511,160,14777,1,412,320,slowBody
52,511,224,262,2,216,164,slowBody
40,511,157,27947,1,412,424,slowBody
40,246,66,27245,1,412,424,slowBody
52,387,85,314312,2,632,112,slowBody
52,511,223,112,2,216,164,slowBody
40,511,159,34293,1,412,424,slowBody
40,511,158,9345,1,412,320,slowBody
52,387,87,315311,2,632,112,slowBody
40,246,66,28275,1,412,424,slowBody
40,467,143,21610,1,412,320,slowBody
40,511,157,26871,1,412,424,slowBody
40,511,160,14254,1,412,372,slowBody
40,511,159,30563,1,412,372,slowBody
52,511,262,351,3,164,112,slowBody
40,467,143,3569,1,412,320,slowBody
40,467,142,33597,1,412,372,slowBody
52,387,89,314159,2,632,112,slowBody
40,246,62,35514,1,472,424,slowBody
40,511,159,26202,1,412,424,slowBody
40,467,142,36433,1,412,372,slowBody
52,511,225,2,2,216,164,slowBody
52,467,195,325923,1,744,120,slowBody
52,511,221,183,2,216,164,slowBody
40,467,144,22959,1,412,320,slowBody
52,511,262,113,3,164,112,slowBody
40,511,158,22300,1,412,320,slowBody
52,394,168,9,2,224,112,slowBody
52,511,262,237,3,164,112,slowBody
40,511,157,498511,2,412,372,slowBody
40,467,141,22617,1,412,372,slowBody
40,511,227,300165,2,852,228,slowBody
52,394,195,259,3,164,112,slowBody
40,511,156,1653,1,412,320,slowBody
40,246,66,4532,1,412,372,slowBody
40,246,66,20109,1,412,372,slowBody
40,246,66,33616,1,412,424,slowBody
52,387,88,313170,2,632,112,slowBody
52,511,219,322,2,216,164,slowBody
40,511,159,22845,1,412,320,slowBody
40,246,66,15880,1,412,372,slowBody
52,394,166,395,2,216,164,slowBody
40,246,66,7992,1,412,372,slowBody
40,246,66,33844,1,412,424,slowBody
40,246,66,25833,1,412,424,slowBody
52,511,222,252,2,216,164,slowBody
40,246,66,19190,1,412,372,slowBody
52,394,195,381,3,164,112,slowBody
52,387,87,315004,2,632,112,slowBody
40,246,80,107101,1,696,424,slowBody
40,467,144,17433,1,412,320,slowBody
52,394,195,175,3,164,112,slowBody
40,511,159,33156,1,412,424,slowBody
40,511,159,27710,1,412,424,slowBody
52,387,85,314952,2,632,112,slowBody
40,467,134,31381,1,472,372,slowBody
40,511,150,31957,1,472,424,slowBody
40,511,159,28741,1,412,372,slowBody
40,467,142,12680,1,412,320,slowBody
40,467,144,5479,1,412,320,slowBody
40,467,142,36170,1,412,372,slowBody
52,387,88,313222,2,632,112,slowBody
40,511,159,33195,1,412,424,slowBody
40,511,157,14847,1,412,372,slowBody
52,394,164,470,2,216,164,slowBody
40,511,158,504749,2,412,320,slowBody
40,467,142,36226,1,412,372,slowBody
52,394,195,146,3,164,112,slowBody
40,511,224,301147,2,852,424,slowBody
40,511,159,20742,1,412,320,slowBody
40,511,157,31229,1,412,424,slowBody
52,511,262,137,3,164,112,slowBody
40,246,66,30593,1,412,424,slowBody
40,511,157,20270,1,412,320,slowBody
52,394,167,349,2,216,164,slowBody
40,246,67,19181,1,412,372,slowBody
52,394,166,181,2,216,164,slowBody
52,394,195,2236,3,164,112,slowBody
52,394,165,181,2,216,164,slowBody
52,394,195,150,3,164,112,slowBody
40,511,148,32100,1,472,372,slowBody
40,511,158,26356,1,412,372,slowBody
40,246,66,8879,1,412,372,slowBody
40,467,135,37642,1,472,372,slowBody
40,511,158,26202,1,412,424,slowBody
40,511,158,8213,1,412,320,slowBody
52,511,191,325622,2,528,60,slowBody
40,246,66,5757,1,412,372,slowBody
52,394,142,326796,2,528,60,slowBody
40,511,159,22674,1,412,320,slowBody
40,467,143,3165,1,412,320,slowBody
40,246,66,30242,1,412,424,slowBody
52,511,262,205,3,164,112,slowBody
52,511,222,601,2,216,164,slowBody
40,511,159,7918,1,412,372,slowBody
40,467,144,620,1,412,320,slowBody
52,394,166,575,2,216,164,slowBody
40,511,227,301216,2,844,372,slowBody
40,511,158,26257,1,412,372,slowBody
52,511,219,325693,1,744,120,slowBody
52,511,236,325250,2,604,60,slowBody
40,467,143,8181,1,412,320,slowBody
52,387,85,314191,2,632,112,slowBody
40,511,231,300345,2,672,424,slowBody
40,511,159,33916,1,412,424,slowBody
40,511,159,34251,1,412,372,slowBody
40,511,158,28106,1,412,424,slowBody
40,511,157,30773,1,412,372,slowBody
52,394,164,264,2,216,164,slowBody
52,394,166,365,2,216,164,slowBody
52,511,224,99,2,216,164,slowBody
40,511,157,31117,1,412,372,slowBody
40,246,66,28113,1,412,424,slowBody
40,511,158,34301,1,412,424,slowBody
52,394,165,141,2,216,164,slowBody
52,387,89,314742,2,632,112,slowBody
40,511,158,497922,2,412,372,slowBody
40,511,158,499781,2,412,372,slowBody
40,511,157,21911,1,412,320,slowBody
52,511,222,289,2,216,164,slowBody
52,511,236,324984,2,604,60,slowBody
52,511,262,229,3,164,112,slowBody
52,511,262,285,3,164,112,slowBody
52,511,262,135,3,164,112,slowBody
52,387,90,314976,2,632,112,slowBody
40,467,142,21736,1,412,320,slowBody
52,387,87,313396,2,632,112,slowBody
40,511,159,30667,1,412,424,slowBody
40,511,158,500670,2,412,372,slowBody
40,246,66,817,1,412,372,slowBody
52,394,195,329,3,164,112,slowBody
52,394,163,126,2,216,164,slowBody
40,246,66,30386,1,412,424,slowBody
40,511,159,3465,1,412,372,slowBody
40,467,134,37323,1,472,372,slowBody
52,511,219,312495,2,744,120,slowBody
52,511,226,487,2,216,164,slowBody
52,387,93,313172,2,632,112,slowBody
52,394,195,181,3,164,112,slowBody
52,394,195,378,3,164,112,slowBody
40,467,143,23191,1,412,372,slowBody
40,511,157,28733,1,412,424,slowBody
40,511,158,21186,1,412,320,slowBody
52,394,164,109,2,216,164,slowBody
40,511,158,18985,1,412,372,slowBody
52,387,95,313717,2,632,112,slowBody
52,394,163,631,2,216,164,slowBody
40,511,159,7836,1,412,372,slowBody
67,67,0,5,2,88,0,slowBody
55,55,0,0,2,48,0,slowBody
52,394,164,212,2,216,164,slowBody
40,227,66,1181,7,360,268,slowBody
52,511,221,243,2,216,164,slowBody
52,511,222,710,2,216,164,slowBody
52,387,90,313099,2,632,112,slowBody
40,511,158,21429,1,412,320,slowBody
40,511,159,3488,1,412,320,slowBody
52,387,89,313713,2,632,112,slowBody
52,394,162,161,2,216,164,slowBody
52,394,195,141,3,164,112,slowBody
40,511,223,300345,2,852,424,slowBody
52,511,262,482,3,164,112,slowBody
52,394,166,363,2,216,164,slowBody
52,394,166,219,2,216,164,slowBody
40,511,158,499444,2,412,372,slowBody
52,511,228,325499,1,760,60,slowBody
52,511,262,352,3,164,112,slowBody
52,511,226,429,2,216,164,slowBody
40,511,159,6296,1,412,320,slowBody
52,387,88,314358,2,632,112,slowBody
40,511,157,26171,1,412,372,slowBody
52,511,236,325576,2,604,60,slowBody
52,511,218,325613,1,744,120,slowBody
52,394,195,151,3,164,112,slowBody
40,511,157,283,1,412,320,slowBody
40,467,143,36616,1,412,372,slowBody
40,511,159,28957,1,412,424,slowBody
40,511,160,26334,1,412,372,slowBody
52,511,220,306,2,216,164,slowBody
40,511,159,33915,1,412,424,slowBody
40,511,149,34728,1,472,372,slowBody
40,467,142,12630,1,412,320,slowBody
40,511,157,27985,1,412,372,slowBody
52,394,195,328,3,164,112,slowBody
52,394,195,330,3,164,112,slowBody
40,467,135,37643,1,472,372,slowBody
40,467,142,23119,1,412,320,slowBody
52,387,89,314620,2,632,112,slowBody
40,246,66,31208,1,412,424,slowBody
40,511,160,21120,1,412,320,slowBody
40,511,157,22712,1,412,320,slowBody
40,467,142,21249,1,412,320,slowBody
52,511,262,127,3,164,112,slowBody
40,511,158,21168,1,412,320,slowBody
40,511,157,17069,1,412,320,slowBody
40,246,66,13472,1,412,372,slowBody
52,394,195,154,3,164,112,slowBody
40,246,66,17007,1,412,372,slowBody
52,387,91,314109,2,632,112,slowBody
40,467,208,311310,2,860,228,slowBody
40,511,159,499319,2,412,372,slowBody
40,511,159,22571,1,412,372,slowBody
52,511,228,325597,1,760,60,slowBody
52,511,223,285,2,216,164,slowBody
52,511,262,471,3,164,112,slowBody
40,467,142,19857,1,412,320,slowBody
52,394,163,270,2,216,164,slowBody
52,394,195,177,3,164,112,slowBody
52,387,89,314681,2,632,112,slowBody
40,246,66,33634,1,412,424,slowBody
40,511,158,499538,2,412,372,slowBody
52,511,262,330,3,164,112,slowBody
52,394,195,376,3,164,112,slowBody
52,394,165,422,2,216,164,slowBody
52,394,195,371,3,164,112,slowBody
49,49,0,0,1,28,0,slowBody
40,511,159,33114,1,412,372,slowBody
40,246,66,31150,1,412,424,slowBody
40,511,159,498600,2,412,372,slowBody
52,511,229,326059,1,820,60,slowBody
52,511,262,329,3,164,112,slowBody
72,72,0,29,2,88,0,slowBody
52,394,195,127,3,164,112,slowBody
40,511,158,21588,1,412,372,slowBody
40,511,206,298729,2,724,228,slowBody
52,511,222,304,2,216,164,slowBody
40,511,158,21363,1,412,372,slowBody
52,511,222,566,2,216,164,slowBody
52,394,195,299,3,164,112,slowBody
52,394,164,151,2,216,164,slowBody
52,511,219,463,2,216,164,slowBody
52,511,262,470,3,164,112,slowBody
52,394,195,379,3,164,112,slowBody
40,246,66,26351,1,412,424,slowBody
40,511,159,500468,2,412,372,slowBody
40,511,159,7893,1,412,320,slowBody
52,511,225,116,2,216,164,slowBody
52,511,262,271,3,164,112,slowBody
40,246,66,10175,1,412,372,slowBody
52,387,87,314634,2,632,112,slowBody
52,394,195,171,3,164,112,slowBody
40,511,159,27703,1,412,372,slowBody
52,511,223,468,2,216,164,slowBody
40,467,143,35981,1,412,372,slowBody
40,467,142,22539,1,412,320,slowBody
40,467,135,22731,1,472,320,slowBody
40,511,159,11181,1,412,320,slowBody
40,246,66,9404,1,412,372,slowBody
52,511,222,212,2,216,164,slowBody
52,394,161,174,2,216,164,slowBody
52,394,195,474,3,164,112,slowBody
40,467,142,36517,1,412,372,slowBody
40,511,159,500645,2,412,372,slowBody
40,467,142,16089,1,412,320,slowBody
40,511,158,28171,1,412,424,slowBody
52,511,262,402,3,164,112,slowBody
52,511,219,426,2,216,164,slowBody
40,511,158,28759,1,412,372,slowBody
52,511,221,273,2,216,164,slowBody
52,387,92,313772,2,632,112,slowBody
40,511,158,20800,1,412,320,slowBody
52,511,224,325727,1,760,60,slowBody
40,511,158,4811,1,412,320,slowBody
52,394,168,832,2,224,60,slowBody
52,394,166,378,2,216,164,slowBody
52,511,232,316163,2,656,164,slowBody
40,246,67,33079,1,412,424,slowBody
52,394,195,250,3,164,112,slowBody
52,394,195,154,3,164,112,slowBody
40,246,66,26756,1,412,424,slowBody
52,387,89,313866,2,632,112,slowBody
40,511,159,34184,1,412,424,slowBody
52,394,164,331,2,216,164,slowBody
40,467,144,22464,1,412,320,slowBody
40,511,158,500314,2,412,372,slowBody
52,394,195,410,3,164,112,slowBody
40,246,66,17259,1,412,372,slowBody
40,467,142,36624,1,412,372,slowBody
40,467,144,22796,1,412,320,slowBody
40,467,144,6123,1,412,320,slowBody
40,246,66,11848,1,412,372,slowBody
40,511,159,14686,1,412,320,slowBody
52,394,195,200,3,164,112,slowBody
40,511,159,22683,1,412,320,slowBody
40,511,157,499580,2,412,372,slowBody
40,511,157,26212,1,412,424,slowBody
52,387,93,313714,2,632,112,slowBody
40,511,159,22764,1,412,372,slowBody
40,467,142,3812,1,412,320,slowBody
40,246,63,35924,1,472,424,slowBody
52,511,222,606,2,216,164,slowBody
40,246,66,2230,1,412,372,slowBody
40,246,66,9490,1,412,372,slowBody
40,511,159,30866,1,412,372,slowBody
52,387,89,314565,2,632,112,slowBody
40,511,158,20980,1,412,320,slowBody
40,511,157,23127,1,412,372,slowBody
40,511,157,13719,1,412,372,slowBody
52,394,195,188,3,164,112,slowBody
52,511,262,135,3,164,112,slowBody
40,511,159,6472,1,412,320,slowBody
52,387,89,315217,2,632,112,slowBody
40,511,158,14384,1,412,372,slowBody
40,511,158,16545,1,412,372,slowBody
40,467,143,12647,1,412,320,slowBody
52,394,164,150,2,216,164,slowBody
40,352,155,126431,2,308,424,slowBody
40,246,66,32887,1,412,424,slowBody
328,328,0,0,1,68,0,slowBody
52,387,85,313756,2,632,112,slowBody
40,511,157,498188,2,412,372,slowBody
40,246,66,30593,1,412,424,slowBody
52,394,164,529,2,216,164,slowBody
40,511,158,48755,1,412,424,slowBody
52,394,164,214,2,216,164,slowBody
72,72,0,53,2,88,0,slowBody
40,511,158,16694,1,412,320,slowBody
40,246,66,25833,1,412,424,slowBody
52,511,219,325635,2,536,60,slowBody
55,55,0,51,2,88,0,slowBody
40,511,157,3907,1,412,372,slowBody
40,511,149,32826,1,472,372,slowBody
40,467,142,21349,1,412,320,slowBody
52,511,262,327,3,164,112,slowBody
40,511,158,498776,2,412,372,slowBody
40,246,66,13296,1,412,372,slowBody
52,387,89,313773,2,632,112,slowBody
40,246,67,12498,1,412,372,slowBody
52,394,165,395,2,216,164,slowBody
40,467,142,6661,1,412,320,slowBody
40,511,159,20232,1,412,320,slowBody
40,467,143,33611,1,412,372,slowBody
328,328,0,0,1,68,0,slowBody
52,387,92,314637,2,632,112,slowBody
40,246,66,18541,1,412,372,slowBody
40,511,159,28390,1,412,372,slowBody
40,511,149,34018,1,472,424,slowBody
40,511,159,21558,1,412,320,slowBody
52,511,223,325151,1,760,60,slowBody
40,511,158,5791,1,412,320,slowBody
40,246,66,30222,1,412,424,slowBody
52,511,223,341,2,216,164,slowHeaders
40,394,117,495820,2,412,372,slowHeaders
40,467,143,23034,1,412,372,slowHeaders
40,394,117,48575,1,412,372,slowHeaders
52,467,171,325768,2,632,60,slowHeaders
40,394,117,495504,2,412,372,slowHeaders
40,351,102,11415,1,412,320,slowHeaders
52,511,262,202,3,164,112,slowHeaders
40,395,117,11911,1,412,320,slowHeaders
52,395,169,296029,1,820,60,slowHeaders
40,394,116,37433,1,412,372,slowHeaders
52,246,79,258,1,268,216,slowHeaders
40,394,110,495362,1,472,372,slowHeaders
40,467,142,33014,1,412,424,slowHeaders
40,394,117,37550,1,412,424,slowHeaders
40,246,66,33887,1,412,372,slowHeaders
40,307,87,29763,1,412,372,slowHeaders
52,246,91,326027,1,760,60,slowHeaders
40,246,66,20217,1,412,320,slowHeaders
40,394,117,47630,1,412,372,slowHeaders
40,394,118,498179,2,412,372,slowHeaders
52,511,262,260,3,164,112,slowHeaders
52,511,262,328,3,164,112,slowHeaders
40,394,126,30341,1,360,320,slowHeaders
40,394,117,45246,1,412,372,slowHeaders
40,395,118,499329,2,412,372,slowHeaders
52,511,221,236,2,216,164,slowHeaders
40,394,126,15541,1,360,268,slowHeaders
40,467,143,8304,1,412,372,slowHeaders
40,394,117,39199,1,412,424,slowHeaders
40,307,87,8474,1,412,320,slowHeaders
52,511,262,320,3,164,112,slowHeaders
40,246,66,25341,1,412,372,slowHeaders
52,511,262,291,3,164,112,slowHeaders
40,351,102,15618,1,412,320,slowHeaders
40,395,117,31045,1,412,372,slowHeaders
40,467,142,21145,1,412,372,slowHeaders
40,394,116,38728,1,412,372,slowHeaders
52,246,80,1262,1,268,216,slowHeaders
52,511,262,358,3,164,112,slowHeaders
40,394,117,485804,2,412,424,slowHeaders
52,511,262,232,3,164,112,slowHeaders
40,467,143,23414,1,412,372,slowHeaders
40,394,117,38801,1,412,424,slowHeaders
40,351,103,21277,1,412,320,slowHeaders
40,394,118,50036,1,412,424,slowHeaders
40,394,116,496083,2,412,372,slowHeaders
40,307,120,301773,2,852,320,slowHeaders
40,394,127,31533,1,360,320,slowHeaders
52,511,262,229,3,164,112,slowHeaders
40,395,118,34975,1,412,372,slowHeaders
52,246,109,98,3,164,112,slowHeaders
40,351,102,21093,1,412,320,slowHeaders
52,511,225,270,2,216,164,slowHeaders
40,394,116,495847,2,412,372,slowHeaders
40,467,143,20215,1,412,372,slowHeaders
52,511,262,357,3,164,112,slowHeaders
40,307,87,26103,1,412,372,slowHeaders
40,394,126,19334,1,360,268,slowHeaders
40,394,110,495453,1,472,372,slowHeaders
40,394,111,495383,1,472,372,slowHeaders
52,511,262,302,3,164,112,slowHeaders
52,246,109,229,3,164,112,slowHeaders
40,307,87,6188,1,412,320,slowHeaders
40,307,96,86165,1,644,320,slowHeaders
40,394,117,37156,1,412,372,slowHeaders
40,246,66,4029,1,412,320,slowHeaders
40,307,95,86253,1,644,320,slowHeaders
40,394,118,60945,1,412,372,slowHeaders
40,394,110,495308,1,472,372,slowHeaders
40,351,102,21076,1,412,320,slowHeaders
52,511,224,291,2,216,164,slowHeaders
52,308,129,310359,2,648,60,slowHeaders
52,246,80,160,1,268,216,slowHeaders
40,394,118,493392,2,412,372,slowHeaders
40,394,117,37015,1,412,424,slowHeaders
40,394,116,53849,1,412,372,slowHeaders
40,351,103,21248,1,412,320,slowHeaders
40,395,118,31061,1,412,372,slowHeaders
40,395,117,4456,1,412,320,slowHeaders
52,246,109,189,3,164,112,slowHeaders
40,394,118,40042,1,412,372,slowHeaders
40,467,195,287061,2,800,424,slowHeaders
40,246,66,28911,1,412,372,slowHeaders
40,394,127,27379,1,360,320,slowHeaders
40,307,87,29853,1,412,372,slowHeaders
40,246,66,28695,1,412,372,slowHeaders
40,307,87,29871,1,412,372,slowHeaders
40,394,111,484070,1,472,424,slowHeaders
40,307,86,29749,1,412,372,slowHeaders
40,394,126,21847,1,360,268,slowHeaders
328,328,0,0,1,88,0,slowHeaders
40,246,66,30603,1,412,372,slowHeaders
40,395,117,34433,1,412,372,slowHeaders
40,351,102,20114,1,412,320,slowHeaders
40,394,117,56077,1,412,424,slowHeaders
40,395,117,497811,2,412,372,slowHeaders
52,394,168,312881,1,820,60,slowHeaders
40,394,118,39937,1,412,424,slowHeaders
40,394,127,21642,1,360,268,slowHeaders
52,511,191,326655,2,528,60,slowHeaders
40,246,66,26998,1,412,372,slowHeaders
40,246,66,33731,1,412,372,slowHeaders
52,246,79,268,1,268,216,slowHeaders
40,467,142,12321,1,412,372,slowHeaders
52,246,81,1000,1,268,216,slowHeaders
52,246,109,399,3,164,112,slowHeaders
40,428,175,340184,2,860,112,slowHeaders
52,511,262,275,3,164,112,slowHeaders
40,307,86,29881,1,412,372,slowHeaders
40,394,127,9096,1,360,268,slowHeaders
40,467,162,343345,2,672,164,slowHeaders
40,394,117,37606,1,412,424,slowHeaders
40,467,143,33415,1,412,424,slowHeaders
52,246,79,143,1,268,216,slowHeaders
40,395,117,29871,1,412,372,slowHeaders
52,511,221,353,2,216,164,slowHeaders
40,394,111,484686,1,472,424,slowHeaders
40,307,86,3308,1,412,320,slowHeaders
52,246,79,325,1,268,216,slowHeaders
40,394,127,9639,1,360,320,slowHeaders
40,246,66,32862,1,412,372,slowHeaders
40,394,116,485939,2,412,424,slowHeaders
40,467,142,12329,1,412,372,slowHeaders
40,518,176,303543,1,852,112,slowHeaders
40,246,66,22333,1,412,320,slowHeaders
52,511,262,391,3,164,112,slowHeaders
40,351,102,24436,1,412,372,slowHeaders
40,351,102,20841,1,412,320,slowHeaders
52,246,109,352,3,164,112,slowHeaders
52,246,79,164,1,268,216,slowHeaders
40,394,117,485373,2,412,424,slowHeaders
40,467,143,35889,1,412,424,slowHeaders
52,246,80,205,1,268,216,slowHeaders
40,352,113,1175,7,360,320,slowHeaders
40,307,87,23034,1,412,320,slowHeaders
52,246,79,353,1,268,216,slowHeaders
40,351,102,23600,1,412,320,slowHeaders
40,467,134,37332,1,472,424,slowHeaders
40,394,111,495226,1,472,372,slowHeaders
40,394,126,27451,1,360,320,slowHeaders
52,511,224,276,2,216,164,slowHeaders
40,394,118,496784,2,412,372,slowHeaders
52,248,96,298636,2,700,60,slowHeaders
40,394,116,488209,2,412,424,slowHeaders
52,511,221,893,2,216,164,slowHeaders
40,467,208,311327,2,860,280,slowHeaders
40,394,126,30339,1,360,320,slowHeaders
52,246,109,1000,3,164,112,slowHeaders
40,467,142,35961,1,412,424,slowHeaders
40,395,117,23951,1,412,320,slowHeaders
52,246,109,263,3,164,112,slowHeaders
52,511,262,1649,3,164,112,slowHeaders
40,352,113,1044,7,360,216,slowHeaders
52,511,226,196,2,216,164,slowHeaders
40,351,101,21868,1,412,320,slowHeaders
40,307,87,4578,1,412,320,slowHeaders
40,467,143,13134,1,412,372,slowHeaders
52,246,74,545,1,328,216,slowHeaders
40,394,125,26905,1,360,320,slowHeaders
52,511,224,330,2,216,164,slowHeaders
40,394,125,31469,1,360,320,slowHeaders
40,394,116,494377,2,412,372,slowHeaders
52,511,222,258,2,216,164,slowHeaders
40,394,125,32647,1,360,320,slowHeaders
52,246,79,490,1,268,216,slowHeaders
40,351,101,11313,1,412,320,slowHeaders
40,394,126,2446,1,360,268,slowHeaders
40,394,126,18433,1,360,268,slowHeaders
40,246,66,20120,1,412,320,slowHeaders
52,246,109,137,3,164,112,slowHeaders
40,307,87,14060,1,412,320,slowHeaders
40,246,66,33820,1,412,372,slowHeaders
52,511,223,490,2,216,164,slowHeaders
40,394,116,41179,1,412,372,slowHeaders
40,467,141,21760,1,412,372,slowHeaders
52,246,109,226,3,164,112,slowHeaders
40,246,66,30588,1,412,372,slowHeaders
40,394,117,52278,1,412,424,slowHeaders
52,511,223,373,2,216,164,slowHeaders
52,246,109,205,3,164,112,slowHeaders
52,246,79,152,1,268,216,slowHeaders
52,394,168,325738,1,760,60,slowHeaders
40,467,143,22986,1,412,372,slowHeaders
52,511,221,286,2,216,164,slowHeaders
40,394,126,28358,1,360,320,slowHeaders
40,307,87,16784,1,412,320,slowHeaders
40,395,117,28967,1,412,372,slowHeaders
52,467,185,326097,1,692,60,slowHeaders
40,395,117,30229,1,412,372,slowHeaders
40,394,117,36798,1,412,372,slowHeaders
40,394,127,16304,1,360,268,slowHeaders
40,394,116,37761,1,412,424,slowHeaders
40,394,116,487988,2,412,424,slowHeaders
52,511,221,333,2,216,164,slowHeaders
52,246,78,263,1,268,216,slowHeaders
40,395,118,35758,1,412,372,slowHeaders
40,395,117,35892,1,412,372,slowHeaders
40,394,118,29566,1,420,320,slowHeaders
52,511,223,202,2,216,164,slowHeaders
40,467,142,21520,1,412,372,slowHeaders
40,248,103,253182,9,464,112,slowHeaders
40,467,135,36715,1,472,424,slowHeaders
52,246,84,326647,1,684,120,slowHeaders
40,246,67,30375,1,412,372,slowHeaders
52,246,109,294,3,164,112,slowHeaders
40,394,126,10336,1,360,268,slowHeaders
52,246,77,2032,1,268,216,slowHeaders
40,307,87,26844,1,412,372,slowHeaders
40,395,118,23762,1,412,320,slowHeaders
40,307,87,26749,1,412,372,slowHeaders
40,307,87,22883,1,412,320,slowHeaders
52,246,79,596,1,268,216,slowHeaders
40,394,111,485002,1,472,424,slowHeaders
40,395,117,2198,1,412,320,slowHeaders
40,394,117,46324,1,412,424,slowHeaders
52,246,109,239,3,164,112,slowHeaders
40,394,117,487177,2,412,424,slowHeaders
40,394,116,496137,2,412,372,slowHeaders
52,246,81,31,1,268,216,slowHeaders
40,467,143,17578,1,412,372,slowHeaders
40,394,118,48624,1,412,424,slowHeaders
52,246,78,180,1,268,216,slowHeaders
52,511,262,373,3,164,112,slowHeaders
40,307,86,29777,1,412,372,slowHeaders
40,308,134,182579,2,472,216,slowHeaders
40,307,87,21946,1,412,320,slowHeaders
40,394,117,41606,1,412,372,slowHeaders
40,394,117,62310,1,412,424,slowHeaders
40,246,66,16987,1,412,320,slowHeaders
40,394,127,21202,1,360,268,slowHeaders
40,394,116,40611,1,412,372,slowHeaders
52,511,221,219,2,216,164,slowHeaders
40,246,66,9993,1,412,320,slowHeaders
40,351,102,21557,1,412,320,slowHeaders
40,467,143,23019,1,412,372,slowHeaders
40,351,102,25250,1,412,372,slowHeaders
52,511,262,187,3,164,112,slowHeaders
40,351,101,19210,1,412,320,slowHeaders
52,246,109,153,3,164,112,slowHeaders
52,511,221,302,2,216,164,slowHeaders
40,395,117,10734,1,412,320,slowHeaders
