% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,4-5,7-9,14,18,22,38,40'

@attribute total_fpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute min_active numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
5,699,52,88,15,52,11390,582,45560,268,httpFlood
5,699,52,88,15,52,254532,321875,1018131,268,httpFlood
5,699,52,88,15,52,14044,472,1410,268,httpFlood
5,699,52,88,15,52,89746,104807,358984,268,httpFlood
3,112,52,88,18,52,436,605,1362,164,httpFlood
5,699,52,88,15,52,14507,469,1140,268,httpFlood
3,112,52,91,20,52,418,930,1202,164,httpFlood
3,112,52,88,18,52,896,1930,2838,164,httpFlood
5,699,52,88,15,52,89792,106100,359168,268,httpFlood
6,699,52,94,16,52,56530,60191,0,320,httpFlood
5,699,52,88,15,52,14437,511,1911,268,httpFlood
5,699,52,88,15,52,30354,14823,121418,268,httpFlood
5,699,52,88,15,52,36916,1236,42795,268,httpFlood
5,699,52,88,15,52,14888,5166,59555,268,httpFlood
5,699,52,91,16,52,260617,331949,1042471,268,httpFlood
5,699,52,94,18,52,18523,8443,74092,268,httpFlood
5,699,52,91,16,52,14132,3313,56530,268,httpFlood
5,699,52,88,15,52,179145,224614,716582,268,httpFlood
5,699,52,94,18,52,39428,35865,157713,268,httpFlood
5,699,52,91,16,52,14008,3739,56035,268,httpFlood
6,1286,52,88,13,52,390,412,1311,344,httpFlood
5,699,52,88,15,52,12771,667,51086,268,httpFlood
5,699,52,88,15,52,180870,227161,723482,268,httpFlood
5,699,52,88,15,52,15806,578,1936,268,httpFlood
6,699,52,94,16,52,15013,708,0,320,httpFlood
5,699,52,88,15,52,61291,66905,245166,268,httpFlood
5,699,52,91,16,52,75422,86693,301691,268,httpFlood
5,699,52,88,15,52,16794,1166,3159,268,httpFlood
5,699,52,94,18,52,20600,12854,82401,268,httpFlood
5,699,52,88,15,52,16201,3800,8308,268,httpFlood
4,0,76,76,0,-1,355,0,210,88,httpFlood
5,699,52,88,15,52,11830,720,47320,268,httpFlood
6,699,52,94,16,52,58575,64596,292878,320,httpFlood
5,699,52,91,16,52,13834,2821,55339,268,httpFlood
6,699,52,94,16,52,29488,23901,0,320,httpFlood
5,699,52,88,15,52,14021,864,1742,268,httpFlood
6,699,52,94,16,52,30572,26522,0,320,httpFlood
5,699,52,88,15,52,179741,225434,718965,268,httpFlood
5,699,52,91,16,52,12376,2035,49507,268,httpFlood
5,699,52,88,15,52,92862,108326,371449,268,httpFlood
6,1286,52,88,13,52,463,739,2814,344,httpFlood
5,699,52,91,16,52,178839,224240,715357,268,httpFlood
5,699,52,88,15,52,15801,3361,63204,268,httpFlood
5,699,52,91,16,52,262146,333034,1048586,268,httpFlood
5,699,52,88,15,52,182918,228195,731674,268,httpFlood
6,699,52,94,16,52,48544,49620,0,320,httpFlood
5,699,52,88,15,52,180029,225966,720119,268,httpFlood
5,699,52,88,15,52,14563,1469,3529,268,httpFlood
5,699,52,88,15,52,12841,590,51364,268,httpFlood
5,699,52,91,16,52,180826,223998,723306,268,httpFlood
5,699,52,88,15,52,16055,6765,64223,268,httpFlood
5,699,52,94,18,52,31414,26038,125658,268,httpFlood
6,699,52,94,16,52,60216,63844,0,320,httpFlood
5,699,52,88,15,52,11225,614,44902,268,httpFlood
5,699,52,94,18,52,49837,50793,199348,268,httpFlood
6,699,52,94,16,52,57608,61785,0,320,httpFlood
5,699,52,91,16,52,257095,328181,1028380,268,httpFlood
5,699,52,88,15,52,62771,68889,251086,268,httpFlood
5,699,52,88,15,52,182752,229219,731011,268,httpFlood
5,699,52,88,15,52,14943,1759,3553,268,httpFlood
5,699,52,91,16,52,12615,2939,50460,268,httpFlood
5,699,52,88,15,52,15214,3860,60856,268,httpFlood
5,699,52,88,15,52,11548,1299,46194,268,httpFlood
5,699,52,88,15,52,14069,4889,56277,268,httpFlood
5,699,52,88,15,52,14605,4233,58421,268,httpFlood
6,699,52,94,16,52,98937,832,3114,320,httpFlood
5,699,52,88,15,52,60456,66132,241827,268,httpFlood
5,699,52,91,16,52,11388,884,45554,268,httpFlood
5,699,52,91,16,52,14640,3395,58563,268,httpFlood
5,699,52,88,15,52,179939,224239,719757,268,httpFlood
5,699,52,94,18,52,15002,1070,3147,268,httpFlood
6,699,52,94,16,52,252258,322135,0,320,httpFlood
5,699,52,94,18,52,69285,76684,277141,268,httpFlood
5,699,52,88,15,52,11104,492,44416,268,httpFlood
5,699,52,91,16,52,13993,3345,55975,268,httpFlood
5,699,52,94,18,52,30984,27111,123939,268,httpFlood
5,699,52,88,15,52,63456,70622,253824,268,httpFlood
5,699,52,91,16,52,15143,3820,60572,268,httpFlood
5,699,52,88,15,52,182768,229654,731074,268,httpFlood
5,751,52,88,14,52,5698,5169,22794,280,httpFlood
5,699,52,88,15,52,14771,4521,59086,268,httpFlood
5,699,52,91,16,52,11914,1780,47659,268,httpFlood
6,699,52,94,16,52,88167,659,2126,320,httpFlood
6,699,52,94,16,52,28795,23555,0,320,httpFlood
5,699,52,88,15,52,148860,183406,595441,268,httpFlood
5,699,52,94,18,52,17214,7787,68859,268,httpFlood
5,699,52,88,15,52,11738,592,46954,268,httpFlood
6,751,52,88,14,52,64832,86572,12722,332,httpFlood
5,699,52,94,18,52,17136,7880,68544,268,httpFlood
5,699,52,88,15,52,13666,4268,54666,268,httpFlood
5,699,52,88,15,52,17954,5507,11372,268,httpFlood
5,699,52,88,15,52,11407,520,45631,268,httpFlood
5,699,52,91,16,52,260750,331413,1043003,268,httpFlood
5,699,52,94,18,52,16407,7295,65628,268,httpFlood
5,699,52,88,15,52,15993,1953,5755,268,httpFlood
5,699,52,91,16,52,12632,2124,50531,268,httpFlood
5,751,52,94,17,52,1018,5982,4816,280,httpFlood
5,699,52,88,15,52,179985,224977,719940,268,httpFlood
5,699,52,91,16,52,77038,86854,308155,268,httpFlood
5,699,52,88,15,52,15083,5696,60333,268,httpFlood
5,699,52,88,15,52,13559,1739,54238,268,httpFlood
5,699,52,91,16,52,12068,1113,48272,268,httpFlood
5,699,52,94,18,52,19959,11809,79838,268,httpFlood
5,699,52,88,15,52,14689,4613,58759,268,httpFlood
5,699,52,88,15,52,13116,722,52464,268,httpFlood
6,699,52,94,16,52,15152,521,0,320,httpFlood
5,699,52,88,15,52,181886,227499,727545,268,httpFlood
5,699,52,94,18,52,15271,5241,61086,268,httpFlood
5,699,52,88,15,52,11840,1610,47360,268,httpFlood
5,699,52,88,15,52,10902,355,43609,268,httpFlood
5,699,52,88,15,52,253072,321767,1012291,268,httpFlood
5,699,52,91,16,52,180851,225752,723404,268,httpFlood
5,699,52,88,15,52,182603,228905,730414,268,httpFlood
5,699,52,88,15,52,15375,1369,3484,268,httpFlood
5,699,52,94,18,52,16164,1039,3657,268,httpFlood
5,699,52,88,15,52,15938,966,4904,268,httpFlood
6,1286,52,88,13,52,721,879,3335,344,httpFlood
6,699,52,94,16,52,59818,65132,0,320,httpFlood
5,699,52,88,15,52,14959,815,2212,268,httpFlood
6,699,52,94,16,52,54784,56466,0,320,httpFlood
6,699,52,94,16,52,244477,311993,0,320,httpFlood
5,699,52,91,16,52,14974,1459,59897,268,httpFlood
5,699,52,88,15,52,11912,1057,47649,268,httpFlood
5,699,52,88,15,52,183799,230539,735196,268,httpFlood
5,699,52,94,18,52,21015,12782,84061,268,httpFlood
6,699,52,94,16,52,231241,294474,0,320,httpFlood
5,699,52,88,15,52,15754,681,1985,268,httpFlood
5,699,52,88,15,52,11606,1218,46427,268,httpFlood
5,699,52,88,15,52,14289,3917,57158,268,httpFlood
6,699,52,94,16,52,15526,968,0,320,httpFlood
5,699,52,88,15,52,12017,1168,48068,268,httpFlood
5,699,52,94,18,52,18351,9547,73407,268,httpFlood
3,112,52,94,22,52,511,902,1777,164,httpFlood
5,699,52,91,16,52,13901,3075,55604,268,httpFlood
5,699,52,91,16,52,17127,4311,68509,268,httpFlood
6,699,52,94,16,52,230348,291493,0,320,httpFlood
5,699,52,88,15,52,122940,149023,491760,268,httpFlood
6,699,52,94,16,52,58970,64315,294850,320,httpFlood
5,699,52,91,16,52,179693,224556,718774,268,httpFlood
5,699,52,88,15,52,11637,566,46548,268,httpFlood
5,699,52,88,15,52,14032,687,1830,268,httpFlood
5,699,52,88,15,52,16317,838,2320,268,httpFlood
5,699,52,88,15,52,14410,4021,57640,268,httpFlood
5,699,52,88,15,52,217969,269016,871879,268,httpFlood
5,699,52,88,15,52,17013,6892,68054,268,httpFlood
5,699,52,88,15,52,15516,4682,62067,268,httpFlood
5,699,52,88,15,52,215942,273125,863771,268,httpFlood
5,699,52,88,15,52,11804,1768,47219,268,httpFlood
3,112,52,94,22,52,453,1142,1736,164,httpFlood
5,699,52,88,15,52,63703,69033,254812,268,httpFlood
5,699,52,88,15,52,14833,1761,4354,268,httpFlood
6,699,52,94,16,52,226325,286788,0,320,httpFlood
5,699,52,88,15,52,12498,537,49995,268,httpFlood
5,699,52,88,15,52,15354,6004,61418,268,httpFlood
5,699,52,88,15,52,10896,552,43587,268,httpFlood
5,699,52,88,15,52,14476,818,2825,268,httpFlood
5,699,52,91,16,52,13433,3899,53733,268,httpFlood
5,699,52,91,16,52,12770,3318,51082,268,httpFlood
5,699,52,88,15,52,13294,3154,53177,268,httpFlood
5,751,52,88,14,52,5803,4372,23215,280,httpFlood
5,699,52,91,16,52,14078,3441,56314,268,httpFlood
3,112,52,94,22,52,415,1008,1606,164,httpFlood
5,699,52,88,15,52,10969,408,43879,268,httpFlood
6,699,52,94,16,52,59216,61322,0,320,httpFlood
5,699,52,88,15,52,184324,230749,737299,268,httpFlood
5,699,52,88,15,52,11933,1190,47735,268,httpFlood
5,699,52,88,15,52,182655,229117,730621,268,httpFlood
6,699,52,94,16,52,109001,72764,545007,320,httpFlood
5,751,52,88,14,52,20105,17223,80422,280,httpFlood
5,699,52,88,15,52,15219,1661,7010,268,httpFlood
5,699,52,88,15,52,11880,874,47521,268,httpFlood
5,699,52,88,15,52,61074,66827,244299,268,httpFlood
6,699,52,94,16,52,53383,56226,0,320,httpFlood
5,699,52,88,15,52,13259,1837,53037,268,httpFlood
5,699,52,88,15,52,12865,1892,51462,268,httpFlood
5,699,52,88,15,52,18661,8491,14642,268,httpFlood
6,699,52,94,16,52,250213,317086,0,320,httpFlood
5,699,52,91,16,52,13790,3791,55162,268,httpFlood
5,699,52,88,15,52,254155,321499,1016620,268,httpFlood
3,112,52,88,18,52,484,842,1663,164,httpFlood
5,699,52,88,15,52,215615,272534,862463,268,httpFlood
6,699,52,94,16,52,234265,297372,0,320,httpFlood
5,699,52,91,16,52,258874,329669,1035498,268,httpFlood
5,699,52,88,15,52,90031,104066,360124,268,httpFlood
5,699,52,88,15,52,11714,1033,46858,268,httpFlood
5,699,52,88,15,52,14845,1143,4463,268,httpFlood
5,699,52,88,15,52,19365,11548,77461,268,httpFlood
5,699,52,91,16,52,80744,93540,322979,268,httpFlood
5,699,52,88,15,52,11107,726,44429,268,httpFlood
5,699,52,88,15,52,12912,995,51648,268,httpFlood
5,699,52,91,16,52,178821,223821,715284,268,httpFlood
5,699,52,94,18,52,14662,998,3246,268,httpFlood
6,699,52,94,16,52,14935,1056,0,320,httpFlood
5,699,52,88,15,52,183235,227884,732941,268,httpFlood
6,699,52,94,16,52,32268,27180,0,320,httpFlood
6,699,52,94,16,52,255166,326401,0,320,httpFlood
6,699,52,94,16,52,84403,1232,3114,320,httpFlood
5,699,52,94,18,52,19403,9829,77615,268,httpFlood
5,699,52,88,15,52,182602,229552,730409,268,httpFlood
5,699,52,88,15,52,11100,715,44400,268,httpFlood
6,699,52,94,16,52,31817,27310,0,320,httpFlood
6,699,52,94,16,52,56586,59303,0,320,httpFlood
3,112,52,88,18,52,1058,865,2807,164,httpFlood
5,699,52,88,15,52,15722,6172,62889,268,httpFlood
5,699,52,88,15,52,11632,475,46528,268,httpFlood
5,699,52,91,16,52,13001,2126,52004,268,httpFlood
5,699,52,94,18,52,18505,10592,74021,268,httpFlood
5,699,52,88,15,52,180175,223855,720702,268,httpFlood
5,699,52,91,16,52,76094,86774,304376,268,httpFlood
5,699,52,88,15,52,13598,3785,54392,268,httpFlood
5,699,52,88,15,52,15904,3647,63617,268,httpFlood
5,699,52,91,16,52,12872,2870,51488,268,httpFlood
5,699,52,91,16,52,11609,1626,46438,268,httpFlood
5,699,52,88,15,52,11970,618,47881,268,httpFlood
5,699,52,88,15,52,13772,3760,55088,268,httpFlood
6,699,52,94,16,52,53400,56122,0,320,httpFlood
3,112,52,88,18,52,1174,1944,4004,164,httpFlood
5,699,52,88,15,52,14313,4493,57254,268,httpFlood
5,699,52,88,15,52,16023,931,4784,268,httpFlood
5,699,52,94,18,52,19773,11193,79092,268,httpFlood
5,699,52,94,18,52,15300,2996,6823,268,httpFlood
5,699,52,88,15,52,16064,4055,8302,268,httpFlood
6,699,52,94,16,52,74622,30062,373111,320,httpFlood
5,699,52,88,15,52,13396,1315,53586,268,httpFlood
5,699,52,88,15,52,11269,511,45078,268,httpFlood
5,699,52,88,15,52,15268,1687,3846,268,httpFlood
5,699,52,88,15,52,17081,2459,9541,268,httpFlood
5,699,52,94,18,52,17908,9211,71634,268,httpFlood
6,699,52,94,16,52,73384,28065,366921,320,httpFlood
5,699,52,88,15,52,16194,6145,64778,268,httpFlood
5,699,52,88,15,52,12531,1508,50126,268,httpFlood
5,699,52,94,18,52,52243,55340,208973,268,httpFlood
5,699,52,91,16,52,11386,861,45545,268,httpFlood
5,699,52,88,15,52,15188,4219,8760,268,httpFlood
3,112,52,88,18,52,1468,2413,3683,164,httpFlood
5,699,52,88,15,52,11665,1028,46662,268,httpFlood
5,699,52,91,16,52,13108,3734,52435,268,httpFlood
5,699,52,88,15,52,17047,8475,68190,268,httpFlood
5,699,52,88,15,52,11393,619,45575,268,httpFlood
5,699,52,91,16,52,12791,2028,51167,268,httpFlood
5,699,52,88,15,52,11630,1237,46523,268,httpFlood
5,699,52,88,15,52,11228,498,44912,268,httpFlood
5,699,52,91,16,52,14641,2761,58566,268,httpFlood
5,751,52,88,14,52,17888,14559,71555,280,httpFlood
5,699,52,91,16,52,12566,330,50267,268,httpFlood
6,699,52,94,16,52,95249,1345,3670,320,httpFlood
5,699,52,88,15,52,14860,1497,4389,268,httpFlood
5,699,52,88,15,52,13543,3817,54172,268,httpFlood
5,699,52,94,18,52,14625,4913,58502,268,httpFlood
6,699,52,94,16,52,238800,302994,0,320,httpFlood
5,699,52,91,16,52,13597,3463,54388,268,httpFlood
5,699,52,91,16,52,13750,3409,55001,268,httpFlood
5,699,52,94,18,52,18197,9594,72788,268,httpFlood
5,699,52,88,15,52,61803,66877,247214,268,httpFlood
5,699,52,88,15,52,12824,2551,51299,268,httpFlood
5,699,52,91,16,52,11582,1697,46331,268,httpFlood
5,699,52,88,15,52,18724,9711,74897,268,httpFlood
5,699,52,88,15,52,86475,101107,345903,268,httpFlood
5,699,52,94,18,52,16528,992,3538,268,httpFlood
5,699,52,88,15,52,183935,230685,735740,268,httpFlood
5,699,52,91,16,52,180797,225412,723191,268,httpFlood
5,699,52,88,15,52,17458,4686,9857,268,httpFlood
6,699,52,94,16,52,58279,61079,0,320,httpFlood
6,699,52,94,16,52,59700,63840,0,320,httpFlood
5,699,52,88,15,52,92254,109031,369019,268,httpFlood
5,699,52,91,16,52,76862,87342,307451,268,httpFlood
5,699,52,88,15,52,14578,1016,3797,268,httpFlood
5,699,52,91,16,52,11038,693,44153,268,httpFlood
5,699,52,91,16,52,12827,1896,51311,268,httpFlood
5,699,52,88,15,52,10984,452,43937,268,httpFlood
5,751,52,88,14,52,16505,15923,66023,280,httpFlood
5,699,52,88,15,52,15097,3464,60390,268,httpFlood
5,699,52,88,15,52,14671,1797,58684,268,httpFlood
5,699,52,88,15,52,16399,2227,6150,268,httpFlood
5,699,52,94,18,52,17226,8746,68907,268,httpFlood
5,751,52,88,14,52,17176,16339,68705,280,httpFlood
5,699,52,88,15,52,15643,1286,4871,268,httpFlood
5,699,52,88,15,52,183422,228143,733689,268,httpFlood
5,699,52,88,15,52,15181,6219,60725,268,httpFlood
6,699,52,94,16,52,230833,292522,0,320,httpFlood
5,699,52,88,15,52,15310,6266,61240,268,httpFlood
5,699,52,91,16,52,13684,2136,54739,268,httpFlood
5,699,52,88,15,52,11557,339,46231,268,httpFlood
5,699,52,88,15,52,17478,3251,11200,268,httpFlood
5,699,52,88,15,52,11470,527,45883,268,httpFlood
5,699,52,91,16,52,11813,1844,47255,268,httpFlood
5,699,52,91,16,52,11765,1516,47063,268,httpFlood
5,699,52,94,18,52,14701,4849,58805,268,httpFlood
5,699,52,88,15,52,19524,12052,78097,268,httpFlood
6,699,52,94,16,52,56068,59434,0,320,httpFlood
6,699,52,94,16,52,14971,1191,0,320,httpFlood
5,699,52,88,15,52,119558,145125,478233,268,httpFlood
6,699,52,94,16,52,251311,320408,0,320,httpFlood
5,699,52,88,15,52,11170,850,44682,268,httpFlood
5,699,52,88,15,52,11644,579,46579,268,httpFlood
6,699,52,94,16,52,55063,58417,0,320,httpFlood
5,699,52,88,15,52,12983,2657,51935,268,httpFlood
5,699,52,88,15,52,10909,460,43638,268,httpFlood
6,699,52,94,16,52,74062,29767,370313,320,httpFlood
5,699,52,88,15,52,15752,1616,3562,268,httpFlood
5,699,52,88,15,52,14852,1495,3507,268,httpFlood
6,699,52,94,16,52,246271,313339,0,320,httpFlood
5,699,52,91,16,52,17421,4606,69686,268,httpFlood
5,699,52,88,15,52,13268,3775,53072,268,httpFlood
5,699,52,91,16,52,13673,3607,54692,268,httpFlood
5,699,52,91,16,52,11322,919,45291,268,httpFlood
5,699,52,91,16,52,12980,2420,51922,268,httpFlood
5,699,52,88,15,52,14737,4176,58951,268,httpFlood
6,699,52,94,16,52,258134,327590,1290672,320,httpFlood
5,699,52,88,15,52,14421,642,1831,268,httpFlood
8,912,40,511,158,52,19315,5205,6,412,slowBody
5,164,52,394,147,52,1302,2612,6,276,slowBody
10,60,52,394,142,60,287509,0,0,528,slowBody
8,912,40,511,157,52,18080,4042,13,412,slowBody
3,112,52,394,195,52,1641,3257,3344,164,slowBody
7,11792,40,352,113,52,1035,1586,6214,360,slowBody
8,808,40,467,144,52,14961,3084,4579,412,slowBody
8,808,40,511,157,52,13551,3000,814,412,slowBody
8,860,40,467,142,52,22484,11516,4503,412,slowBody
10,60,52,352,143,60,316733,0,0,528,slowBody
4,164,52,511,221,52,1647,3291,6,216,slowBody
16,647,40,358,103,52,247235,277,1977,852,slowBody
8,912,40,511,157,52,14911,1237,12,412,slowBody
8,912,40,511,157,52,16646,1274,13,412,slowBody
12,112,52,387,91,52,281283,3022,0,632,slowBody
3,112,52,394,195,52,1595,3194,3231,164,slowBody
3,112,52,394,195,52,1627,3236,3309,164,slowBody
3,112,52,394,195,52,1592,3177,3224,164,slowBody
13,120,52,511,209,60,284004,0,17,684,slowBody
8,907,40,246,66,52,19739,5163,11,412,slowBody
3,112,52,394,195,52,1597,3192,3258,164,slowBody
8,808,40,511,158,52,5374,3081,934,412,slowBody
8,808,40,511,159,52,13990,3201,1086,412,slowBody
12,112,52,387,90,52,280942,2950,0,632,slowBody
4,164,52,394,164,52,1669,3329,16,216,slowBody
4,164,52,511,221,52,1635,3215,6,216,slowBody
8,912,40,511,159,52,18226,3691,14,412,slowBody
4,0,55,55,0,-1,268,0,220,88,slowBody
3,112,52,511,262,52,1630,3207,3325,164,slowBody
12,11896,40,248,97,52,285634,310,2370,620,slowBody
12,112,52,387,90,52,280870,3069,0,632,slowBody
8,860,40,511,157,52,21090,8955,4445,412,slowBody
12,112,52,387,88,52,281340,3057,0,632,slowBody
4,164,52,394,163,52,1618,3226,13,216,slowBody
8,855,40,246,66,52,12845,1711,13,412,slowBody
8,860,40,511,158,52,270349,354902,930,412,slowBody
8,912,40,511,159,52,19192,4365,5,412,slowBody
11,60,52,511,236,60,287724,0,0,604,slowBody
4,164,52,511,223,52,1653,3251,6,216,slowBody
4,164,52,394,166,52,1627,3248,13,216,slowBody
12,112,52,387,88,52,280655,3058,0,632,slowBody
4,164,52,394,165,52,1636,3280,6,216,slowBody
14,60,52,511,225,60,287648,0,0,760,slowBody
8,808,40,467,143,52,2229,2939,1195,412,slowBody
4,112,52,394,168,52,1702,3410,3432,224,slowBody
12,112,52,387,89,52,279665,3049,0,632,slowBody
9,60,52,511,200,60,284059,0,0,476,slowBody
8,860,40,511,159,52,9713,1751,5,412,slowBody
8,808,40,467,142,52,8047,3054,3163,412,slowBody
4,164,52,394,163,52,1699,3388,14,216,slowBody
8,912,40,511,158,52,18497,4288,13,412,slowBody
8,808,40,511,158,52,9560,3005,3170,412,slowBody
8,808,40,511,157,52,4786,3052,880,412,slowBody
3,112,52,511,262,52,1673,3282,3404,164,slowBody
11,60,52,352,138,60,287777,0,0,580,slowBody
4,164,52,394,165,52,1534,3060,13,216,slowBody
8,808,40,511,159,52,258176,508229,945,412,slowBody
4,164,52,394,166,52,1662,3317,14,216,slowBody
7,60,52,394,164,60,288340,0,1730044,372,slowBody
3,112,52,394,195,52,1378,2729,2794,164,slowBody
8,907,40,246,67,52,15988,1842,11,412,slowBody
15,907,40,246,92,52,256303,93782,5,784,slowBody
14,120,52,511,220,60,322611,0,16,744,slowBody
8,860,40,511,158,52,268104,350861,2217,412,slowBody
3,112,52,394,195,52,1677,3350,3420,164,slowBody
12,112,52,387,86,52,279764,3062,0,632,slowBody
9,907,40,246,62,52,22713,8846,5,472,slowBody
8,855,40,246,66,52,8696,1726,6,412,slowBody
3,112,52,394,195,52,1278,2544,2616,164,slowBody
8,860,40,511,157,52,17272,3791,4604,412,slowBody
14,120,52,511,216,60,287432,0,18,744,slowBody
4,0,60,60,0,-1,317,0,309,88,slowBody
8,860,40,511,159,52,18328,5897,4348,412,slowBody
8,808,40,467,143,52,15043,3061,4537,412,slowBody
3,112,52,394,195,52,1686,3403,3472,164,slowBody
12,164,52,511,232,52,247124,1567,1656,656,slowBody
9,808,40,511,150,52,265926,521387,2070,472,slowBody
8,808,40,467,143,52,14771,3069,4581,412,slowBody
11,60,52,511,236,60,287127,0,0,604,slowBody
14,60,52,511,223,60,287636,0,0,760,slowBody
4,164,52,511,221,52,1742,3504,5,216,slowBody
4,164,52,511,220,52,1659,3315,6,216,slowBody
8,855,40,246,66,52,12146,1713,13,412,slowBody
3,112,52,511,262,52,1649,3291,3362,164,slowBody
3,112,52,394,195,52,1651,3328,3365,164,slowBody
12,112,52,387,91,52,280022,3232,0,632,slowBody
1,0,78,78,0,-1,0,0,0,28,slowBody
8,860,40,511,157,52,269433,352955,1106,412,slowBody
14,60,52,511,228,60,287594,0,0,760,slowBody
3,112,52,511,262,52,1648,3288,3359,164,slowBody
12,112,52,387,94,52,279629,3029,0,632,slowBody
3,112,52,394,195,52,1644,3275,3348,164,slowBody
8,912,40,511,159,52,18136,3255,2,412,slowBody
3,112,52,394,195,52,1578,3148,3214,164,slowBody
8,907,40,246,66,52,18955,4681,2,412,slowBody
8,907,40,246,66,52,21073,7383,4,412,slowBody
8,808,40,467,143,52,12894,3058,4551,412,slowBody
8,808,40,511,159,52,9711,3039,976,412,slowBody
9,912,40,511,150,52,19364,4891,2,472,slowBody
12,112,52,387,87,52,279989,3012,0,632,slowBody
10,60,52,511,219,60,287435,0,0,536,slowBody
8,860,40,511,157,52,268190,351005,2213,412,slowBody
9,860,40,467,135,52,22667,13195,3693,472,slowBody
3,112,52,394,195,52,1653,3298,3370,164,slowBody
3,112,52,394,195,52,1620,3229,3303,164,slowBody
8,860,40,467,143,52,22653,11976,4551,412,slowBody
8,808,40,467,143,52,14811,2601,4573,412,slowBody
12,164,52,511,228,52,247096,1471,1563,648,slowBody
3,112,52,394,195,52,1636,3310,3382,164,slowBody
4,164,52,394,161,52,1631,3257,13,216,slowBody
4,164,52,394,165,52,1680,3373,14,216,slowBody
4,164,52,511,223,52,1674,3346,6,216,slowBody
8,912,40,511,159,52,17761,2625,2,412,slowBody
8,808,40,511,159,52,9679,3095,919,412,slowBody
8,808,40,511,158,52,13310,2972,871,412,slowBody
4,164,52,394,163,52,1635,3264,14,216,slowBody
8,808,40,511,159,52,13509,3143,756,412,slowBody
12,112,52,387,85,52,280379,2974,0,632,slowBody
8,808,40,511,158,52,2757,3069,803,412,slowBody
8,907,40,246,66,52,20895,7019,5,412,slowBody
8,808,40,511,158,52,3727,2951,1784,412,slowBody
4,112,52,394,168,52,1293,2597,2617,224,slowBody
4,164,52,394,166,52,1651,3334,14,216,slowBody
8,912,40,511,158,52,17514,2339,6,412,slowBody
8,860,40,511,159,52,19677,7037,4530,412,slowBody
4,164,52,511,226,52,1635,3263,6,216,slowBody
4,164,52,511,221,52,1639,3231,6,216,slowBody
4,164,52,511,221,52,1686,3363,6,216,slowBody
14,60,52,511,225,60,287623,0,0,760,slowBody
4,164,52,511,224,52,1618,3227,6,216,slowBody
12,112,52,387,89,52,280604,3050,0,632,slowBody
3,112,52,394,195,52,1870,3754,3794,164,slowBody
3,112,52,511,262,52,1686,3363,3428,164,slowBody
8,855,40,246,66,52,14011,1607,14,412,slowBody
8,808,40,467,142,52,13203,3002,4492,412,slowBody
13,120,52,511,206,60,287171,0,16,684,slowBody
8,855,40,246,66,52,12578,1319,13,412,slowBody
11,60,52,394,157,60,288015,0,0,588,slowBody
4,164,52,394,162,52,1652,3349,14,216,slowBody
8,912,40,511,160,52,17459,2664,12,412,slowBody
4,164,52,394,163,52,1666,3322,14,216,slowBody
8,808,40,511,159,52,14343,3066,901,412,slowBody
8,808,40,511,158,52,6716,2987,836,412,slowBody
4,164,52,511,225,52,1638,3295,6,216,slowBody
3,112,52,394,195,52,1625,3279,3351,164,slowBody
9,860,40,511,150,52,21318,11969,4217,472,slowBody
8,860,40,467,144,52,14959,2090,4905,412,slowBody
15,647,40,335,99,52,277010,266,488026,792,slowBody
3,112,52,394,195,52,1612,3210,3278,164,slowBody
8,912,40,511,159,52,20667,5561,12,412,slowBody
12,112,52,387,88,52,280932,2990,0,632,slowBody
12,112,52,387,86,52,279751,3092,0,632,slowBody
8,860,40,467,142,52,17263,4209,4579,412,slowBody
4,164,52,511,222,52,1873,3783,15,216,slowBody
12,112,52,387,89,52,281268,3032,0,632,slowBody
5,164,52,394,147,52,2215,4389,4,276,slowBody
12,112,52,387,91,52,279822,2997,0,632,slowBody
14,60,52,511,228,60,287554,0,0,760,slowBody
4,164,52,511,222,52,1390,2771,7,216,slowBody
16,860,40,511,227,52,224063,8623,3013,844,slowBody
4,164,52,511,223,52,1626,3249,6,216,slowBody
4,164,52,394,162,52,1624,3277,13,216,slowBody
4,164,52,511,219,52,1633,3262,6,216,slowBody
8,808,40,467,143,52,12621,2928,4379,412,slowBody
11,60,52,511,236,60,287192,0,0,604,slowBody
8,808,40,511,157,52,14120,3119,971,412,slowBody
9,808,40,511,149,52,265351,519955,1929,472,slowBody
8,907,40,246,66,52,21426,7097,5,412,slowBody
8,855,40,246,66,52,11310,1641,5,412,slowBody
8,808,40,511,160,52,6252,2959,823,412,slowBody
8,912,40,511,157,52,19284,4522,5,412,slowBody
