% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,4-5,7-9,14,18,22,38,40'

@attribute total_fpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute min_active numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
4,164,52,511,223,52,1594,3193,13,216,slowHeaders
8,855,40,394,117,52,270371,356014,1120,412,slowHeaders
8,860,40,467,143,52,14934,1720,12,412,slowHeaders
8,855,40,394,117,52,30680,20262,1059,412,slowHeaders
12,60,52,467,171,60,286669,0,0,632,slowHeaders
8,855,40,394,117,52,277631,363408,1840,412,slowHeaders
8,803,40,351,102,52,7785,2393,2719,412,slowHeaders
3,112,52,511,262,52,1374,2739,2810,164,slowHeaders
8,803,40,395,117,52,8391,2998,838,412,slowHeaders
15,60,52,395,169,60,284386,0,262662,820,slowHeaders
8,855,40,394,116,52,23145,12605,1227,412,slowHeaders
5,216,52,246,79,52,1655,3300,12,268,slowHeaders
9,855,40,394,110,52,278044,362716,1310,472,slowHeaders
8,912,40,467,142,52,20789,5148,4,412,slowHeaders
8,907,40,394,117,52,22908,6089,2,412,slowHeaders
8,855,40,246,66,52,21427,10647,6091,412,slowHeaders
8,855,40,307,87,52,18748,5166,4579,412,slowHeaders
14,60,52,246,91,60,287989,0,0,760,slowHeaders
8,803,40,246,66,52,13225,3144,4613,412,slowHeaders
8,855,40,394,117,52,29029,15818,693,412,slowHeaders
8,855,40,394,118,52,272614,356396,1941,412,slowHeaders
3,112,52,511,262,52,1595,3208,3259,164,slowHeaders
3,112,52,511,262,52,1669,3338,3404,164,slowHeaders
7,803,40,394,126,52,19084,6027,4657,360,slowHeaders
8,855,40,394,117,52,27688,18304,930,412,slowHeaders
8,855,40,395,118,52,268344,352195,4409,412,slowHeaders
4,164,52,511,221,52,1614,3217,15,216,slowHeaders
7,751,40,394,126,52,10503,2981,4559,360,slowHeaders
8,860,40,467,143,52,6423,1764,5,412,slowHeaders
8,907,40,394,117,52,24259,8426,4,412,slowHeaders
8,803,40,307,87,52,6421,3010,2632,412,slowHeaders
3,112,52,511,262,52,1660,3314,3380,164,slowHeaders
8,855,40,246,66,52,16159,2993,4464,412,slowHeaders
3,112,52,511,262,52,1571,3162,3213,164,slowHeaders
8,803,40,351,102,52,10548,3096,4468,412,slowHeaders
8,855,40,395,117,52,19463,8077,4411,412,slowHeaders
8,860,40,467,142,52,13860,1682,12,412,slowHeaders
8,855,40,394,116,52,23895,12779,820,412,slowHeaders
5,216,52,246,80,52,1175,2338,11,268,slowHeaders
3,112,52,511,262,52,1641,3290,3362,164,slowHeaders
8,907,40,394,117,52,272551,272342,2,412,slowHeaders
3,112,52,511,262,52,1589,3171,3222,164,slowHeaders
8,860,40,467,143,52,15166,1736,11,412,slowHeaders
8,907,40,394,117,52,24024,7976,5,412,slowHeaders
8,803,40,351,103,52,14228,3764,5155,412,slowHeaders
8,907,40,394,118,52,31127,15028,4,412,slowHeaders
8,855,40,394,116,52,270081,355517,968,412,slowHeaders
16,803,40,307,120,52,221777,1432,2945,852,slowHeaders
7,803,40,394,127,52,19760,7168,4558,360,slowHeaders
3,112,52,511,262,52,1616,3220,3294,164,slowHeaders
8,855,40,395,118,52,21798,9099,4416,412,slowHeaders
3,112,52,246,109,52,1537,3063,3126,164,slowHeaders
8,803,40,351,102,52,13696,3001,4384,412,slowHeaders
4,164,52,511,225,52,1572,3139,5,216,slowHeaders
8,855,40,394,116,52,270687,356233,1326,412,slowHeaders
8,860,40,467,143,52,13334,1690,13,412,slowHeaders
3,112,52,511,262,52,1736,3467,3538,164,slowHeaders
8,855,40,307,87,52,16622,4046,4536,412,slowHeaders
7,751,40,394,126,52,12743,2986,4599,360,slowHeaders
9,855,40,394,110,52,278023,363084,1321,472,slowHeaders
9,855,40,394,111,52,278002,363147,1589,472,slowHeaders
3,112,52,511,262,52,1663,3317,3388,164,slowHeaders
3,112,52,246,109,52,1643,3271,3343,164,slowHeaders
8,803,40,307,87,52,5094,2287,1973,412,slowHeaders
12,803,40,307,96,52,61302,143271,12257,644,slowHeaders
8,855,40,394,117,52,22986,10659,839,412,slowHeaders
8,803,40,246,66,52,3752,5586,1761,412,slowHeaders
12,803,40,307,95,52,61304,143087,10988,644,slowHeaders
8,855,40,394,118,52,36736,33000,985,412,slowHeaders
9,855,40,394,110,52,278072,363960,1587,472,slowHeaders
8,803,40,351,102,52,13797,3040,4496,412,slowHeaders
4,164,52,511,224,52,1571,3162,15,216,slowHeaders
12,60,52,308,129,60,286470,0,0,648,slowHeaders
5,216,52,246,80,52,1619,3233,8,268,slowHeaders
8,855,40,394,118,52,277525,363634,1599,412,slowHeaders
8,907,40,394,117,52,22953,7037,4,412,slowHeaders
8,855,40,394,116,52,32628,25390,968,412,slowHeaders
8,803,40,351,103,52,13798,3045,4415,412,slowHeaders
8,855,40,395,118,52,19474,8148,4496,412,slowHeaders
8,803,40,395,117,52,4126,2946,4385,412,slowHeaders
3,112,52,246,109,52,1631,3262,3327,164,slowHeaders
8,855,40,394,118,52,24642,14519,963,412,slowHeaders
15,912,40,467,195,52,262998,514931,2,800,slowHeaders
8,855,40,246,66,52,18229,4932,4516,412,slowHeaders
7,803,40,394,127,52,17410,4632,4655,360,slowHeaders
8,855,40,307,87,52,18853,6342,4473,412,slowHeaders
8,855,40,246,66,52,18101,4628,4495,412,slowHeaders
8,855,40,307,87,52,18870,6425,4530,412,slowHeaders
9,907,40,394,111,52,272647,272402,3,472,slowHeaders
8,855,40,307,86,52,18745,4957,4849,412,slowHeaders
7,751,40,394,126,52,14185,3042,4031,360,slowHeaders
4,0,328,328,0,-1,0,0,0,88,slowHeaders
8,855,40,246,66,52,19269,7243,4475,412,slowHeaders
8,855,40,395,117,52,21426,8565,4434,412,slowHeaders
8,803,40,351,102,52,13130,3022,4409,412,slowHeaders
8,907,40,394,117,52,34000,19164,5,412,slowHeaders
8,855,40,395,117,52,270909,355700,4363,412,slowHeaders
15,60,52,394,168,60,277340,0,0,820,slowHeaders
8,907,40,394,118,52,24663,9758,3,412,slowHeaders
7,751,40,394,127,52,14057,2969,3813,360,slowHeaders
10,60,52,511,191,60,289189,0,0,528,slowHeaders
8,855,40,246,66,52,17123,5092,4550,412,slowHeaders
8,855,40,246,66,52,21072,10929,4449,412,slowHeaders
5,216,52,246,79,52,1672,3336,14,268,slowHeaders
8,860,40,467,142,52,8744,1675,6,412,slowHeaders
5,216,52,246,81,52,2098,4184,13,268,slowHeaders
3,112,52,246,109,52,1642,3271,3341,164,slowHeaders
16,595,40,428,175,60,308728,0,741786,860,slowHeaders
3,112,52,511,262,52,1674,3343,3409,164,slowHeaders
8,855,40,307,86,52,18811,4968,4550,412,slowHeaders
7,751,40,394,127,52,6788,2982,3323,360,slowHeaders
13,647,40,467,162,52,307545,229,2691,672,slowHeaders
8,907,40,394,117,52,23073,6522,2,412,slowHeaders
8,912,40,467,143,52,20912,5219,4,412,slowHeaders
5,216,52,246,79,52,1636,3260,4,268,slowHeaders
8,855,40,395,117,52,18786,6808,4310,412,slowHeaders
4,164,52,511,221,52,1636,3281,13,216,slowHeaders
9,907,40,394,111,52,272473,272196,2,472,slowHeaders
8,803,40,307,86,52,3431,2944,1774,412,slowHeaders
5,216,52,246,79,52,1665,3325,13,268,slowHeaders
7,803,40,394,127,52,7110,1532,3256,360,slowHeaders
8,855,40,246,66,52,20518,9294,4515,412,slowHeaders
8,907,40,394,116,52,272511,272265,3,412,slowHeaders
8,860,40,467,142,52,8749,1702,6,412,slowHeaders
16,595,40,518,176,60,238459,0,5237,852,slowHeaders
8,803,40,246,66,52,14423,3010,4445,412,slowHeaders
3,112,52,511,262,52,1637,3290,3340,164,slowHeaders
8,855,40,351,102,52,15680,1846,4578,412,slowHeaders
8,803,40,351,102,52,13544,2965,4385,412,slowHeaders
3,112,52,246,109,52,1629,3295,3315,164,slowHeaders
5,216,52,246,79,52,1646,3277,12,268,slowHeaders
8,907,40,394,117,52,274732,274508,3,412,slowHeaders
8,912,40,467,143,52,22346,7004,5,412,slowHeaders
5,216,52,246,80,52,1654,3297,12,268,slowHeaders
7,6112,40,352,113,52,1049,911,6297,360,slowHeaders
8,803,40,307,87,52,14857,3090,4603,412,slowHeaders
5,216,52,246,79,52,1540,3091,2,268,slowHeaders
8,803,40,351,102,52,15143,2974,4361,412,slowHeaders
9,912,40,467,134,52,22187,8483,5,472,slowHeaders
9,855,40,394,111,52,278233,362835,1263,472,slowHeaders
7,803,40,394,126,52,17369,4913,4497,360,slowHeaders
4,164,52,511,224,52,1587,3191,5,216,slowHeaders
8,855,40,394,118,52,269400,354351,1198,412,slowHeaders
13,60,52,248,96,60,298929,0,0,700,slowHeaders
8,907,40,394,116,52,268209,267964,3,412,slowHeaders
4,164,52,511,221,52,1382,2751,13,216,slowHeaders
16,768,40,467,208,52,232626,22126,68902,860,slowHeaders
7,803,40,394,126,52,19050,5932,4524,360,slowHeaders
3,112,52,246,109,52,2098,4184,4254,164,slowHeaders
8,912,40,467,142,52,22359,7728,4,412,slowHeaders
8,803,40,395,117,52,15347,2972,1620,412,slowHeaders
3,112,52,246,109,52,1686,3365,3434,164,slowHeaders
3,112,52,511,262,52,1532,3097,3169,164,slowHeaders
7,11792,40,352,113,52,1035,1586,6214,360,slowHeaders
4,164,52,511,226,52,1598,3193,13,216,slowHeaders
8,803,40,351,101,52,14134,3024,4391,412,slowHeaders
8,803,40,307,87,52,4155,2966,2049,412,slowHeaders
8,860,40,467,143,52,9224,1704,4,412,slowHeaders
6,216,52,246,74,52,1759,3521,4,328,slowHeaders
7,803,40,394,125,52,17110,4215,4608,360,slowHeaders
4,164,52,511,224,52,1638,3272,13,216,slowHeaders
7,803,40,394,125,52,19724,7062,4582,360,slowHeaders
8,855,40,394,116,52,274975,361281,1569,412,slowHeaders
4,164,52,511,222,52,1634,3257,14,216,slowHeaders
7,803,40,394,125,52,20424,9503,4496,360,slowHeaders
5,216,52,246,79,52,1591,3185,11,268,slowHeaders
8,803,40,351,101,52,7855,2613,2825,412,slowHeaders
7,751,40,394,126,52,2943,2879,1656,360,slowHeaders
7,751,40,394,126,52,12242,3042,4669,360,slowHeaders
8,803,40,246,66,52,13189,3051,4540,412,slowHeaders
3,112,52,246,109,52,1583,3148,3218,164,slowHeaders
8,803,40,307,87,52,9682,3079,4550,412,slowHeaders
8,855,40,246,66,52,21163,9440,4358,412,slowHeaders
4,164,52,511,223,52,1707,3399,14,216,slowHeaders
8,855,40,394,116,52,25300,13102,679,412,slowHeaders
8,860,40,467,141,52,14473,1947,13,412,slowHeaders
3,112,52,246,109,52,1629,3243,3314,164,slowHeaders
8,855,40,246,66,52,19306,7259,4396,412,slowHeaders
8,907,40,394,117,52,31615,15183,4,412,slowHeaders
4,164,52,511,223,52,1684,3365,14,216,slowHeaders
3,112,52,246,109,52,1619,3223,3294,164,slowHeaders
5,216,52,246,79,52,1598,3190,12,268,slowHeaders
14,60,52,394,168,60,288025,0,0,760,slowHeaders
8,860,40,467,143,52,14863,1662,12,412,slowHeaders
4,164,52,511,221,52,1569,3130,15,216,slowHeaders
7,803,40,394,126,52,17927,3816,4390,360,slowHeaders
8,803,40,307,87,52,11237,3068,3165,412,slowHeaders
8,855,40,395,117,52,18275,5796,3561,412,slowHeaders
13,60,52,467,185,60,287846,0,0,692,slowHeaders
8,855,40,395,117,52,19002,7173,4261,412,slowHeaders
8,855,40,394,117,52,22796,12049,959,412,slowHeaders
7,751,40,394,127,52,10954,3070,4246,360,slowHeaders
8,907,40,394,116,52,23663,7065,3,412,slowHeaders
8,907,40,394,116,52,268393,268136,2,412,slowHeaders
4,164,52,511,221,52,1664,3327,13,216,slowHeaders
5,216,52,246,78,52,1686,3365,12,268,slowHeaders
8,855,40,395,118,52,22251,10609,4512,412,slowHeaders
8,855,40,395,117,52,22263,10225,4528,412,slowHeaders
8,803,40,394,118,52,18583,6858,4412,420,slowHeaders
4,164,52,511,223,52,1577,3145,16,216,slowHeaders
8,860,40,467,142,52,14098,1706,12,412,slowHeaders
9,1560,40,248,103,60,218170,1743923,1745364,464,slowHeaders
9,912,40,467,135,52,22283,8376,5,472,slowHeaders
13,120,52,246,84,60,289001,0,3,684,slowHeaders
8,855,40,246,67,52,19213,6497,4807,412,slowHeaders
3,112,52,246,109,52,1675,3342,3413,164,slowHeaders
7,751,40,394,126,52,7484,3057,3434,360,slowHeaders
5,216,52,246,77,52,1607,3180,5,268,slowHeaders
8,855,40,307,87,52,17076,2698,4589,412,slowHeaders
8,803,40,395,118,52,15269,3581,1686,412,slowHeaders
8,855,40,307,87,52,17029,2534,4628,412,slowHeaders
8,803,40,307,87,52,14786,3093,4577,412,slowHeaders
5,216,52,246,79,52,1631,3255,5,268,slowHeaders
9,907,40,394,111,52,272596,272383,2,472,slowHeaders
8,803,40,395,117,52,2817,3561,986,412,slowHeaders
8,907,40,394,117,52,28294,12077,4,412,slowHeaders
3,112,52,246,109,52,1646,3276,3347,164,slowHeaders
8,907,40,394,117,52,271134,270887,3,412,slowHeaders
8,855,40,394,116,52,270631,355855,1196,412,slowHeaders
5,216,52,246,81,52,1565,3122,4,268,slowHeaders
8,860,40,467,143,52,11758,1748,13,412,slowHeaders
8,907,40,394,118,52,29681,14148,4,412,slowHeaders
5,216,52,246,78,52,1621,3236,4,268,slowHeaders
3,112,52,511,262,52,1684,3365,3432,164,slowHeaders
8,855,40,307,86,52,18761,4817,4549,412,slowHeaders
9,1664,40,308,134,52,172806,864039,5,472,slowHeaders
8,803,40,307,87,52,14203,3726,4934,412,slowHeaders
8,855,40,394,117,52,25554,13232,886,412,slowHeaders
8,907,40,394,117,52,37630,20717,6,412,slowHeaders
8,803,40,246,66,52,11371,3105,4587,412,slowHeaders
7,751,40,394,127,52,13788,3046,4366,360,slowHeaders
8,855,40,394,116,52,24973,14188,823,412,slowHeaders
4,164,52,511,221,52,1600,3163,14,216,slowHeaders
8,803,40,246,66,52,7307,3010,3010,412,slowHeaders
8,803,40,351,102,52,13966,2972,4371,412,slowHeaders
8,860,40,467,143,52,14933,1713,12,412,slowHeaders
8,855,40,351,102,52,16145,2767,4517,412,slowHeaders
3,112,52,511,262,52,1591,3179,3234,164,slowHeaders
8,803,40,351,101,52,12642,3070,4447,412,slowHeaders
3,112,52,246,109,52,1607,3200,3271,164,slowHeaders
4,164,52,511,221,52,1663,3317,15,216,slowHeaders
8,803,40,395,117,52,7727,2996,954,412,slowHeaders
8,855,40,246,66,52,17734,3437,4532,412,slowHeaders
5,216,52,246,78,52,1268,2526,2,268,slowHeaders
8,803,40,351,102,52,12523,3075,4415,412,slowHeaders
3,112,52,246,109,52,1591,3185,3223,164,slowHeaders
12,216,52,246,87,52,285015,267730,5,640,slowHeaders
9,860,40,467,134,52,22639,13189,5,472,slowHeaders
8,855,40,246,66,52,18014,4236,4455,412,slowHeaders
8,855,40,394,116,52,29708,21879,820,412,slowHeaders
8,803,40,351,102,52,4946,2987,4381,412,slowHeaders
3,112,52,246,109,52,1640,3270,3335,164,slowHeaders
8,855,40,394,117,52,24060,10920,944,412,slowHeaders
7,803,40,394,126,52,3535,1516,1817,360,slowHeaders
8,803,40,351,102,52,12605,3001,4383,412,slowHeaders
13,1560,40,396,165,60,239772,0,4560,672,slowHeaders
3,112,52,511,262,52,1571,3136,3185,164,slowHeaders
5,216,52,246,78,52,1641,3270,5,268,slowHeaders
3,112,52,511,262,52,1581,3164,3203,164,slowHeaders
3,112,52,246,109,52,1702,3404,3466,164,slowHeaders
5,216,52,246,79,52,1621,3229,11,268,slowHeaders
8,855,40,395,118,52,15833,2678,1987,412,slowHeaders
8,855,40,307,87,52,18918,5853,4547,412,slowHeaders
7,7612,40,308,97,52,1050,786,6303,360,slowHeaders
3,112,52,511,262,52,1619,3233,3301,164,slowHeaders
8,860,40,467,144,52,10280,1758,14,412,slowHeaders
8,855,40,394,117,52,276810,363173,1524,412,slowHeaders
3,112,52,511,262,52,1637,3264,3335,164,slowHeaders
5,216,52,246,82,52,1578,3137,5,268,slowHeaders
8,855,40,394,117,52,274513,360659,1216,412,slowHeaders
8,803,40,351,101,52,15350,3067,4420,412,slowHeaders
8,855,40,394,117,52,28683,16961,1233,412,slowHeaders
8,860,40,467,143,52,10948,1670,12,412,slowHeaders
8,860,40,467,142,52,21932,8246,5,412,slowHeaders
3,112,52,511,262,52,1626,3244,3297,164,slowHeaders
8,907,40,394,117,52,23997,7145,5,412,slowHeaders
9,855,40,394,111,52,278306,362935,1261,472,slowHeaders
3,112,52,246,109,52,1675,3341,3412,164,slowHeaders
8,860,40,467,142,52,4547,1759,12,412,slowHeaders
8,912,40,467,143,52,14847,1164,13,412,slowHeaders
7,751,40,394,126,52,12692,2910,4465,360,slowHeaders
9,907,40,394,111,52,32063,15844,2,472,slowHeaders
8,803,40,395,116,52,9991,3031,848,412,slowHeaders
4,164,52,511,224,52,1610,3224,14,216,slowHeaders
8,907,40,394,116,52,24454,7780,5,412,slowHeaders
7,751,40,394,125,52,8032,3016,4402,360,slowHeaders
8,803,40,307,86,52,4950,3019,4544,412,slowHeaders
8,860,40,467,142,52,14644,1707,12,412,slowHeaders
8,855,40,394,116,52,277951,365222,1562,412,slowHeaders
7,803,40,394,126,52,18071,4147,4570,360,slowHeaders
4,164,52,511,223,52,1645,3282,16,216,slowHeaders
3,112,52,246,109,52,1636,3260,3327,164,slowHeaders
4,164,52,511,221,52,1608,3206,16,216,slowHeaders
8,803,40,246,67,52,11797,3026,4485,412,slowHeaders
8,855,40,394,117,52,276451,362977,1595,412,slowHeaders
4,164,52,511,222,52,1602,3204,14,216,slowHeaders
8,855,40,395,117,52,268573,352211,4454,412,slowHeaders
8,855,40,307,87,52,18978,6569,4556,412,slowHeaders
8,855,40,246,66,52,19285,6868,4446,412,slowHeaders
8,855,40,246,66,52,26973,19463,799,412,slowHeaders
8,855,40,246,66,52,17350,5640,4548,412,slowHeaders
3,112,52,246,109,52,1656,3306,3377,164,slowHeaders
8,907,40,394,116,52,274233,274027,2,412,slowHeaders
8,803,40,307,88,52,14538,3102,4531,412,slowHeaders
8,803,40,351,102,52,4822,2983,4333,412,slowHeaders
8,855,40,351,102,52,16087,2552,4514,412,slowHeaders
3,112,52,511,262,52,1797,3600,3638,164,slowHeaders
8,855,40,395,117,52,22253,10587,4496,412,slowHeaders
8,907,40,394,118,52,24558,7775,5,412,slowHeaders
8,803,40,246,66,52,12578,3002,4529,412,slowHeaders
8,803,40,351,102,52,2312,3044,1139,412,slowHeaders
8,907,40,394,116,52,27508,9981,4,412,slowHeaders
3,112,52,246,109,52,1651,3297,3363,164,slowHeaders
7,803,40,394,126,52,17736,5862,4571,360,slowHeaders
5,216,52,246,79,52,1684,3358,5,268,slowHeaders
9,912,40,467,135,52,15711,1741,5,472,slowHeaders
4,164,52,511,222,52,1637,3290,6,216,slowHeaders
8,803,40,395,117,52,15090,2930,1366,412,slowHeaders
4,164,52,511,222,52,1659,3312,13,216,slowHeaders
8,803,40,307,86,52,15451,3003,4488,412,slowHeaders
8,855,40,395,117,52,15619,1656,1538,412,slowHeaders
7,803,40,394,127,52,17408,4843,4490,360,slowHeaders
8,907,40,394,117,52,272659,272466,3,412,slowHeaders
8,855,40,394,117,52,273259,357373,1654,412,slowHeaders
8,855,40,246,67,52,16104,2886,4490,412,slowHeaders
8,855,40,246,66,52,19416,7791,4172,412,slowHeaders
3,112,52,246,109,52,1615,3211,3283,164,slowHeaders
3,112,52,246,109,52,1706,3413,3469,164,slowHeaders
7,751,40,394,126,52,12690,3093,4589,360,slowHeaders
3,112,52,246,109,52,1611,3211,3276,164,slowHeaders
3,112,52,511,262,52,1618,3258,3317,164,slowHeaders
9,1560,40,308,135,60,216536,1731069,1732290,464,slowHeaders
3,112,52,246,109,52,1625,3247,3322,164,slowHeaders
3,112,52,511,262,52,1745,3479,3545,164,slowHeaders
7,803,40,394,126,52,20407,9239,4164,360,slowHeaders
3,112,52,511,262,52,1638,3272,3338,164,slowHeaders
4,164,52,511,220,52,1604,3203,13,216,slowHeaders
13,652,40,516,197,52,323818,248,2678,672,slowHeaders
8,907,40,394,118,52,24704,7887,8,412,slowHeaders
16,647,40,521,177,52,237905,275,1728,852,slowHeaders
8,803,40,351,102,52,14057,3019,4385,412,slowHeaders
8,855,40,395,117,52,15704,2135,1495,412,slowHeaders
7,803,40,394,126,52,20106,8423,4701,360,slowHeaders
8,855,40,395,116,52,18823,6846,4322,412,slowHeaders
8,855,40,246,66,52,19250,7142,4274,412,slowHeaders
8,912,40,467,142,52,22346,7086,5,412,slowHeaders
8,855,40,394,117,52,28229,19580,621,412,slowHeaders
8,855,40,394,116,52,25363,12266,648,412,slowHeaders
8,855,40,395,117,52,23729,12045,4401,412,slowHeaders
8,803,40,351,102,52,15062,3005,4413,412,slowHeaders
8,855,40,395,118,52,23308,14220,4563,412,slowHeaders
8,855,40,394,117,52,274615,360979,1211,412,slowHeaders
3,112,52,511,262,52,1633,3260,3327,164,slowHeaders
5,216,52,246,78,52,1619,3266,5,268,slowHeaders
5,216,52,246,79,52,1231,2473,4,268,slowHeaders
8,860,40,467,143,52,14495,1710,13,412,slowHeaders
5,216,52,246,81,52,1321,2634,12,268,slowHeaders
8,855,40,395,117,52,22295,10749,4534,412,slowHeaders
8,855,40,307,87,52,18847,4878,5055,412,slowHeaders
5,216,52,246,81,52,1650,3291,13,268,slowHeaders
8,855,40,246,66,52,19214,7113,3562,412,slowHeaders
8,803,40,307,87,52,13780,2960,4049,412,slowHeaders
8,907,40,394,116,52,267559,267322,2,412,slowHeaders
8,907,40,394,116,52,272850,272666,3,412,slowHeaders
3,112,52,246,109,52,1666,3326,3395,164,slowHeaders
15,60,52,394,171,60,287997,0,0,820,slowHeaders
7,803,40,394,126,52,20181,8379,4539,360,slowHeaders
3,112,52,246,109,52,1634,3256,3328,164,slowHeaders
14,120,52,394,159,60,277355,0,1304,744,slowHeaders
8,803,40,246,67,52,12477,3080,4534,412,slowHeaders
3,112,52,246,109,52,1617,3220,3291,164,slowHeaders
12,60,52,246,97,60,288004,0,0,664,slowHeaders
4,164,52,511,220,52,1646,3284,15,216,slowHeaders
8,803,40,395,117,52,10675,3057,4563,412,slowHeaders
3,112,52,246,109,52,1630,3254,3318,164,slowHeaders
7,751,40,394,126,52,9960,3016,4398,360,slowHeaders
7,803,40,394,125,52,18489,5675,4607,360,slowHeaders
8,912,40,467,142,52,20926,5177,5,412,slowHeaders
8,803,40,307,87,52,14651,3027,4518,412,slowHeaders
5,216,52,246,77,52,1182,2353,5,268,slowHeaders
5,216,52,246,79,52,1600,3188,12,268,slowHeaders
8,803,40,351,101,52,14138,3020,4413,412,slowHeaders
7,751,40,394,126,52,12833,3064,4296,360,slowHeaders
8,803,40,246,66,52,12675,3007,4473,412,slowHeaders
8,855,40,307,87,52,20666,10441,4555,412,slowHeaders
8,907,40,394,117,52,272715,272490,2,412,slowHeaders
13,60,52,467,190,60,287867,0,0,692,slowHeaders
8,803,40,246,66,52,8584,3016,4475,412,slowHeaders
15,751,40,394,173,52,221769,1441,3049,792,slowHeaders
9,855,40,394,110,52,277631,362911,822,472,slowHeaders
8,907,40,394,116,52,272642,272390,3,412,slowHeaders
7,751,40,394,127,52,6394,3105,3040,360,slowHeaders
3,112,52,246,109,52,1641,3274,3345,164,slowHeaders
5,216,52,246,79,52,1539,3064,13,268,slowHeaders
3,112,52,246,109,52,1639,3295,3335,164,slowHeaders
14,60,52,394,168,60,288011,0,0,760,slowHeaders
8,855,40,246,67,52,21170,8475,4593,412,slowHeaders
11,855,40,395,101,52,269559,352901,7793,592,slowHeaders
3,112,52,511,262,52,1640,3271,3322,164,slowHeaders
8,860,40,467,142,52,14355,1796,13,412,slowHeaders
9,907,40,394,111,52,272507,272325,2,472,slowHeaders
3,112,52,511,262,52,1601,3217,3269,164,slowHeaders
8,855,40,351,101,52,15056,1968,4381,412,slowHeaders
8,803,40,351,101,52,12777,3045,4468,412,slowHeaders
8,803,40,395,118,52,6561,3022,1172,412,slowHeaders
11,216,52,246,91,52,172764,518266,2,604,slowHeaders
8,907,40,394,118,52,27693,11772,5,412,slowHeaders
16,711,40,395,167,52,222823,28490,58815,852,slowHeaders
8,855,40,394,117,52,30692,18629,646,412,slowHeaders
7,803,40,394,126,52,20326,9036,4609,360,slowHeaders
8,803,40,395,117,52,5251,3033,4517,412,slowHeaders
8,803,40,246,66,52,14459,3003,4394,412,slowHeaders
7,7612,40,396,130,52,1043,786,6260,360,slowHeaders
8,855,40,395,117,52,15770,2759,2323,412,slowHeaders
8,907,40,394,118,52,23851,7218,5,412,slowHeaders
8,855,40,394,118,52,24685,11573,835,412,slowHeaders
8,855,40,246,67,52,15993,2663,4332,412,slowHeaders
3,112,52,246,109,52,1620,3216,3303,164,slowHeaders
3,112,52,246,109,52,1564,3135,3153,164,slowHeaders
3,112,52,246,109,52,1606,3201,3266,164,slowHeaders
3,112,52,511,262,52,1611,3221,3286,164,slowHeaders
4,164,52,511,223,52,1633,3256,15,216,slowHeaders
8,907,40,394,116,52,273918,273685,2,412,slowHeaders
3,112,52,511,262,52,1594,3180,3231,164,slowHeaders
8,855,40,246,67,52,17215,5260,4473,412,slowHeaders
5,216,52,246,80,52,1659,3300,12,268,slowHeaders
8,803,40,351,102,52,9726,3043,3849,412,slowHeaders
9,912,40,467,135,52,15448,1432,5,472,slowHeaders
9,1560,40,396,181,60,216048,1727128,1728386,464,slowHeaders
5,216,52,246,77,52,1635,3256,6,268,slowHeaders
7,803,40,394,126,52,17153,4352,4535,360,slowHeaders
8,803,40,246,66,52,14069,3025,4613,412,slowHeaders
3,112,52,511,262,52,1638,3275,3342,164,slowHeaders
3,112,52,246,109,52,1602,3186,3258,164,slowHeaders
3,112,52,246,109,52,1577,3150,3216,164,slowHeaders
8,855,40,395,117,52,19008,7137,4245,412,slowHeaders
3,112,52,511,262,52,1598,3193,3258,164,slowHeaders
8,907,40,394,116,52,272937,272754,2,412,slowHeaders
3,0,328,328,0,-1,0,0,0,68,slowHeaders
3,112,52,511,262,52,1622,3244,3310,164,slowHeaders
8,855,40,307,87,52,18759,5171,4622,412,slowHeaders
8,803,40,246,66,52,14524,2987,4302,412,slowHeaders
8,803,40,351,102,52,13525,3065,4439,412,slowHeaders
8,912,40,467,142,52,22558,7371,5,412,slowHeaders
8,907,40,394,117,52,30552,14815,4,412,slowHeaders
3,112,52,511,262,52,1613,3218,3289,164,slowHeaders
8,855,40,395,117,52,15932,3145,2259,412,slowHeaders
8,855,40,394,117,52,278003,365207,1564,412,slowHeaders
3,112,52,246,109,52,1629,3245,3317,164,slowHeaders
8,855,40,395,117,52,21438,8643,4587,412,slowHeaders
8,803,40,246,66,52,2913,2817,1656,412,slowHeaders
7,751,40,394,127,52,12655,3205,4700,360,slowHeaders
7,803,40,394,127,52,19210,5718,6904,360,slowHeaders
7,751,40,394,126,52,14104,3029,4087,360,slowHeaders
5,164,52,511,199,52,1120,2247,14,276,slowHeaders
8,855,40,351,102,52,15733,2041,4598,412,slowHeaders
8,855,40,246,66,52,19121,6436,4262,412,slowHeaders
8,855,40,395,116,52,15851,2739,2003,412,slowHeaders
