% isAttack slowRead:	1333
% isAttack slowHeaders:	1333
% isAttack slowBody:	1333
@relation 'Slowrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,9,11,15,18,20,23-24,27'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {slowRead,slowHeaders,slowBody}

@data
S1,370,0,67,0.99,0,100,0,0.97,0.97,slowBody
S1,74,0,263,1,0,100,0,1,1,slowHeaders
S1,296,0,313,1,0,100,0,1,1,slowBody
S1,4488,74,417,1,0,100,0,1,1,slowRead
S1,296,0,350,1,0,100,0,1,1,slowBody
S1,74,0,681,0.99,0,100,0,1,1,slowRead
S1,296,0,764,0.64,0,100,0,1,1,slowBody
S1,222,0,806,1,0,100,0,1,1,slowRead
OTH,66,0,496,0,0,91,0,0,0,slowRead
S1,296,0,125,1,0,100,0,1,1,slowBody
S1,370,0,231,1,0,100,0,1,1,slowHeaders
S1,370,0,183,0.98,0,100,0,1,1,slowHeaders
S1,74,0,311,1,0,100,0,1,1,slowHeaders
S1,296,0,597,1,0,100,0,1,1,slowRead
OTH,60,0,721,0,0,47,0,0,0,slowRead
OTH,66,0,594,0,0,90,0,0,0,slowRead
S1,296,0,230,1,0,100,0,1,1,slowRead
S1,370,0,232,0.84,0,100,0,0.65,0.65,slowBody
RSTO,1032,953,9,0,0,37,0,0,0,slowHeaders
S1,74,0,290,1,0,100,0,1,1,slowHeaders
S1,665,140,96,0.99,0,96,0,0.99,0.99,slowBody
OTH,60,0,1048,0,0,49,0,0,0,slowBody
S1,222,0,584,1,0,100,0,1,1,slowBody
OTH,89,0,16,0,0,60,0,0,0,slowRead
OTH,66,0,552,0,0,94,0,0,0,slowRead
S1,296,0,256,1,0,100,0,1,1,slowBody
S1,1058,1688,253,0.97,0,100,0,1,1,slowRead
S1,148,0,135,0.91,0,100,0,1,1,slowHeaders
S1,370,0,934,0.31,0,100,0,0.94,0.94,slowRead
OTH,60,0,751,0,0,52,0,0,0,slowHeaders
OTH,54,0,23,0,0,48,0,0,0,slowRead
RSTO,874,953,8,0,0,42,0,0,0,slowHeaders
RSTO,1125,1024,388,0.39,0,100,0,0.7,0.7,slowBody
OTH,60,0,961,0,0,28,0,0,0,slowRead
OTH,60,0,798,0,0,52,0,0,0,slowRead
OTH,108,0,186,0,0,50,0,0,0,slowRead
S1,148,0,61,1,0,100,0,1,1,slowBody
OTH,60,0,729,0,0,45,0,0,0,slowHeaders
S1,400,140,359,1,0,100,0,1,1,slowHeaders
OTH,103,0,179,0,0,50,0,0,0,slowHeaders
OTH,60,0,594,0,0,23,0,0,0,slowHeaders
OTH,60,0,1065,0,0,52,0,0,0,slowRead
S1,74,0,541,0.99,0,100,0,1,1,slowRead
OTH,66,0,356,0,0,79,0,0,0,slowRead
OTH,66,0,548,0,0,92,0,0,0,slowHeaders
S1,296,0,42,1,0,100,0,1,1,slowBody
RSTO,1300,1820,253,0,0,100,0,0,0,slowRead
S1,370,0,205,1,0,100,0,1,1,slowHeaders
OTH,60,0,796,0,0,49,0,0,0,slowHeaders
OTH,60,0,5,0,0,61,0,0,0,slowBody
S1,148,0,402,1,0,100,0,1,1,slowBody
S1,296,0,627,1,0,100,0,1,1,slowRead
OTH,60,0,1030,0,0,49,0,0,0,slowRead
S1,148,0,42,1,0.02,83,0.01,0.5,0.51,slowBody
S1,296,0,525,1,0,100,0,1,1,slowRead
S1,148,0,129,1,0,100,0,1,1,slowBody
RSTO,882,953,23,0,0,57,0,0,0,slowHeaders
OTH,60,0,874,0,0,51,0,0,0,slowHeaders
S1,548,140,633,0.99,0,100,0,1,1,slowBody
OTH,60,0,1037,0,0,50,0,0,0,slowHeaders
OTH,66,0,383,0,0,89,0,0,0,slowBody
S1,665,140,104,0.97,0.01,93,0.01,0.98,0.99,slowHeaders
S1,968,1820,21,0.62,0.05,55,0.02,0.23,0.24,slowRead
S1,296,0,121,1,0,100,0,1,1,slowBody
S1,296,0,10,1,0,11,0,1,1,slowRead
S1,296,0,10,1,0,11,0,1,1,slowBody
RSTO,1037,1019,110,0,0,100,0,0,0,slowHeaders
S1,370,0,768,0.18,0,100,0,1,1,slowRead
OTH,60,0,996,0,0,37,0,0,0,slowRead
S1,296,0,527,1,0,100,0,1,1,slowRead
S1,370,0,704,0.14,0,100,0,0.97,0.97,slowRead
S1,370,0,207,0.84,0,100,0,0.66,0.66,slowBody
S1,148,0,54,1,0.02,86,0.01,0.62,0.63,slowBody
S1,296,0,606,0.55,0,100,0,1,1,slowBody
S1,370,0,760,0.63,0,100,0,1,1,slowHeaders
S1,148,0,581,1,0,100,0,1,1,slowBody
S1,370,0,296,0.31,0,99,0,0.94,0.94,slowBody
S1,222,0,801,1,0,100,0,1,1,slowRead
S1,370,0,330,0.39,0,100,0,0.98,0.98,slowRead
OTH,66,0,298,0,0,55,0,0,0,slowRead
S1,773,206,382,1,0,100,0,1,1,slowHeaders
S1,148,0,278,0.99,0,98,0.01,0.97,0.98,slowRead
OTH,106,0,190,0,0,50,0,0,0,slowBody
S1,370,0,326,0.89,0,100,0,1,1,slowBody
S1,296,0,629,1,0,100,0,1,1,slowBody
S1,836,1688,425,0.98,0,100,0,1,1,slowRead
S1,370,0,284,1,0,100,0,1,1,slowRead
OTH,60,0,945,0,0,52,0,0,0,slowHeaders
S1,370,0,651,0.62,0,100,0,0.99,0.99,slowRead
OTH,78,0,171,0,0,50,0,0,0,slowBody
OTH,103,0,266,0,0,50,0,0,0,slowBody
S1,148,0,419,1,0,100,0,1,1,slowBody
S1,296,0,45,1,0,100,0,1,1,slowBody
OTH,66,0,435,0,0,100,0,0,0,slowHeaders
OTH,66,0,536,0,0,94,0,0,0,slowRead
S1,296,0,268,1,0,100,0,1,1,slowBody
RSTO,1126,1024,183,0,0,99,0,0,0,slowHeaders
S1,296,0,249,1,0,100,0,1,1,slowBody
OTH,66,0,584,0,0,93,0,0,0,slowHeaders
S1,370,0,995,0.72,0,100,0,1,1,slowRead
S1,296,0,109,1,0,100,0,1,1,slowBody
S1,991,338,114,1,0.01,100,0,1,1,slowRead
S1,148,0,379,0.99,0,100,0,0.99,0.99,slowRead
OTH,60,0,924,0,0,50,0,0,0,slowHeaders
S1,370,0,217,0.65,0,100,0,0.44,0.44,slowHeaders
OTH,92,0,93,0,0,50,0,0,0,slowRead
OTH,60,0,1036,0,0,49,0,0,0,slowBody
OTH,60,0,615,0,0,89,0,0,0,slowBody
S2,1740,140,22,1,0,34,0,0.65,0.65,slowBody
S1,370,0,228,0.12,0,100,0,0.28,0.28,slowRead
S1,792,206,198,0.94,0.01,100,0,1,1,slowBody
OTH,60,0,1055,0,0,51,0,0,0,slowHeaders
OTH,66,0,561,0,0,94,0,0,0,slowRead
S1,370,0,260,1,0,100,0,1,1,slowBody
S1,902,1754,157,0.95,0.01,100,0,1,1,slowRead
OTH,60,0,890,0,0,19,0,0,0,slowBody
S1,296,0,111,1,0,100,0,1,1,slowRead
OTH,60,0,728,0,0,45,0,0,0,slowBody
OTH,114,0,69,0,0,50,0,0,0,slowRead
OTH,73,0,71,0,0,50,0,0,0,slowHeaders
OTH,108,0,174,0,0,50,0,0,0,slowRead
OTH,60,0,1100,0,0,52,0,0,0,slowBody
S1,296,0,687,1,0,100,0,1,1,slowBody
S1,750,206,536,1,0,100,0,1,1,slowBody
S1,370,0,621,0.59,0,100,0,1,1,slowBody
OTH,60,0,861,0,0,50,0,0,0,slowRead
S1,296,0,52,1,0,100,0,1,1,slowBody
S1,370,0,703,0.88,0,100,0,0.97,0.97,slowBody
S1,296,0,657,1,0,100,0,1,1,slowBody
S1,222,0,790,1,0,100,0,1,1,slowBody
OTH,66,0,290,0,0,55,0,0,0,slowHeaders
OTH,122,0,36,0,0,39,0,0,0,slowRead
S1,148,0,256,0.98,0,100,0,1,1,slowRead
S1,296,0,568,1,0,100,0,1,1,slowRead
S1,296,0,526,0.48,0,100,0,1,1,slowBody
OTH,89,0,276,0,0,50,0,0,0,slowBody
S1,370,0,324,0.89,0,100,0,0.98,0.98,slowHeaders
RSTO,975,1886,12,0,0,16,0,0,0,slowRead
OTH,60,0,642,0,0,77,0,0,0,slowRead
S1,296,0,571,1,0,99,0,1,1,slowHeaders
S1,765,206,145,1,0.01,100,0,1,1,slowHeaders
OTH,60,0,1003,0,0,50,0,0,0,slowHeaders
RSTO,1089,1024,190,0,0,99,0,0,0,slowHeaders
RSTO,1089,1019,193,0,0,100,0,0,0,slowHeaders
S1,370,0,79,0.96,0,100,0,0.78,0.78,slowHeaders
S1,902,1754,99,0.92,0.01,93,0.01,0.97,0.98,slowRead
S1,370,0,292,1,0,100,0,1,1,slowRead
RSTO,919,887,14,0,0.07,49,0.02,0,0,slowRead
S1,296,0,179,1,0,100,0,1,1,slowRead
OTH,66,0,420,0,0,100,0,0,0,slowHeaders
S1,370,0,272,1,0,100,0,1,1,slowHeaders
S1,370,0,341,0.4,0,100,0,1,1,slowHeaders
S1,370,0,671,1,0,100,0,1,1,slowHeaders
S1,370,0,287,0.22,0,100,0,0.62,0.62,slowHeaders
OTH,66,0,522,0,0,85,0,0,0,slowBody
RSTO,1112,1024,105,0,0,100,0,0,0,slowBody
OTH,117,0,110,0,0,50,0,0,0,slowBody
RSTO,962,953,79,0,0,80,0,0,0,slowHeaders
OTH,89,0,279,0,0,50,0,0,0,slowBody
RSTO,1300,1820,245,0,0,100,0,0,0,slowRead
S1,370,0,326,1,0,99,0,1,1,slowHeaders
S1,370,0,730,0.17,0,100,0,1,1,slowRead
S1,74,0,483,1,0,100,0,1,1,slowHeaders
S1,370,0,270,1,0,100,0,1,1,slowHeaders
S1,296,0,620,1,0,100,0,1,1,slowBody
S1,370,0,652,0.87,0,100,0,0.97,0.97,slowBody
S1,296,0,513,1,0,100,0,1,1,slowRead
OTH,108,0,173,0,0,50,0,0,0,slowHeaders
RSTO,1165,958,114,0,0,100,0,0,0,slowBody
OTH,117,0,261,0,0,50,0,0,0,slowHeaders
S1,370,0,674,0.06,0,100,0,0.43,0.43,slowRead
OTH,60,0,780,0,0,34,0,0,0,slowBody
S1,370,0,287,1,0,100,0,1,1,slowBody
OTH,87,0,123,0,0,50,0,0,0,slowRead
RSTO,918,887,171,0,0,100,0,0,0,slowHeaders
S1,74,0,67,0.96,0,89,0,0.72,0.72,slowHeaders
S1,370,0,194,0.99,0,100,0,1,1,slowHeaders
S1,296,0,345,1,0,100,0,1,1,slowBody
S1,296,0,374,1,0,100,0,1,1,slowRead
OTH,60,0,8,0,0,59,0,0,0,slowRead
OTH,88,0,156,0,0,50,0,0,0,slowHeaders
OTH,60,0,667,0,0,62,0,0,0,slowRead
S1,222,0,523,1,0,100,0,1,1,slowHeaders
S1,296,0,123,1,0,100,0,1,1,slowBody
OTH,60,0,1079,0,0,51,0,0,0,slowHeaders
RSTO,992,953,139,0,0,100,0,0,0,slowHeaders
OTH,86,0,238,0,0,50,0,0,0,slowRead
S1,296,0,629,1,0,100,0,1,1,slowRead
OTH,101,0,97,0,0,50,0,0,0,slowBody
OTH,66,0,465,0,0,88,0,0,0,slowBody
OTH,84,0,13,0,0,60,0,0,0,slowRead
RSTO,3504,1424,624,0,0,100,0,0,0,slowRead
S1,665,140,159,0.99,0.01,100,0,1,1,slowHeaders
OTH,60,0,788,0,0,45,0,0,0,slowHeaders
OTH,60,0,52,0,0,55,0,0,0,slowRead
RSTO,946,953,139,0,0,100,0,0,0,slowHeaders
S1,296,0,101,1,0,100,0,1,1,slowBody
OTH,111,0,100,0,0,50,0,0,0,slowRead
S1,296,0,253,1,0,100,0,1,1,slowRead
OTH,66,0,355,0,0,88,0,0,0,slowHeaders
S2,4156,148,567,0.51,0,100,0,0.91,0.91,slowHeaders
RSTO,971,953,104,0,0,100,0,0,0,slowHeaders
RSTO,1144,1886,41,0,0,45,0,0,0,slowRead
S1,296,0,347,1,0,100,0,1,1,slowRead
OTH,116,0,21,0,0,85,0,0,0,slowRead
RSTO,1219,958,174,0.8,0,100,0,0.68,0.68,slowBody
S1,3512,74,671,1,0,100,0,1,1,slowBody
OTH,60,0,47,0,0,54,0,0,0,slowRead
S1,296,0,771,0.64,0,100,0,1,1,slowBody
OTH,66,0,438,0,0,82,0,0,0,slowHeaders
S1,296,0,156,1,0,100,0,1,1,slowRead
S1,400,140,144,1,0.01,99,0,1,1,slowHeaders
OTH,92,0,89,0,0,50,0,0,0,slowBody
S1,370,0,532,0.84,0,100,0,0.56,0.56,slowBody
OTH,60,0,955,0,0,46,0,0,0,slowRead
OTH,525,0,42,0,0,73,0,0,0,slowRead
S1,370,0,357,1,0,100,0,1,1,slowHeaders
RSTO,1097,1024,186,0,0,99,0,0,0,slowHeaders
S1,296,0,13,1,0,100,0,1,1,slowRead
RSTO,1058,1019,63,0,0,64,0,0,0,slowHeaders
OTH,83,0,89,0,0,50,0,0,0,slowHeaders
OTH,66,0,379,0,0,90,0,0,0,slowBody
RSTO,929,953,137,0,0,100,0,0,0,slowHeaders
OTH,66,0,482,0,0,86,0,0,0,slowRead
OTH,105,0,70,0,0,50,0,0,0,slowBody
OTH,60,0,511,0,0,86,0,0,0,slowBody
S1,370,0,782,0.64,0,100,0,1,1,slowHeaders
S1,370,0,187,0.98,0,100,0,0.97,0.97,slowHeaders
OTH,113,0,28,0,0,59,0,0,0,slowRead
S1,296,0,65,1,0,100,0,1,1,slowRead
OTH,60,0,768,0,0,46,0,0,0,slowHeaders
RSTO,943,953,115,0,0,100,0,0,0,slowHeaders
OTH,60,0,1033,0,0,52,0,0,0,slowHeaders
S1,370,0,237,0.68,0,100,0,0.63,0.63,slowHeaders
S1,74,0,662,0.99,0,100,0,1,1,slowRead
S1,370,0,975,0.71,0,100,0,1,1,slowRead
OTH,652,0,4,0,0,57,0,0,0,slowRead
S1,148,0,443,1,0,100,0,1,1,slowBody
OTH,60,0,680,0,0,49,0,0,0,slowBody
OTH,109,0,181,0,0,50,0,0,0,slowBody
S1,585,272,3,1,0,61,0,0.05,0.05,slowHeaders
S1,370,0,703,0.6,0,100,0,1,1,slowHeaders
OTH,60,0,1035,0,0,52,0,0,0,slowBody
RSTO,1080,958,44,0,0,80,0.01,0,0,slowHeaders
S1,370,0,306,0.88,0,100,0,0.98,0.98,slowHeaders
S1,296,0,442,1,0,100,0,1,1,slowBody
S1,649,206,165,1,0,100,0,1,1,slowBody
S1,296,0,611,1,0,100,0,1,1,slowBody
S1,296,0,284,0.04,0,100,0,0.1,0.1,slowBody
OTH,60,0,858,0,0,39,0,0,0,slowBody
RSTO,1184,958,11,0,0.08,36,0.03,0,0,slowBody
OTH,103,0,237,0,0,50,0,0,0,slowBody
OTH,66,0,400,0,0,84,0,0,0,slowRead
S1,370,0,625,0.6,0,100,0,1,1,slowBody
S1,296,0,643,1,0,100,0,1,1,slowRead
S1,370,0,962,0.71,0,100,0,1,1,slowRead
RSTO,854,887,4,0,0.2,41,0.02,0,0,slowBody
S1,296,0,530,1,0,100,0,1,1,slowRead
S1,296,0,596,1,0,100,0,1,1,slowHeaders
S1,296,0,19,1,0,20,0,1,1,slowBody
S1,370,0,513,0.51,0,100,0,0.97,0.97,slowBody
S1,296,0,254,1,0,100,0,1,1,slowRead
S1,222,0,13,1,0,100,0,1,1,slowBody
RSTO,1137,958,110,0,0,100,0,0,0,slowBody
RSTO,1144,1886,47,0,0,51,0,0,0,slowRead
S1,370,0,392,0.9,0,100,0,0.98,0.98,slowBody
S1,296,0,559,1,0,100,0,1,1,slowRead
OTH,408,0,1,0,0,58,0,0,0,slowRead
S1,370,0,374,1,0,100,0,1,1,slowBody
S1,296,0,332,1,0,100,0,1,1,slowRead
RSTO,1090,958,105,0,0,100,0,0,0,slowHeaders
S1,296,0,27,1,0,28,0,1,1,slowRead
OTH,60,0,933,0,0,33,0,0,0,slowHeaders
S1,659,206,198,0.99,0.01,100,0,1,1,slowBody
RSTO,813,953,292,0.93,0,99,0,0.81,0.81,slowBody
S1,296,0,21,1,0,100,0,1,1,slowRead
S1,296,0,218,1,0,100,0,1,1,slowRead
S1,222,0,25,1,0,100,0,1,1,slowBody
S1,370,0,247,1,0,100,0,1,1,slowBody
OTH,60,0,830,0,0,32,0,0,0,slowBody
S1,148,0,424,0.99,0,100,0,0.99,0.99,slowRead
OTH,60,0,679,0,0,50,0,0,0,slowBody
OTH,107,0,187,0,0,50,0,0,0,slowHeaders
OTH,128,0,209,0,0,50,0,0,0,slowRead
OTH,66,0,285,0,0,52,0,0,0,slowBody
S1,733,206,98,1,0.01,98,0,1,1,slowRead
OTH,60,0,4,0,0,64,0,0,0,slowHeaders
S1,148,0,210,1,0,100,0,1,1,slowHeaders
OTH,60,0,879,0,0,48,0,0,0,slowBody
S1,148,0,109,1,0.01,100,0,1,1,slowBody
S1,370,0,326,0.98,0,100,0,0.97,0.97,slowHeaders
S1,719,206,145,1,0.01,99,0,1,1,slowRead
OTH,60,0,941,0,0,49,0,0,0,slowRead
OTH,66,0,440,0,0,100,0,0,0,slowHeaders
S1,296,0,284,1,0,100,0,1,1,slowBody
OTH,100,0,186,0,0,50,0,0,0,slowRead
S1,370,0,104,0.99,0,100,0,1,1,slowBody
S1,665,140,138,0.99,0.01,100,0,1,1,slowHeaders
OTH,60,0,891,0,0,44,0,0,0,slowRead
RSTO,1100,1886,112,0,0,100,0,0,0,slowRead
S1,662,206,98,0.99,0.01,98,0,0.99,0.99,slowBody
OTH,60,0,982,0,0,47,0,0,0,slowHeaders
S1,548,140,515,0.99,0,89,0,0.99,0.99,slowBody
OTH,60,0,1063,0,0,47,0,0,0,slowBody
S1,902,1754,164,0.95,0.01,100,0,1,1,slowRead
S1,296,0,196,1,0,100,0,1,1,slowRead
S1,370,0,252,0.85,0,100,0,0.76,0.76,slowBody
OTH,117,0,83,0,0,50,0,0,0,slowBody
S1,222,0,492,1,0,100,0,1,1,slowBody
OTH,54,0,2,0,0,51,0,0,0,slowRead
S1,74,0,301,0.99,0,100,0,0.98,0.98,slowBody
S1,296,0,24,1,0,100,0,1,1,slowRead
S2,2040,74,751,1,0,94,0,1,1,slowHeaders
S2,1492,140,167,1,0,100,0,1,1,slowBody
S1,296,0,59,1,0,60,0,1,1,slowRead
OTH,94,0,168,0,0,50,0,0,0,slowHeaders
RSTO,1014,1019,118,0,0,100,0,0,0,slowHeaders
S1,296,0,161,1,0,100,0,1,1,slowBody
S1,296,0,113,1,0,100,0,1,1,slowRead
S1,296,0,155,1,0,100,0,1,1,slowBody
OTH,108,0,185,0,0,50,0,0,0,slowHeaders
S1,370,0,607,0.58,0,100,0,1,1,slowBody
S1,370,0,936,0.7,0,100,0,0.98,0.98,slowRead
S1,370,0,741,0.15,0,100,0,1,1,slowRead
OTH,66,0,346,0,0,83,0,0,0,slowHeaders
S1,370,0,447,0.45,0,100,0,0.57,0.57,slowHeaders
OTH,87,0,278,0,0,50,0,0,0,slowBody
OTH,60,0,925,0,0,50,0,0,0,slowHeaders
OTH,60,0,1162,0,0,49,0,0,0,slowRead
S1,296,0,268,1,0,100,0,1,1,slowRead
S1,370,0,64,0.95,0,100,0,0.63,0.63,slowHeaders
S1,222,0,877,1,0,100,0,1,1,slowBody
OTH,110,0,232,0,0,50,0,0,0,slowBody
S1,148,0,125,0.97,0.01,100,0,0.98,0.98,slowRead
S1,296,0,639,1,0,100,0,1,1,slowHeaders
S1,370,0,343,0.98,0,100,0,0.97,0.97,slowHeaders
S1,148,0,314,0.99,0,98,0.01,0.97,0.98,slowRead
OTH,60,0,802,0,0,34,0,0,0,slowBody
S1,222,0,512,1,0,100,0,1,1,slowHeaders
S1,370,0,777,0.19,0,100,0,1,1,slowRead
S1,148,0,112,0.99,0,100,0,1,1,slowRead
S1,222,0,5,1,0,100,0,1,1,slowBody
S1,296,0,236,1,0,100,0,1,1,slowRead
S1,370,0,385,1,0,100,0,1,1,slowHeaders
OTH,481,0,2,0,0,51,0,0,0,slowHeaders
S1,74,0,765,1,0,100,0,1,1,slowBody
OTH,135,0,76,0,0,84,0,0,0,slowBody
S1,296,0,322,1,0,100,0,1,1,slowBody
S1,222,0,509,1,0,100,0,1,1,slowHeaders
OTH,90,0,138,0,0,50,0,0,0,slowRead
S1,296,0,199,1,0,100,0,1,1,slowRead
RSTO,987,953,143,0,0,100,0,0,0,slowHeaders
S1,296,0,430,1,0,100,0,1,1,slowRead
S1,370,0,334,1,0,100,0,1,1,slowBody
S1,222,0,368,1,0,100,0,1,1,slowHeaders
S1,296,0,521,1,0,100,0,1,1,slowRead
S1,370,0,168,0.99,0,100,0,1,1,slowBody
RSTO,1034,1019,239,0.88,0,100,0,0.73,0.73,slowHeaders
S1,370,0,642,0.62,0,100,0,0.99,0.99,slowHeaders
OTH,60,0,21,0,0,59,0,0,0,slowRead
RSTO,1198,958,435,0.37,0,100,0,0.31,0.31,slowHeaders
OTH,104,0,266,0,0,50,0,0,0,slowHeaders
S1,74,0,447,0.99,0,98,0,0.97,0.97,slowRead
S1,370,0,722,0.16,0,100,0,1,1,slowRead
RSTO,2852,689,251,0.99,0,100,0,0.99,0.99,slowBody
S1,370,0,67,1,0,100,0,1,1,slowRead
OTH,106,0,200,0,0,50,0,0,0,slowHeaders
S1,74,0,562,0.99,0,100,0,1,1,slowRead
RSTO,916,1019,279,0.97,0,99,0,0.94,0.94,slowBody
S1,370,0,265,1,0,100,0,1,1,slowRead
OTH,60,0,1073,0,0,52,0,0,0,slowHeaders
OTH,102,0,63,0,0,52,0,0,0,slowHeaders
OTH,60,0,894,0,0,49,0,0,0,slowBody
S1,370,0,585,0.86,0,100,0,0.63,0.63,slowBody
OTH,107,0,259,0,0,50,0,0,0,slowHeaders
S1,148,0,66,0.98,0,100,0,0.99,0.99,slowRead
S1,222,0,578,1,0,100,0,1,1,slowBody
OTH,60,0,12,0,0,12,0,0,0,slowBody
OTH,66,0,356,0,0,88,0,0,0,slowHeaders
OTH,78,0,136,0,0,50,0,0,0,slowRead
RSTO,985,1019,261,0.8,0,100,0,0.51,0.51,slowHeaders
RSTO,1047,953,156,0,0,100,0,0,0,slowHeaders
S1,296,0,543,1,0,100,0,1,1,slowRead
OTH,60,0,896,0,0,51,0,0,0,slowHeaders
S1,370,0,242,1,0,100,0,1,1,slowHeaders
OTH,60,0,656,0,0,78,0,0,0,slowRead
S1,370,0,215,0.07,0,100,0,0.15,0.15,slowRead
S1,296,0,618,1,0,100,0,1,1,slowBody
S1,222,0,562,1,0,100,0,1,1,slowBody
OTH,525,0,17,0,0,35,0,0,0,slowRead
RSTO,3614,11914,15,0,0,64,0,0,0,slowBody
S1,296,0,97,1,0,100,0,1,1,slowBody
S1,2558,74,389,0.98,0,100,0,1,1,slowRead
OTH,105,0,93,0,0,50,0,0,0,slowHeaders
S1,74,0,436,1,0,100,0,1,1,slowHeaders
S1,1045,338,407,1,0,100,0,1,1,slowRead
S1,296,0,933,0.71,0,100,0,1,1,slowBody
OTH,110,0,247,0,0,50,0,0,0,slowRead
S1,296,0,481,1,0,100,0,1,1,slowHeaders
OTH,66,0,298,0,0,57,0,0,0,slowBody
S1,296,0,417,1,0,100,0,1,1,slowHeaders
OTH,66,0,315,0,0,68,0,0,0,slowHeaders
OTH,115,0,137,0,0,50,0,0,0,slowBody
S1,296,0,541,0.49,0,100,0,1,1,slowBody
S1,74,0,558,0.99,0,100,0,1,1,slowRead
S1,296,0,2,1,0,100,0,1,1,slowBody
S1,148,0,251,0.99,0,98,0.01,0.97,0.98,slowRead
RSTO,1074,958,61,0,0,82,0.01,0,0,slowHeaders
OTH,66,0,321,0,0,68,0,0,0,slowBody
S1,296,0,678,1,0,100,0,1,1,slowRead
OTH,60,0,1114,0,0,57,0,0,0,slowHeaders
OTH,117,0,27,0,0,59,0,0,0,slowBody
OTH,60,0,879,0,0,43,0,0,0,slowRead
S1,370,0,266,0.23,0,100,0,0.61,0.61,slowBody
S1,296,0,478,1,0,100,0,1,1,slowRead
S1,370,0,660,1,0,100,0,1,1,slowRead
OTH,103,0,149,0,0,50,0,0,0,slowBody
S1,370,0,127,0.98,0,100,0,1,1,slowBody
OTH,121,0,48,0,0,57,0,0,0,slowRead
OTH,60,0,1033,0,0,48,0,0,0,slowRead
OTH,84,0,60,0,0,52,0,0,0,slowHeaders
RSTO,982,953,39,0,0,40,0,0,0,slowHeaders
OTH,66,0,468,0,0,100,0,0,0,slowHeaders
S1,694,206,141,1,0.01,99,0,1,1,slowRead
S1,74,0,859,0.99,0,100,0,1,1,slowRead
S1,370,0,273,1,0,100,0,1,1,slowBody
OTH,60,0,988,0,0,55,0,0,0,slowHeaders
OTH,93,0,115,0,0,50,0,0,0,slowHeaders
RSTO,1151,958,65,0,0,80,0,0,0,slowBody
RSTO,1153,1024,145,0,0.01,100,0,0,0,slowBody
S1,296,0,403,1,0,100,0,1,1,slowRead
RSTO,1131,1820,399,0,0,100,0,0,0,slowRead
OTH,60,0,771,0,0,45,0,0,0,slowRead
OTH,66,0,349,0,0,80,0,0,0,slowRead
S1,148,0,367,0.99,0,100,0,0.99,0.99,slowRead
RSTO,947,887,364,0.41,0,100,0,0.89,0.89,slowRead
OTH,60,0,1018,0,0,50,0,0,0,slowBody
OTH,85,0,72,0,0,50,0,0,0,slowBody
OTH,66,0,506,0,0,94,0,0,0,slowRead
S1,580,272,674,1,0,99,0,1,1,slowHeaders
S1,148,0,149,0.99,0,100,0,1,1,slowRead
S1,370,0,386,0.38,0,100,0,0.66,0.66,slowHeaders
OTH,66,0,637,0,0,77,0,0,0,slowRead
OTH,66,0,531,0,0,94,0,0,0,slowRead
S1,296,0,317,1,0,100,0,1,1,slowBody
OTH,113,0,52,0,0,57,0,0,0,slowRead
S1,296,0,242,1,0,100,0,1,1,slowBody
S1,296,0,162,1,0,100,0,1,1,slowBody
S1,296,0,395,1,0,100,0,1,1,slowRead
OTH,66,0,399,0,0,89,0,0,0,slowRead
OTH,60,0,720,0,0,47,0,0,0,slowBody
OTH,60,0,1006,0,0,32,0,0,0,slowRead
OTH,117,0,253,0,0,50,0,0,0,slowRead
S1,296,0,454,1,0,100,0,1,1,slowRead
S1,729,206,178,1,0,100,0,1,1,slowRead
S1,222,0,231,1,0,100,0,1,1,slowHeaders
RSTO,992,1019,54,0,0,55,0,0,0,slowHeaders
OTH,100,0,6,0,0,54,0,0,0,slowBody
RSTO,5649,838,391,0.39,0,100,0,0.67,0.67,slowBody
OTH,60,0,859,0,0,45,0,0,0,slowBody
OTH,136,0,29,0,0,37,0,0,0,slowBody
OTH,93,0,8,0,0,8,0,0,0,slowHeaders
S1,370,0,13,0.92,0,100,0,0.65,0.65,slowBody
OTH,60,0,1117,0,0,57,0,0,0,slowRead
S1,370,0,796,0.65,0,100,0,0.66,0.66,slowRead
S1,296,0,786,1,0,100,0,1,1,slowBody
S1,296,0,101,1,0,100,0,1,1,slowRead
OTH,116,0,225,0,0,50,0,0,0,slowHeaders
OTH,95,0,215,0,0,50,0,0,0,slowRead
RSTO,1167,958,122,0,0,100,0,0,0,slowBody
OTH,111,0,217,0,0,50,0,0,0,slowHeaders
S1,296,0,836,0.67,0,100,0,1,1,slowBody
RSTO,908,1019,278,0.98,0,100,0,0.95,0.95,slowHeaders
RSTO,909,1820,446,0,0,100,0,0,0,slowRead
