% isAttack slowRead:	1333
% isAttack slowHeaders:	1333
% isAttack slowBody:	1333
@relation 'Slowrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,9,11,15,18,20,23-24,27'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {slowRead,slowHeaders,slowBody}

@data
S1,370,0,497,1,0,100,0,1,1,slowRead
S1,716,206,186,1,0.01,99,0,1,1,slowRead
S1,296,0,573,1,0,100,0,1,1,slowBody
S1,148,0,177,0.98,0.01,100,0,1,1,slowRead
S1,148,0,359,1,0,100,0,1,1,slowBody
OTH,60,0,799,0,0,35,0,0,0,slowRead
S1,296,0,527,0.48,0,100,0,1,1,slowBody
S1,926,1490,307,0.97,0,100,0,1,1,slowRead
S2,1662,140,425,1,0,100,0,1,1,slowBody
S1,148,0,351,1,0,100,0,1,1,slowBody
OTH,60,0,959,0,0,28,0,0,0,slowRead
OTH,60,0,1041,0,0,50,0,0,0,slowBody
OTH,60,0,999,0,0,50,0,0,0,slowBody
S1,296,0,437,1,0,100,0,1,1,slowRead
S1,296,0,318,1,0,100,0,1,1,slowRead
S1,296,0,79,1,0,100,0,1,1,slowRead
OTH,60,0,691,0,0,49,0,0,0,slowBody
S1,370,0,94,0.97,0,100,0,0.93,0.93,slowHeaders
RSTO,1169,958,38,0,0.03,63,0.02,0,0,slowBody
RSTO,1256,1820,327,0,0,100,0,0,0,slowRead
S1,296,0,130,1,0,100,0,1,1,slowRead
S1,296,0,477,1,0,100,0,1,1,slowBody
OTH,66,0,320,0,0,65,0,0,0,slowRead
OTH,101,0,173,0,0,50,0,0,0,slowHeaders
S1,296,0,458,0.98,0,100,0,1,1,slowRead
OTH,481,0,4,0,0,4,0,0,0,slowHeaders
S1,222,0,527,1,0,100,0,1,1,slowHeaders
OTH,100,0,143,0,0,50,0,0,0,slowBody
S1,296,0,43,1,0,100,0,1,1,slowRead
S1,971,338,33,1,0.03,48,0.02,0.67,0.69,slowRead
OTH,66,0,462,0,0,80,0,0,0,slowBody
OTH,113,0,58,0,0,50,0,0,0,slowHeaders
S1,712,206,137,1,0.01,99,0,1,1,slowRead
OTH,60,0,660,0,0,66,0,0,0,slowRead
S1,296,0,641,0.57,0,100,0,1,1,slowBody
S1,296,0,664,1,0,100,0,1,1,slowRead
S1,148,0,248,0.98,0,100,0,1,1,slowRead
S1,296,0,65,1,0,100,0,1,1,slowBody
OTH,66,0,543,0,0,85,0,0,0,slowBody
OTH,60,0,1032,0,0,49,0,0,0,slowRead
RSTO,1110,958,43,0,0,68,0,0,0,slowBody
OTH,60,0,829,0,0,46,0,0,0,slowBody
RSTO,1013,1019,98,0,0,99,0,0,0,slowHeaders
S1,370,0,447,0.38,0,100,0,0.3,0.3,slowHeaders
OTH,116,0,234,0,0,50,0,0,0,slowRead
OTH,80,0,185,0,0,50,0,0,0,slowHeaders
S1,296,0,395,0.31,0,100,0,1,1,slowBody
S1,370,0,779,0.19,0,100,0,1,1,slowRead
OTH,122,0,85,0,0,50,0,0,0,slowBody
S1,370,0,444,1,0,100,0,1,1,slowHeaders
RSTO,1064,953,165,0,0,100,0,0,0,slowHeaders
OTH,60,0,790,0,0,39,0,0,0,slowBody
OTH,66,0,596,0,0,74,0,0,0,slowRead
RSTO,1098,958,154,0,0,100,0,0,0,slowBody
S1,370,0,306,1,0,99,0,1,1,slowHeaders
S1,296,0,281,1,0,100,0,1,1,slowRead
S1,296,0,233,1,0,100,0,1,1,slowBody
OTH,90,0,112,0,0,50,0,0,0,slowRead
OTH,60,0,1039,0,0,50,0,0,0,slowRead
OTH,122,0,164,0,0,50,0,0,0,slowBody
S1,370,0,226,0.12,0,100,0,0.26,0.26,slowRead
OTH,60,0,1069,0,0,53,0,0,0,slowBody
OTH,114,0,159,0,0,50,0,0,0,slowBody
S1,370,0,286,0.21,0,100,0,0.61,0.61,slowHeaders
OTH,86,0,226,0,0,50,0,0,0,slowHeaders
OTH,102,0,244,0,0,50,0,0,0,slowBody
S2,4769,148,212,0.04,0,100,0,0.09,0.09,slowBody
S2,1545,140,119,1,0,100,0,1,1,slowBody
S1,370,0,599,0.53,0,100,0,0.97,0.97,slowHeaders
S1,370,0,351,0.36,0,100,0,0.98,0.98,slowHeaders
S1,370,0,204,0.82,0,100,0,0.65,0.65,slowBody
S1,370,0,39,1,0,100,0,1,1,slowBody
S1,296,0,324,1,0,100,0,1,1,slowBody
OTH,60,0,578,0,0,1,0,0,0,slowHeaders
RSTO,1002,953,116,0,0,100,0,0,0,slowHeaders
OTH,97,0,236,0,0,50,0,0,0,slowBody
RSTO,1100,1886,60,0,0,83,0,0,0,slowRead
S1,296,0,648,1,0,100,0,1,1,slowBody
S1,777,206,134,1,0.01,100,0,1,1,slowHeaders
RSTO,1095,1024,174,0,0,100,0,0,0,slowBody
S1,761,206,528,1,0,100,0,1,1,slowBody
S1,370,0,256,0.7,0,100,0,0.82,0.82,slowHeaders
S1,296,0,129,1,0,100,0,1,1,slowRead
OTH,66,0,481,0,0,88,0,0,0,slowRead
S1,296,0,117,1,0,100,0,1,1,slowRead
OTH,60,0,1059,0,0,48,0,0,0,slowBody
OTH,66,0,341,0,0,76,0,0,0,slowBody
S1,735,206,68,1,0.01,83,0.01,0.81,0.82,slowHeaders
S1,370,0,278,1,0,100,0,1,1,slowRead
OTH,102,0,81,0,0,50,0,0,0,slowHeaders
OTH,93,0,229,0,0,50,0,0,0,slowHeaders
OTH,66,0,327,0,0,74,0,0,0,slowHeaders
S1,370,0,186,0.8,0,100,0,0.65,0.65,slowBody
OTH,105,0,73,0,0,50,0,0,0,slowBody
OTH,60,0,1074,0,0,52,0,0,0,slowBody
RSTO,941,953,61,0,0,84,0,0,0,slowHeaders
S1,296,0,92,1,0,93,0,1,1,slowRead
S1,902,1754,135,0.94,0.01,100,0,1,1,slowRead
RSTO,1023,953,59,0,0,84,0,0,0,slowHeaders
RSTO,1022,1019,71,0,0,72,0,0,0,slowHeaders
OTH,60,0,682,0,0,49,0,0,0,slowBody
RSTO,946,953,192,0,0.01,100,0,0,0,slowRead
S1,370,0,330,0.39,0,100,0,0.98,0.98,slowHeaders
RSTO,3430,1424,396,0,0,100,0,0,0,slowRead
OTH,82,0,195,0,0,50,0,0,0,slowHeaders
S1,74,0,403,0.99,0,100,0,1,1,slowBody
S1,296,0,597,1,0,100,0,1,1,slowBody
S1,296,0,289,1,0,100,0,1,1,slowRead
OTH,66,0,408,0,0,85,0,0,0,slowHeaders
S1,836,1688,412,0.98,0,100,0,1,1,slowRead
OTH,60,0,4,0,0,62,0,0,0,slowRead
OTH,60,0,4,0,0,65,0,0,0,slowRead
S1,296,0,758,1,0,100,0,1,1,slowBody
OTH,86,0,232,0,0,50,0,0,0,slowRead
S1,370,0,407,0.39,0,100,0,0.55,0.55,slowBody
S1,74,0,286,1,0,100,0,1,1,slowHeaders
RSTO,894,953,38,0,0.03,75,0.01,0,0,slowBody
OTH,93,0,255,0,0,50,0,0,0,slowHeaders
OTH,101,0,32,0,0,36,0,0,0,slowBody
S1,370,0,328,1,0,100,0,1,1,slowBody
S1,74,0,523,1,0,99,0,1,1,slowHeaders
OTH,560,0,0,0,0,0,0,0,0,slowBody
S1,74,0,233,0.99,0,100,0,1,1,slowBody
S1,621,140,671,0.99,0,96,0,0.99,0.99,slowRead
S1,74,0,240,1,0,100,0,1,1,slowHeaders
S1,370,0,787,1,0,100,0,1,1,slowRead
S1,296,0,480,1,0,100,0,1,1,slowBody
OTH,60,0,922,0,0,50,0,0,0,slowHeaders
RSTO,990,953,12,0,0,43,0,0,0,slowHeaders
RSTO,1116,1024,114,0,0,100,0,0,0,slowBody
S1,3512,74,675,1,0,100,0,1,1,slowBody
OTH,60,0,763,0,0,37,0,0,0,slowBody
S1,608,272,355,1,0,100,0,1,1,slowHeaders
S1,148,0,63,1,0.02,88,0.01,0.71,0.72,slowBody
S1,74,0,111,0.98,0.01,100,0,1,1,slowBody
S1,370,0,253,0.86,0,100,0,0.66,0.66,slowHeaders
S1,370,0,472,0.92,0,100,0,1,1,slowBody
S1,74,0,110,0.98,0.01,100,0,1,1,slowBody
RSTO,1060,958,181,0,0,99,0,0,0,slowHeaders
S1,296,0,769,1,0,100,0,1,1,slowBody
S1,370,0,188,0.98,0,100,0,0.97,0.97,slowHeaders
OTH,84,0,56,0,0,50,0,0,0,slowRead
S1,370,0,196,0.61,0,100,0,0.26,0.26,slowHeaders
OTH,125,0,15,0,0,55,0,0,0,slowHeaders
OTH,66,0,609,0,0,90,0,0,0,slowRead
OTH,66,0,376,0,0,98,0,0,0,slowHeaders
S1,370,0,177,0.98,0,100,0,1,1,slowHeaders
S1,975,338,95,1,0.01,96,0.01,0.98,0.99,slowRead
OTH,60,0,847,0,0,47,0,0,0,slowHeaders
S1,296,0,131,1,0,100,0,1,1,slowRead
S1,296,0,615,1,0,100,0,1,1,slowRead
S1,296,0,610,1,0,100,0,1,1,slowRead
S1,370,0,210,0.98,0,100,0,0.99,0.99,slowHeaders
RSTO,1118,958,152,0,0,99,0,0,0,slowHeaders
OTH,114,0,255,0,0,50,0,0,0,slowHeaders
OTH,66,0,455,0,0,86,0,0,0,slowRead
S1,148,0,684,1,0,100,0,1,1,slowBody
OTH,60,0,1056,0,0,48,0,0,0,slowBody
S1,370,0,748,0.89,0,100,0,1,1,slowBody
S1,370,0,537,1,0,100,0,1,1,slowHeaders
S1,370,0,263,0.23,0,99,0,0.61,0.61,slowBody
RSTO,1256,1820,345,0,0,100,0,0,0,slowRead
OTH,66,0,626,0,0,91,0,0,0,slowRead
RSTO,1037,1019,89,0,0,95,0,0,0,slowHeaders
OTH,66,0,520,0,0,94,0,0,0,slowRead
RSTO,857,1019,88,0,0,95,0,0,0,slowHeaders
OTH,60,0,16,0,0,68,0,0,0,slowBody
S1,74,0,865,0.99,0,100,0,1,1,slowRead
S1,370,0,129,0.98,0,100,0,0.98,0.98,slowHeaders
OTH,66,0,443,0,0,80,0,0,0,slowBody
S2,1442,140,210,1,0,100,0,1,1,slowBody
OTH,60,0,774,0,0,44,0,0,0,slowRead
OTH,60,0,909,0,0,50,0,0,0,slowHeaders
S1,296,0,633,1,0,100,0,1,1,slowRead
S1,370,0,91,0.96,0,100,0,0.96,0.96,slowHeaders
S1,370,0,613,1,0,100,0,1,1,slowRead
S1,296,0,556,1,0,100,0,1,1,slowRead
OTH,98,0,280,0,0,50,0,0,0,slowHeaders
S1,222,0,845,1,0,100,0,1,1,slowRead
OTH,97,0,66,0,0,50,0,0,0,slowRead
S1,370,0,473,0.41,0,100,0,0.48,0.48,slowHeaders
S1,370,0,338,0.4,0,100,0,1,1,slowRead
OTH,54,0,10,0,0,22,0,0,0,slowHeaders
S1,902,1754,112,0.93,0.01,100,0,0.99,0.99,slowRead
OTH,408,0,3,0,0,3,0,0,0,slowHeaders
OTH,90,0,40,0,0,44,0,0,0,slowBody
OTH,66,0,538,0,0,100,0,0,0,slowHeaders
S1,370,0,293,0.22,0,100,0,0.64,0.64,slowHeaders
OTH,102,0,272,0,0,50,0,0,0,slowRead
S1,222,0,205,1,0,99,0,1,1,slowHeaders
S1,370,0,286,0.28,0,100,0,0.81,0.81,slowBody
OTH,66,0,470,0,0,100,0,0,0,slowHeaders
S1,621,140,707,0.99,0,96,0,0.99,0.99,slowRead
RSTO,1182,1024,725,0.62,0,100,0,0.77,0.77,slowBody
S1,370,0,684,0.64,0,100,0,1,1,slowRead
S2,1502,140,199,1,0,100,0,1,1,slowBody
S1,370,0,542,1,0,100,0,1,1,slowHeaders
S1,148,0,330,0.99,0,100,0,1,1,slowRead
OTH,66,0,286,0,0,53,0,0,0,slowHeaders
OTH,60,0,1066,0,0,44,0,0,0,slowBody
RSTO,1135,1024,154,0.9,0,100,0,0.87,0.87,slowBody
S1,296,0,692,1,0,100,0,1,1,slowBody
S1,296,0,418,0.34,0,100,0,1,1,slowBody
OTH,60,0,608,0,0,87,0,0,0,slowBody
OTH,99,0,228,0,0,50,0,0,0,slowRead
S1,370,0,645,0.56,0,100,0,0.97,0.97,slowHeaders
OTH,66,0,599,0,0,89,0,0,0,slowRead
OTH,60,0,827,0,0,45,0,0,0,slowRead
S1,296,0,197,1,0,100,0,1,1,slowRead
OTH,100,0,20,0,0,56,0,0,0,slowHeaders
OTH,60,0,1034,0,0,47,0,0,0,slowHeaders
S1,148,0,132,0.91,0,100,0,1,1,slowHeaders
S1,718,206,133,1,0.01,99,0,1,1,slowRead
S1,917,338,733,1,0,100,0,1,1,slowRead
OTH,78,0,23,0,0,26,0,0,0,slowRead
S1,665,140,90,0.97,0.01,93,0.01,0.96,0.97,slowHeaders
RSTO,2247,1424,369,0,0,100,0,0,0,slowRead
S1,222,0,642,1,0,100,0,1,1,slowRead
OTH,98,0,84,0,0,50,0,0,0,slowRead
S1,296,0,34,1,0,35,0,1,1,slowRead
S1,296,0,581,1,0,100,0,1,1,slowRead
S1,74,0,191,0.97,0,100,0,0.98,0.98,slowHeaders
S1,370,0,640,1,0,100,0,1,1,slowHeaders
S1,296,0,515,1,0,100,0,1,1,slowRead
S1,296,0,631,1,0,100,0,1,1,slowBody
OTH,66,0,219,0,0,60,0,0,0,slowHeaders
OTH,66,0,600,0,0,93,0,0,0,slowHeaders
S1,74,0,314,1,0,100,0,1,1,slowHeaders
S1,148,0,271,0.99,0,100,0,1,1,slowRead
S1,296,0,13,1,0,100,0,1,1,slowBody
OTH,86,0,46,0,0,54,0,0,0,slowBody
S1,296,0,46,1,0,47,0,1,1,slowBody
OTH,66,0,539,0,0,85,0,0,0,slowBody
OTH,66,0,292,0,0,53,0,0,0,slowRead
OTH,60,0,1074,0,0,53,0,0,0,slowBody
OTH,60,0,1048,0,0,49,0,0,0,slowBody
OTH,60,0,752,0,0,52,0,0,0,slowHeaders
S1,370,0,27,0.96,0,100,0,0.65,0.65,slowBody
S1,74,0,746,1,0,100,0,1,1,slowBody
S1,769,206,58,0.79,0.02,75,0.01,0.61,0.61,slowBody
S1,148,0,225,1,0,100,0,1,1,slowBody
OTH,60,0,654,0,0,64,0,0,0,slowRead
S1,370,0,485,0.48,0,100,0,0.82,0.82,slowBody
S1,370,0,74,0.96,0,100,0,0.73,0.73,slowHeaders
OTH,122,0,613,0,0,90,0,0,0,slowRead
OTH,66,0,436,0,0,81,0,0,0,slowHeaders
S1,296,0,610,1,0,100,0,1,1,slowBody
S1,74,0,209,0.98,0,100,0,0.98,0.98,slowHeaders
S1,222,0,752,1,0,100,0,1,1,slowBody
S1,370,0,908,1,0,100,0,1,1,slowRead
RSTO,5339,760,4,0,0,63,0,0,0,slowRead
RSTO,1306,1688,276,0,0,100,0,0,0,slowRead
S1,296,0,515,1,0,99,0,1,1,slowHeaders
OTH,60,0,699,0,0,51,0,0,0,slowRead
S1,296,0,673,1,0,100,0,1,1,slowRead
S1,968,1820,54,0.85,0.02,72,0.01,0.63,0.64,slowRead
OTH,108,0,74,0,0,50,0,0,0,slowHeaders
OTH,66,0,378,0,0,90,0,0,0,slowRead
S1,370,0,303,0.32,0,100,0,0.97,0.97,slowHeaders
S1,940,338,24,1,0.04,39,0.03,0.6,0.62,slowRead
OTH,102,0,107,0,0,50,0,0,0,slowRead
S1,370,0,327,0.89,0,100,0,1,1,slowBody
RSTO,892,953,50,0,0,80,0,0,0,slowHeaders
S1,370,0,52,0.96,0,100,0,0.84,0.84,slowBody
S1,577,272,348,1,0,100,0,1,1,slowHeaders
S1,716,206,123,1,0.01,99,0,1,1,slowRead
S1,400,140,349,1,0,100,0,1,1,slowHeaders
RSTO,942,887,152,0,0.01,100,0,0,0,slowRead
S1,665,140,120,0.97,0.01,96,0,0.99,0.99,slowHeaders
S1,987,338,140,1,0.01,100,0,1,1,slowRead
OTH,98,0,81,0,0,50,0,0,0,slowRead
OTH,66,0,373,0,0,86,0,0,0,slowBody
S1,370,0,324,1,0,100,0,1,1,slowHeaders
S1,621,140,681,0.99,0,96,0,0.99,0.99,slowRead
S1,370,0,213,0.06,0,100,0,0.13,0.13,slowRead
S1,222,0,670,1,0,100,0,1,1,slowHeaders
S1,370,0,603,1,0,100,0,1,1,slowBody
OTH,66,0,445,0,0,81,0,0,0,slowHeaders
S1,370,0,253,0.98,0,100,0,0.99,0.99,slowHeaders
OTH,66,0,455,0,0,79,0,0,0,slowHeaders
RSTO,872,953,192,0,0.01,99,0,0,0,slowBody
OTH,83,0,196,0,0,50,0,0,0,slowBody
RSTO,903,953,6,0,0,34,0,0,0,slowBody
RSTO,2748,1490,217,0,0,100,0,0,0,slowRead
OTH,60,0,551,0,0,80,0,0,0,slowRead
RSTO,1158,958,131,0,0,100,0,0,0,slowBody
S1,370,0,499,0.49,0,100,0,0.93,0.93,slowBody
S1,370,0,269,1,0,100,0,1,1,slowRead
S1,148,0,468,1,0,100,0,1,1,slowBody
S1,370,0,702,0.1,0,100,0,0.71,0.71,slowRead
RSTO,1020,1019,30,0,0,31,0,0,0,slowHeaders
OTH,60,0,376,0,0,86,0,0,0,slowHeaders
OTH,60,0,993,0,0,46,0,0,0,slowHeaders
S1,296,0,629,1,0,100,0,1,1,slowRead
S1,370,0,496,0.49,0,99,0,0.91,0.91,slowBody
S1,296,0,509,0.46,0,100,0,1,1,slowBody
RSTO,1024,1019,102,0,0,100,0,0,0,slowHeaders
S1,370,0,258,0.22,0,100,0,0.56,0.56,slowHeaders
OTH,66,0,586,0,0,86,0,0,0,slowBody
OTH,102,0,55,0,0,57,0,0,0,slowHeaders
OTH,60,0,1076,0,0,48,0,0,0,slowHeaders
OTH,60,0,663,0,0,67,0,0,0,slowBody
S1,74,0,724,0.99,0,100,0,1,1,slowRead
S1,296,0,440,1,0,100,0,1,1,slowBody
S1,370,0,683,0.08,0,100,0,0.52,0.52,slowRead
OTH,66,0,526,0,0,85,0,0,0,slowBody
OTH,105,0,150,0,0,50,0,0,0,slowHeaders
S1,4562,74,867,1,0,100,0,1,1,slowRead
S1,370,0,435,1,0,100,0,1,1,slowHeaders
S1,370,0,153,0.97,0,100,0,1,1,slowHeaders
OTH,60,0,943,0,0,50,0,0,0,slowHeaders
S1,296,0,23,1,0,100,0,1,1,slowRead
RSTO,1106,958,166,0,0,100,0,0,0,slowBody
S1,296,0,541,1,0,99,0,1,1,slowHeaders
S1,370,0,59,1,0,100,0,0.59,0.59,slowHeaders
OTH,60,0,94,0,0,49,0,0,0,slowRead
RSTO,911,1019,347,0.36,0,100,0,0.82,0.82,slowBody
S1,148,0,122,1,0.01,100,0,1,1,slowBody
S1,370,0,238,1,0,100,0,1,1,slowHeaders
OTH,60,0,806,0,0,50,0,0,0,slowHeaders
OTH,93,0,201,0,0,50,0,0,0,slowRead
S1,370,0,697,0.64,0,100,0,1,1,slowBody
S1,370,0,602,0.59,0,100,0,0.99,0.99,slowRead
S1,296,0,625,1,0,100,0,1,1,slowRead
S1,902,1754,200,0.96,0,100,0,1,1,slowRead
S1,296,0,111,1,0,100,0,1,1,slowBody
OTH,82,0,223,0,0,50,0,0,0,slowBody
S1,74,0,397,0.99,0,100,0,1,1,slowBody
OTH,60,0,777,0,0,31,0,0,0,slowBody
OTH,106,0,258,0,0,50,0,0,0,slowRead
S1,770,206,142,0.92,0.01,100,0,1,1,slowBody
OTH,95,0,256,0,0,50,0,0,0,slowHeaders
S1,296,0,296,1,0,100,0,1,1,slowRead
S2,3725,148,263,0.8,0,100,0,0.5,0.5,slowHeaders
S1,370,0,669,0.62,0,100,0,1,1,slowBody
OTH,60,0,623,0,0,74,0,0,0,slowRead
S1,548,140,599,0.99,0,100,0,1,1,slowBody
OTH,103,0,159,0,0,50,0,0,0,slowBody
S1,74,0,466,0.99,0,98,0,0.97,0.97,slowRead
S1,148,0,701,1,0,100,0,1,1,slowBody
S1,296,0,240,1,0,100,0,1,1,slowRead
OTH,116,0,197,0,0,50,0,0,0,slowHeaders
S1,148,0,91,0.87,0,94,0,0.84,0.84,slowHeaders
RSTO,1078,1820,204,0,0,100,0,0,0,slowRead
OTH,66,0,521,0,0,70,0,0,0,slowBody
OTH,125,0,210,0,0,50,0,0,0,slowBody
S1,665,140,177,0.99,0.01,100,0,1,1,slowHeaders
S1,296,0,496,1,0,100,0,1,1,slowBody
OTH,60,0,860,0,0,46,0,0,0,slowBody
OTH,66,0,414,0,0,85,0,0,0,slowHeaders
OTH,60,0,697,0,0,80,0,0,0,slowRead
OTH,66,0,495,0,0,91,0,0,0,slowRead
OTH,89,0,108,0,0,50,0,0,0,slowBody
S1,370,0,255,0.21,0,100,0,0.53,0.53,slowRead
S1,370,0,761,0.63,0,100,0,0.66,0.66,slowRead
S1,968,1820,44,0.82,0.02,66,0.01,0.54,0.55,slowRead
S1,296,0,615,1,0,100,0,1,1,slowBody
OTH,112,0,75,0,0,50,0,0,0,slowBody
OTH,60,0,696,0,0,50,0,0,0,slowHeaders
S1,370,0,47,0.98,0,100,0,0.8,0.8,slowHeaders
OTH,60,0,708,0,0,51,0,0,0,slowBody
S1,296,0,500,1,0,99,0,1,1,slowHeaders
S1,634,206,68,0.99,0.01,82,0.01,0.81,0.82,slowBody
RSTO,976,953,180,0,0,100,0,0,0,slowHeaders
OTH,60,0,1108,0,0,49,0,0,0,slowRead
S1,370,0,267,0.23,0,100,0,0.62,0.62,slowBody
OTH,60,0,872,0,0,50,0,0,0,slowHeaders
S1,296,0,423,1,0,100,0,1,1,slowBody
RSTO,975,1886,75,0,0,79,0,0,0,slowRead
OTH,100,0,98,0,0,50,0,0,0,slowHeaders
S1,74,0,463,1,0,100,0,1,1,slowHeaders
OTH,80,0,172,0,0,50,0,0,0,slowHeaders
S1,400,140,100,1,0.01,100,0,1,1,slowHeaders
OTH,66,0,342,0,0,81,0,0,0,slowHeaders
OTH,66,0,514,0,0,94,0,0,0,slowRead
S1,296,0,618,1,0,100,0,1,1,slowRead
OTH,106,0,168,0,0,50,0,0,0,slowBody
OTH,54,0,11,0,0,17,0,0,0,slowBody
RSTO,924,1019,136,0,0,100,0,0,0,slowHeaders
S1,296,0,517,1,0,100,0,1,1,slowBody
RSTO,938,887,176,0,0.01,100,0,0,0,slowRead
S1,296,0,672,1,0,100,0,1,1,slowRead
OTH,105,0,202,0,0,50,0,0,0,slowBody
S1,148,0,51,0.92,0.02,98,0.01,0.95,0.96,slowRead
RSTO,1131,1820,320,0,0,100,0,0,0,slowRead
OTH,159,0,83,0,0,91,0,0,0,slowBody
RSTO,1129,1024,57,0,0.02,80,0.01,0,0,slowBody
S1,148,0,378,1,0,100,0,1,1,slowBody
S1,370,0,139,0.99,0,100,0,1,1,slowBody
OTH,191,0,615,0,0,89,0,0,0,slowRead
S1,370,0,224,1,0,100,0,1,1,slowHeaders
S1,296,0,271,1,0,100,0,1,1,slowRead
S1,74,0,307,0.99,0,100,0,0.98,0.98,slowBody
OTH,66,0,582,0,0,90,0,0,0,slowBody
OTH,80,0,238,0,0,50,0,0,0,slowHeaders
OTH,113,0,10,0,0,53,0,0,0,slowHeaders
RSTO,1078,1820,167,0,0,100,0,0,0,slowRead
OTH,100,0,278,0,0,50,0,0,0,slowRead
S1,148,0,6,1,0.14,63,0.02,0.09,0.1,slowBody
S1,983,338,712,1,0,100,0,1,1,slowRead
OTH,66,0,601,0,0,90,0,0,0,slowRead
S1,370,0,16,1,0,100,0,0.16,0.16,slowHeaders
S1,370,0,267,0.23,0,100,0,0.62,0.62,slowBody
OTH,60,0,664,0,0,45,0,0,0,slowBody
OTH,121,0,46,0,0,50,0,0,0,slowBody
S1,74,0,143,0.99,0.01,100,0,1,1,slowBody
OTH,96,0,162,0,0,50,0,0,0,slowHeaders
OTH,85,0,105,0,0,50,0,0,0,slowRead
S1,296,0,354,1,0,100,0,1,1,slowRead
RSTO,1148,1024,366,0.42,0,100,0,0.92,0.92,slowBody
RSTO,1120,958,128,0,0,100,0,0,0,slowBody
S1,148,0,487,1,0,100,0,1,1,slowBody
OTH,66,0,291,0,0,54,0,0,0,slowRead
OTH,60,0,791,0,0,38,0,0,0,slowRead
S1,296,0,135,1,0,100,0,1,1,slowRead
S1,296,0,383,1,0,100,0,1,1,slowBody
S1,370,0,581,1,0,100,0,1,1,slowBody
S1,296,0,380,0.28,0,100,0,1,1,slowBody
RSTO,1131,1820,245,0,0,100,0,0,0,slowRead
RSTO,1179,1024,79,0,0,90,0,0,0,slowBody
OTH,66,0,337,0,0,70,0,0,0,slowRead
OTH,60,0,26,0,0,59,0,0,0,slowRead
OTH,60,0,822,0,0,47,0,0,0,slowBody
OTH,117,0,180,0,0,50,0,0,0,slowHeaders
S1,296,0,269,1,0,100,0,1,1,slowBody
S1,296,0,142,1,0,100,0,1,1,slowRead
OTH,60,0,814,0,0,21,0,0,0,slowBody
RSTO,967,1019,177,0,0,100,0,0,0,slowHeaders
S1,370,0,572,1,0,100,0,1,1,slowBody
OTH,60,0,638,0,0,47,0,0,0,slowHeaders
S1,296,0,120,1,0,100,0,1,1,slowRead
S1,902,1754,195,0.96,0.01,100,0,1,1,slowRead
OTH,86,0,35,0,0,54,0,0,0,slowBody
OTH,60,0,900,0,0,27,0,0,0,slowBody
S1,993,338,196,1,0.01,100,0,1,1,slowRead
RSTO,937,953,156,0,0.01,99,0,0,0,slowBody
S1,370,0,90,0.99,0,100,0,0.99,0.99,slowBody
S1,296,0,638,1,0,100,0,1,1,slowRead
OTH,66,0,364,0,0,86,0,0,0,slowBody
S1,370,0,447,1,0,100,0,1,1,slowHeaders
RSTO,3504,1424,617,0,0,100,0,0,0,slowRead
OTH,60,0,651,0,0,53,0,0,0,slowBody
S1,148,0,107,0.96,0.01,100,0,0.98,0.98,slowRead
OTH,60,0,885,0,0,45,0,0,0,slowHeaders
S1,370,0,347,0.41,0,100,0,1,1,slowHeaders
OTH,60,0,113,0,0,48,0,0,0,slowRead
OTH,60,0,946,0,0,53,0,0,0,slowHeaders
OTH,85,0,202,0,0,50,0,0,0,slowHeaders
OTH,108,0,51,0,0,59,0,0,0,slowHeaders
OTH,115,0,217,0,0,50,0,0,0,slowRead
RSTO,1066,958,147,0,0,100,0,0,0,slowBody
OTH,60,0,754,0,0,52,0,0,0,slowHeaders
RSTO,3122,1424,380,0,0,100,0,0,0,slowRead
S1,370,0,209,1,0,99,0,1,1,slowHeaders
S1,370,0,259,1,0,100,0,1,1,slowBody
OTH,66,0,525,0,0,100,0,0,0,slowHeaders
S1,296,0,286,1,0,100,0,1,1,slowRead
OTH,60,0,629,0,0,70,0,0,0,slowBody
S1,296,0,6,1,0,7,0,1,1,slowBody
OTH,96,0,157,0,0,50,0,0,0,slowHeaders
OTH,214,0,57,0,0,65,0,0,0,slowBody
S1,370,0,506,1,0,100,0,1,1,slowHeaders
OTH,90,0,18,0,0,56,0,0,0,slowHeaders
S1,296,0,31,1,0,32,0,1,1,slowRead
OTH,94,0,40,0,0,60,0,0,0,slowRead
S1,296,0,650,1,0,100,0,1,1,slowRead
OTH,112,0,184,0,0,50,0,0,0,slowHeaders
S1,370,0,361,0.37,0,100,0,1,1,slowHeaders
RSTO,1100,1886,18,0,0,62,0,0,0,slowRead
OTH,87,0,206,0,0,50,0,0,0,slowHeaders
OTH,66,0,378,0,0,99,0,0,0,slowHeaders
S1,74,0,10,0.8,0.09,71,0.01,0.11,0.11,slowBody
