% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7,11-12,18,21,26,30,32,40'

@attribute max_fpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute mean_biat numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_fpackets numeric
@attribute sflow_bpackets numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
40,-1,0,0,39872166,0,25800,0,udpFlood
40,-1,0,0,6854868,0,4281,0,udpFlood
40,-1,0,0,29747126,0,6968,0,udpFlood
40,-1,0,0,3538686,0,2134,0,udpFlood
40,-1,0,0,40038538,1144927,4260,0,udpFlood
40,-1,0,0,39088097,1270514,7246,0,udpFlood
40,-1,0,0,40026296,1144892,4272,0,udpFlood
40,-1,0,0,39961458,0,26516,0,udpFlood
40,-1,0,0,39086128,1266687,6200,0,udpFlood
40,-1,0,0,39082060,0,25876,0,udpFlood
40,-1,0,0,29738974,0,7373,0,udpFlood
40,-1,0,0,39083310,1272304,7369,0,udpFlood
40,-1,0,0,29744783,0,9832,0,udpFlood
40,-1,0,0,39087516,1267358,7356,0,udpFlood
40,-1,0,0,39872084,0,23078,0,udpFlood
40,-1,0,0,39539715,0,19795,0,udpFlood
40,-1,0,0,29745587,0,9438,0,udpFlood
40,-1,0,0,6853323,0,4139,0,udpFlood
40,-1,0,0,28738395,0,6571,0,udpFlood
40,-1,0,0,39871786,0,26081,0,udpFlood
40,-1,0,0,40052909,1142959,5554,0,udpFlood
40,-1,0,0,40049927,1303812,5697,0,udpFlood
40,-1,0,0,39539658,0,17985,0,udpFlood
40,-1,0,0,39871548,0,24550,0,udpFlood
40,-1,0,0,26587478,0,6495,0,udpFlood
40,-1,0,0,29740551,0,7468,0,udpFlood
40,-1,0,0,39085639,1265416,6026,0,udpFlood
40,-1,0,0,40051266,1143147,5403,0,udpFlood
40,-1,0,0,29748310,0,9890,0,udpFlood
40,-1,0,0,40050272,1307966,4275,0,udpFlood
40,-1,0,0,39082758,1266521,6201,0,udpFlood
40,-1,0,0,40043673,1313100,4251,0,udpFlood
40,-1,0,0,29747461,0,9478,0,udpFlood
40,-1,0,0,39541715,0,20515,0,udpFlood
40,-1,0,0,4229733,0,1480,0,udpFlood
40,-1,0,0,29743945,0,7387,0,udpFlood
40,-1,0,0,40048373,1303938,5553,0,udpFlood
40,-1,0,0,39540856,0,20021,0,udpFlood
40,-1,0,0,39541752,0,19545,0,udpFlood
40,-1,0,0,29746910,0,9096,0,udpFlood
40,-1,0,0,39963151,0,26438,0,udpFlood
40,-1,0,0,39081901,0,26060,0,udpFlood
40,-1,0,0,29747423,0,7469,0,udpFlood
40,-1,0,0,6854349,0,4106,0,udpFlood
40,-1,0,0,39541806,0,18627,0,udpFlood
40,-1,0,0,39871765,0,24839,0,udpFlood
40,-1,0,0,39075144,1265786,5893,0,udpFlood
40,-1,0,0,40039059,1310059,4503,0,udpFlood
40,-1,0,0,27328407,0,6145,0,udpFlood
40,-1,0,0,39541708,0,19051,0,udpFlood
40,-1,0,0,6854821,0,4526,0,udpFlood
40,-1,0,0,18796400,0,6439,0,udpFlood
40,-1,0,0,26117665,0,5954,0,udpFlood
40,-1,0,0,40051763,1308864,5716,0,udpFlood
40,-1,0,0,40047550,1304157,5749,0,udpFlood
40,-1,0,0,39087701,1268964,7531,0,udpFlood
40,-1,0,0,39540326,0,18190,0,udpFlood
40,-1,0,0,40052935,1307902,5780,0,udpFlood
40,-1,0,0,40052126,1310982,5607,0,udpFlood
40,-1,0,0,39963156,0,26535,0,udpFlood
40,-1,0,0,29746819,0,7536,0,udpFlood
40,-1,0,0,39089297,1266401,6221,0,udpFlood
40,-1,0,0,39871597,0,22875,0,udpFlood
40,-1,0,0,29740779,0,9781,0,udpFlood
40,-1,0,0,39871804,0,25764,0,udpFlood
40,-1,0,0,40047817,1305808,4173,0,udpFlood
40,-1,0,0,40052942,1308656,5724,0,udpFlood
40,-1,0,0,39088571,1272443,5834,0,udpFlood
40,-1,0,0,2534446,0,1378,0,udpFlood
40,-1,0,0,29362059,0,7175,0,udpFlood
40,-1,0,0,40051767,1311208,5606,0,udpFlood
40,-1,0,0,40047944,1303877,5809,0,udpFlood
40,-1,0,0,6855818,0,4219,0,udpFlood
40,-1,0,0,40049870,1307963,4427,0,udpFlood
40,-1,0,0,39089288,1270979,7408,0,udpFlood
40,-1,0,0,40040830,1308261,5273,0,udpFlood
40,-1,0,0,14290375,0,4630,0,udpFlood
40,-1,0,0,4169867,0,2596,0,udpFlood
40,-1,0,0,39089142,1267820,7299,0,udpFlood
40,-1,0,0,4171314,0,2631,0,udpFlood
40,-1,0,0,39088854,1266816,6153,0,udpFlood
40,-1,0,0,39872304,0,24424,0,udpFlood
40,-1,0,0,40038426,1307303,4443,0,udpFlood
40,-1,0,0,39082057,0,25911,0,udpFlood
40,-1,0,0,40052631,1308318,5754,0,udpFlood
40,-1,0,0,39540642,0,18234,0,udpFlood
40,-1,0,0,29748221,0,9695,0,udpFlood
40,-1,0,0,39082236,0,25994,0,udpFlood
40,-1,0,0,39087823,1264446,7192,0,udpFlood
40,-1,0,0,39539686,0,18993,0,udpFlood
40,-1,0,0,39088463,1264928,6299,0,udpFlood
40,-1,0,0,39088496,1276948,7172,0,udpFlood
40,-1,0,0,39085934,1265411,6319,0,udpFlood
40,-1,0,0,585411,0,352,0,udpFlood
40,-1,0,0,40050050,1307841,5529,0,udpFlood
40,-1,0,0,39870623,0,26035,0,udpFlood
40,-1,0,0,39081424,0,25888,0,udpFlood
40,-1,0,0,40046204,1307905,5760,0,udpFlood
40,-1,0,0,40027944,1310107,4396,0,udpFlood
40,-1,0,0,39542705,0,19663,0,udpFlood
40,-1,0,0,39541725,0,19985,0,udpFlood
40,-1,0,0,2728852,0,771,0,udpFlood
40,-1,0,0,4152064,0,2477,0,udpFlood
40,-1,0,0,40035621,1303921,4448,0,udpFlood
40,-1,0,0,40048370,1307792,4406,0,udpFlood
40,-1,0,0,40050852,1145761,4300,0,udpFlood
40,-1,0,0,39960675,0,26475,0,udpFlood
40,-1,0,0,20306778,0,6910,0,udpFlood
40,-1,0,0,40040498,1310838,4127,0,udpFlood
40,-1,0,0,40048849,1307211,5318,0,udpFlood
40,-1,0,0,6854144,0,4123,0,udpFlood
40,-1,0,0,39541769,0,17978,0,udpFlood
40,-1,0,0,40031063,1308000,4284,0,udpFlood
40,-1,0,0,29749452,0,10428,0,udpFlood
40,-1,0,0,39081903,0,25957,0,udpFlood
40,-1,0,0,39088689,1266470,6042,0,udpFlood
40,-1,0,0,29746801,0,9875,0,udpFlood
40,-1,0,0,40042558,1303867,4120,0,udpFlood
40,-1,0,0,29748155,0,9620,0,udpFlood
40,-1,0,0,4151321,0,2477,0,udpFlood
40,-1,0,0,40035462,1316507,4529,0,udpFlood
40,-1,0,0,6854432,0,4728,0,udpFlood
40,-1,0,0,40050233,1308698,5589,0,udpFlood
40,-1,0,0,40048643,1145608,5674,0,udpFlood
40,-1,0,0,29742681,0,7053,0,udpFlood
40,-1,0,0,39087515,1272238,7289,0,udpFlood
40,-1,0,0,40051566,1311247,5692,0,udpFlood
40,-1,0,0,40051529,1307998,5500,0,udpFlood
40,-1,0,0,39073979,1268717,5884,0,udpFlood
40,-1,0,0,40038034,1143562,4310,0,udpFlood
40,-1,0,0,40050854,1310236,4151,0,udpFlood
40,-1,0,0,39086652,1268293,6104,0,udpFlood
40,-1,0,0,39540679,0,17962,0,udpFlood
40,-1,0,0,16777953,0,5734,0,udpFlood
40,-1,0,0,39084598,1264570,7363,0,udpFlood
40,-1,0,0,39871814,0,25976,0,udpFlood
40,-1,0,0,39086360,1266649,6227,0,udpFlood
40,-1,0,0,39086136,1265181,7416,0,udpFlood
40,-1,0,0,39871758,0,26090,0,udpFlood
40,-1,0,0,23930755,0,5351,0,udpFlood
40,-1,0,0,39087373,1267561,6249,0,udpFlood
40,-1,0,0,4732641,0,1363,0,udpFlood
40,-1,0,0,39089597,1265600,5902,0,udpFlood
40,-1,0,0,40048899,1309371,5643,0,udpFlood
40,-1,0,0,39542671,0,19847,0,udpFlood
40,-1,0,0,40048649,1309747,4508,0,udpFlood
40,-1,0,0,39089155,1267158,7440,0,udpFlood
40,-1,0,0,39087058,1265855,6215,0,udpFlood
40,-1,0,0,29740485,0,10025,0,udpFlood
40,-1,0,0,29744653,0,9449,0,udpFlood
40,-1,0,0,39540824,0,19621,0,udpFlood
40,-1,0,0,39961485,0,26625,0,udpFlood
40,-1,0,0,39089039,1264671,7274,0,udpFlood
40,-1,0,0,40049566,1320420,5719,0,udpFlood
40,-1,0,0,2959587,0,1816,0,udpFlood
40,-1,0,0,29742577,0,7782,0,udpFlood
40,-1,0,0,40027162,1311091,4521,0,udpFlood
40,-1,0,0,6854501,0,4099,0,udpFlood
40,-1,0,0,39541689,0,19733,0,udpFlood
40,-1,0,0,14785145,0,5201,0,udpFlood
40,-1,0,0,40045425,1316552,4218,0,udpFlood
40,-1,0,0,4170961,0,2367,0,udpFlood
40,-1,0,0,23917690,0,4983,0,udpFlood
40,-1,0,0,11258681,0,3898,0,udpFlood
40,-1,0,0,39087534,1270702,6293,0,udpFlood
40,-1,0,0,6855155,0,4161,0,udpFlood
40,-1,0,0,29743280,0,11329,0,udpFlood
40,-1,0,0,40052947,1315012,4197,0,udpFlood
40,-1,0,0,39088734,1267017,7496,0,udpFlood
40,-1,0,0,29748177,0,7168,0,udpFlood
40,-1,0,0,39541732,0,19312,0,udpFlood
40,-1,0,0,39872710,0,24329,0,udpFlood
40,-1,0,0,29747590,0,10133,0,udpFlood
40,-1,0,0,29746255,0,9939,0,udpFlood
40,-1,0,0,23926612,0,5248,0,udpFlood
40,-1,0,0,29732092,0,6997,0,udpFlood
40,-1,0,0,39087365,1267043,6061,0,udpFlood
40,-1,0,0,24814485,0,8808,0,udpFlood
40,-1,0,0,29744975,0,11492,0,udpFlood
40,-1,0,0,39962794,0,26398,0,udpFlood
40,-1,0,0,23928314,0,5512,0,udpFlood
40,-1,0,0,4169556,0,2227,0,udpFlood
40,-1,0,0,40049518,1307238,5495,0,udpFlood
40,-1,0,0,40043999,1323028,4354,0,udpFlood
40,-1,0,0,39537737,0,19448,0,udpFlood
40,-1,0,0,39871616,0,22610,0,udpFlood
40,-1,0,0,40031417,1313446,4269,0,udpFlood
40,-1,0,0,39540848,0,18869,0,udpFlood
40,-1,0,0,21792758,0,7934,0,udpFlood
40,-1,0,0,39086987,1271725,6244,0,udpFlood
40,-1,0,0,29748552,0,9738,0,udpFlood
40,-1,0,0,40052679,1145762,5439,0,udpFlood
40,-1,0,0,2969744,0,1839,0,udpFlood
40,-1,0,0,39538523,0,17677,0,udpFlood
40,-1,0,0,40048364,1143565,4441,0,udpFlood
40,-1,0,0,40050768,1149135,5395,0,udpFlood
40,-1,0,0,39872366,0,22833,0,udpFlood
40,-1,0,0,39082989,1266526,6243,0,udpFlood
40,-1,0,0,39086421,1265750,6252,0,udpFlood
40,-1,0,0,6854295,0,4385,0,udpFlood
40,-1,0,0,6855419,0,4045,0,udpFlood
40,-1,0,0,39872717,0,22849,0,udpFlood
40,-1,0,0,39086070,1269430,7081,0,udpFlood
40,-1,0,0,29744053,0,7492,0,udpFlood
40,-1,0,0,29745976,0,11508,0,udpFlood
40,-1,0,0,39540592,0,18628,0,udpFlood
40,-1,0,0,39088476,1272173,7233,0,udpFlood
40,-1,0,0,29742365,0,11430,0,udpFlood
40,-1,0,0,39540872,0,18178,0,udpFlood
40,-1,0,0,40051461,1308073,5805,0,udpFlood
40,-1,0,0,3225769,0,1042,0,udpFlood
40,-1,0,0,39081741,0,25867,0,udpFlood
40,-1,0,0,40051605,1313649,4228,0,udpFlood
40,-1,0,0,6854772,0,4313,0,udpFlood
40,-1,0,0,40049166,1315226,4236,0,udpFlood
40,-1,0,0,6854909,0,4171,0,udpFlood
40,-1,0,0,39089147,1266107,5885,0,udpFlood
40,-1,0,0,40040575,1303902,4224,0,udpFlood
40,-1,0,0,39872658,0,24612,0,udpFlood
40,-1,0,0,6855379,0,4071,0,udpFlood
40,-1,0,0,39088471,1269139,7371,0,udpFlood
40,-1,0,0,39538918,0,18426,0,udpFlood
40,-1,0,0,39082604,0,26042,0,udpFlood
40,-1,0,0,39871594,0,22552,0,udpFlood
40,-1,0,0,39542647,0,19687,0,udpFlood
40,-1,0,0,39539825,0,18300,0,udpFlood
40,-1,0,0,39539925,0,20321,0,udpFlood
40,-1,0,0,6855057,0,4324,0,udpFlood
40,-1,0,0,40049456,1321889,4271,0,udpFlood
40,-1,0,0,39542721,0,20153,0,udpFlood
40,-1,0,0,29743541,0,7226,0,udpFlood
40,-1,0,0,40049166,1305723,4382,0,udpFlood
40,-1,0,0,39538918,0,18439,0,udpFlood
40,-1,0,0,39089011,1265788,7275,0,udpFlood
40,-1,0,0,29735126,0,7963,0,udpFlood
40,-1,0,0,39089246,1265545,5731,0,udpFlood
40,-1,0,0,29326270,0,10956,0,udpFlood
40,-1,0,0,39089747,1266566,6164,0,udpFlood
40,-1,0,0,40040917,1149813,4339,0,udpFlood
40,-1,0,0,40047806,1312883,4303,0,udpFlood
40,-1,0,0,40052613,1310151,5713,0,udpFlood
40,-1,0,0,6855069,0,4134,0,udpFlood
40,-1,0,0,40048777,1143194,5513,0,udpFlood
40,-1,0,0,40048858,1142955,5530,0,udpFlood
40,-1,0,0,39089617,1265630,6386,0,udpFlood
40,-1,0,0,40021077,1310066,4260,0,udpFlood
40,-1,0,0,29746227,0,11489,0,udpFlood
40,-1,0,0,39870994,0,24858,0,udpFlood
40,-1,0,0,6853848,0,4039,0,udpFlood
40,-1,0,0,2959261,0,1805,0,udpFlood
40,-1,0,0,29746800,0,7602,0,udpFlood
40,-1,0,0,4170216,0,2414,0,udpFlood
40,-1,0,0,29749120,0,9558,0,udpFlood
40,-1,0,0,26581528,0,6419,0,udpFlood
40,-1,0,0,39086610,1264484,7326,0,udpFlood
40,-1,0,0,39872358,0,22552,0,udpFlood
40,-1,0,0,40048874,1314410,4552,0,udpFlood
40,-1,0,0,29741131,0,10029,0,udpFlood
40,-1,0,0,29742040,0,9642,0,udpFlood
40,-1,0,0,6855899,0,4118,0,udpFlood
40,-1,0,0,40050693,1315878,4142,0,udpFlood
40,-1,0,0,29744776,0,7004,0,udpFlood
40,-1,0,0,40052258,1311846,4417,0,udpFlood
40,-1,0,0,39541769,0,19128,0,udpFlood
40,-1,0,0,40042651,1309208,4621,0,udpFlood
40,-1,0,0,39088856,1266378,6258,0,udpFlood
40,-1,0,0,39873047,0,24814,0,udpFlood
40,-1,0,0,40052245,1320349,5653,0,udpFlood
40,-1,0,0,29747459,0,7486,0,udpFlood
40,-1,0,0,39088200,1265776,7298,0,udpFlood
40,-1,0,0,23315946,0,8481,0,udpFlood
40,-1,0,0,29743245,0,11044,0,udpFlood
40,-1,0,0,39084905,1269439,7517,0,udpFlood
40,-1,0,0,6853327,0,4332,0,udpFlood
40,-1,0,0,39961487,0,26434,0,udpFlood
40,-1,0,0,39088761,1269839,7187,0,udpFlood
40,-1,0,0,29744175,0,11689,0,udpFlood
40,-1,0,0,39088202,1269125,7120,0,udpFlood
40,-1,0,0,2968705,0,1778,0,udpFlood
40,-1,0,0,40051435,1309388,5877,0,udpFlood
40,-1,0,0,585073,0,302,0,udpFlood
40,-1,0,0,39961657,0,26319,0,udpFlood
40,-1,0,0,39534791,0,20269,0,udpFlood
40,-1,0,0,6853319,0,4377,0,udpFlood
40,-1,0,0,23935402,0,5076,0,udpFlood
40,-1,0,0,39960449,0,26393,0,udpFlood
40,-1,0,0,40042306,1312827,4280,0,udpFlood
40,-1,0,0,4170195,0,2266,0,udpFlood
40,-1,0,0,39087808,1272198,7312,0,udpFlood
40,-1,0,0,24922590,0,5427,0,udpFlood
40,-1,0,0,1588005,0,1052,0,udpFlood
40,-1,0,0,39088769,1266629,6141,0,udpFlood
40,-1,0,0,2970476,0,1758,0,udpFlood
40,-1,0,0,29736596,0,7506,0,udpFlood
40,-1,0,0,29745400,0,7324,0,udpFlood
40,-1,0,0,23887045,0,5179,0,udpFlood
40,-1,0,0,40047542,1311857,4365,0,udpFlood
40,-1,0,0,39085735,1265249,7319,0,udpFlood
40,-1,0,0,39089149,1265445,7188,0,udpFlood
40,-1,0,0,40052297,1310923,5575,0,udpFlood
40,-1,0,0,29742853,0,9660,0,udpFlood
40,-1,0,0,39084657,1267595,7337,0,udpFlood
40,-1,0,0,39088729,1267746,6028,0,udpFlood
40,-1,0,0,39537738,0,19823,0,udpFlood
40,-1,0,0,29744626,0,11630,0,udpFlood
40,-1,0,0,39960351,0,26412,0,udpFlood
40,-1,0,0,40031475,1318627,4197,0,udpFlood
40,-1,0,0,40051452,1313132,5688,0,udpFlood
40,-1,0,0,9748986,0,3173,0,udpFlood
40,-1,0,0,29747102,0,7388,0,udpFlood
40,-1,0,0,39960463,0,26251,0,udpFlood
40,-1,0,0,39541742,0,20433,0,udpFlood
40,-1,0,0,39539734,0,20190,0,udpFlood
40,-1,0,0,6855829,0,4119,0,udpFlood
40,-1,0,0,39084607,1265872,6129,0,udpFlood
40,-1,0,0,40050631,1314976,4313,0,udpFlood
88,535,240,641,2008167,1962051,2,2,httpFlood
88,535,240,18242,95487,0,5,4,httpFlood
88,535,240,532,1587394,1537870,2,2,httpFlood
88,535,240,146587,482164,0,5,4,httpFlood
88,535,240,1430,7568986,1990923,2,1,httpFlood
88,535,240,2022,1734442,1683887,2,2,httpFlood
88,535,240,690,2045290,1997787,2,2,httpFlood
88,535,240,743,1588811,1542227,2,2,httpFlood
88,535,240,152474,503230,0,5,4,httpFlood
88,535,240,932,2040296,1996682,2,2,httpFlood
88,535,240,30352,134783,0,5,4,httpFlood
88,535,240,475,1976537,1931519,2,2,httpFlood
88,535,240,505,3544088,1506793,2,1,httpFlood
88,535,240,14434,88362,0,5,4,httpFlood
88,535,240,977,2027364,1982689,2,2,httpFlood
88,535,240,10781,77406,0,5,4,httpFlood
88,60,5,967,974,0,3,2,httpFlood
88,535,240,6067,2016807,1962893,2,2,httpFlood
88,60,5,1105,1112,0,3,2,httpFlood
88,535,240,764,2001543,1956831,2,2,httpFlood
88,535,240,738,2005410,1955775,2,2,httpFlood
88,535,240,587,2043524,1994096,2,2,httpFlood
88,535,240,22797,109823,0,5,4,httpFlood
88,535,240,1033,2037270,1990861,2,2,httpFlood
88,535,240,471,1586794,1537990,2,2,httpFlood
88,535,240,13406,84293,0,5,4,httpFlood
88,535,240,1234,2018953,1973401,2,2,httpFlood
88,535,240,148402,487474,0,5,4,httpFlood
88,535,240,3840,53680,0,5,4,httpFlood
88,535,240,858,1579485,1533100,2,2,httpFlood
88,535,240,506,2042263,1996524,2,2,httpFlood
88,535,240,617,2033008,1990172,2,2,httpFlood
88,535,240,652,15571572,1960776,2,1,httpFlood
88,535,240,839,2012577,1963322,2,2,httpFlood
88,535,240,4321,56964,0,5,4,httpFlood
88,535,240,12924,84126,0,5,4,httpFlood
88,60,5,2226,2233,0,3,2,httpFlood
88,535,240,636,2013761,1971380,2,2,httpFlood
88,535,240,750,1573838,1527309,2,2,httpFlood
88,535,240,148765,489338,0,5,4,httpFlood
88,535,240,151821,501393,0,5,4,httpFlood
88,535,240,540,1587176,1541329,2,2,httpFlood
88,535,240,313773,985059,0,5,4,httpFlood
88,535,240,17401,3576245,3479621,3,2,httpFlood
88,535,240,936,2010743,1962782,2,2,httpFlood
88,535,240,403,1607508,1559660,2,2,httpFlood
88,535,240,596,2043920,1994254,2,2,httpFlood
88,535,240,683,2028316,1983105,2,2,httpFlood
88,535,240,1013,2012943,1967530,2,2,httpFlood
88,535,240,1254,2043887,1996977,2,2,httpFlood
88,535,240,689,1597639,1548640,2,2,httpFlood
88,535,240,665,3523862,1484556,2,1,httpFlood
88,535,240,807,1574693,1531485,2,2,httpFlood
88,535,240,15481,92203,0,5,4,httpFlood
88,535,240,581,2036029,1987586,2,2,httpFlood
88,535,240,810,7573575,1970510,2,1,httpFlood
88,535,240,13218,81056,0,5,4,httpFlood
88,535,240,1124,2033559,1988942,2,2,httpFlood
88,535,240,70668,255461,0,5,4,httpFlood
88,535,240,12917,11589385,11508295,3,2,httpFlood
88,535,240,666,1574140,1528869,2,2,httpFlood
88,535,240,793,2025214,1979364,2,2,httpFlood
88,535,240,11979,79192,0,5,4,httpFlood
88,535,240,815,1992078,1942264,2,2,httpFlood
88,60,5,1050,1081,0,3,2,httpFlood
88,535,240,8504,72523,0,5,4,httpFlood
88,535,240,876,2005085,1955629,2,2,httpFlood
88,535,240,1004,1594012,1547979,2,2,httpFlood
88,535,240,15619,91067,0,5,4,httpFlood
88,535,240,1360,2030425,1984623,2,2,httpFlood
88,535,240,755,2039196,1992547,2,2,httpFlood
88,535,240,807,2041571,1997646,2,2,httpFlood
88,535,240,613,1608703,1563287,2,2,httpFlood
88,535,240,7766,67183,0,5,4,httpFlood
88,535,240,5252,58906,0,5,4,httpFlood
88,535,240,552,1594631,1551038,2,2,httpFlood
88,535,240,12306,80398,0,5,4,httpFlood
88,535,240,648,1618864,1573526,2,2,httpFlood
88,535,240,4967,15560814,15502060,3,2,httpFlood
88,535,240,1039,3573889,1580072,2,1,httpFlood
88,535,240,850,1975196,1929409,2,2,httpFlood
88,535,240,888,1602638,1556976,2,2,httpFlood
88,535,240,580,13559264,1984141,2,1,httpFlood
88,535,240,722,1574147,1527983,2,2,httpFlood
88,535,240,13875,85909,0,5,4,httpFlood
88,535,240,639,2004017,1957716,2,2,httpFlood
88,535,240,381,9546592,1997750,2,1,httpFlood
88,535,240,807,1586500,1537347,2,2,httpFlood
88,535,240,916,1588337,1541246,2,2,httpFlood
88,535,240,619,1975576,1930619,2,2,httpFlood
88,535,240,622,1572050,1526390,2,2,httpFlood
88,535,240,612,1967880,1921076,2,2,httpFlood
88,535,240,20722,106348,0,5,4,httpFlood
88,535,240,103572,2215320,1965945,3,2,httpFlood
88,535,240,559,2025747,1982441,2,2,httpFlood
88,535,240,237350,12264481,11509932,3,2,httpFlood
88,535,240,400,1602516,1558919,2,2,httpFlood
88,535,240,315350,991377,0,5,4,httpFlood
88,535,240,930,1588710,1542459,2,2,httpFlood
88,535,240,153503,504153,0,5,4,httpFlood
88,535,240,618,13572373,1933774,2,1,httpFlood
88,535,240,7108,15580369,15514394,3,2,httpFlood
88,535,240,1382,2034719,1989769,2,2,httpFlood
88,535,240,667,1590632,1540421,2,2,httpFlood
88,535,240,18312,101839,0,5,4,httpFlood
88,535,240,1108,1966515,1920029,2,2,httpFlood
88,535,240,628,3543574,1510409,2,1,httpFlood
88,535,240,1012,1233467,1187121,2,2,httpFlood
88,60,5,895,924,0,3,2,httpFlood
88,535,240,954,1604386,1556893,2,2,httpFlood
88,535,240,703,1587082,1542822,2,2,httpFlood
88,535,240,853,9554687,1987659,2,1,httpFlood
88,535,240,1341,1606271,1558786,2,2,httpFlood
88,535,240,9596,72643,0,5,4,httpFlood
88,535,240,806,2041136,1994577,2,2,httpFlood
88,535,240,148769,491685,0,5,4,httpFlood
88,535,240,636,1992248,1949456,2,2,httpFlood
88,60,5,1100,1105,0,3,2,httpFlood
88,535,240,806,7533341,1994203,2,1,httpFlood
88,535,240,1157,2015191,1969824,2,2,httpFlood
88,535,240,854,11563286,1975178,2,1,httpFlood
88,535,240,629,2044907,1994566,2,2,httpFlood
88,535,240,7136,13572997,13506108,3,2,httpFlood
88,535,240,674,1597390,1550175,2,2,httpFlood
88,535,240,457,2039526,1989820,2,2,httpFlood
88,535,240,8124,66963,0,5,4,httpFlood
88,535,240,878,1586474,1536666,2,2,httpFlood
88,535,240,8490,70713,0,5,4,httpFlood
88,535,240,151439,499079,0,5,4,httpFlood
88,535,240,5226,58600,0,5,4,httpFlood
88,535,240,350,3535357,1487763,2,1,httpFlood
88,535,240,963,5554035,1979586,2,1,httpFlood
88,535,240,471,2038142,1993830,2,2,httpFlood
88,535,240,799,2010329,1965858,2,2,httpFlood
88,535,240,14705,5580245,5492049,3,2,httpFlood
88,535,240,148177,487267,0,5,4,httpFlood
88,535,240,25142,1601858,1480986,3,2,httpFlood
88,535,240,12335,91751,0,5,4,httpFlood
88,535,240,148236,486779,0,5,4,httpFlood
88,535,240,680,1578181,1534076,2,2,httpFlood
88,535,240,13167,83071,0,5,4,httpFlood
88,535,240,395,2037996,1994925,2,2,httpFlood
88,535,240,709,9559117,1988394,2,1,httpFlood
88,535,240,520,2036485,1993665,2,2,httpFlood
88,535,240,835,2034559,1989963,2,2,httpFlood
88,535,240,7595,65076,0,5,4,httpFlood
88,535,240,837,1575448,1529161,2,2,httpFlood
88,535,240,1276,1591313,1543909,2,2,httpFlood
88,535,240,721,2042425,1995659,2,2,httpFlood
88,535,240,814,11553787,1989490,2,1,httpFlood
88,535,240,764,1585436,1540232,2,2,httpFlood
88,60,5,1073,1084,0,3,2,httpFlood
88,535,240,1251,1599262,1547713,2,2,httpFlood
88,535,240,918,1597069,1550369,2,2,httpFlood
88,535,240,1029,2037588,1991785,2,2,httpFlood
88,535,240,21449,111905,0,5,4,httpFlood
88,535,240,642,2034053,1988920,2,2,httpFlood
88,535,240,662,2032869,1987830,2,2,httpFlood
88,535,240,26955,124030,0,5,4,httpFlood
88,535,240,3492,1576758,1525554,2,2,httpFlood
88,535,240,1149,2035698,1988707,2,2,httpFlood
88,535,240,152740,503409,0,5,4,httpFlood
88,535,240,5191,58635,0,5,4,httpFlood
88,535,240,6743,63989,0,5,4,httpFlood
88,535,240,659,1598462,1549032,2,2,httpFlood
88,535,240,1362,2042658,1993619,2,2,httpFlood
88,535,240,416,1604816,1557049,2,2,httpFlood
88,535,240,644,1999288,1952888,2,2,httpFlood
88,535,240,758,15555398,1979989,2,1,httpFlood
88,535,240,661,1572777,1528295,2,2,httpFlood
88,535,240,6079,59917,0,5,4,httpFlood
88,535,240,12774,83030,0,5,4,httpFlood
88,535,240,912,1599328,1553810,2,2,httpFlood
88,535,240,712,2037686,1993025,2,2,httpFlood
88,535,240,411,5532566,1995952,2,1,httpFlood
88,535,240,808,9553384,1989849,2,1,httpFlood
88,535,240,145641,481096,0,5,4,httpFlood
88,60,5,1038,1062,0,3,2,httpFlood
88,535,240,4768,61577,0,5,4,httpFlood
88,535,240,803,1574699,1526965,2,2,httpFlood
88,535,240,143206,471315,0,5,4,httpFlood
88,535,240,150866,501930,0,5,4,httpFlood
88,535,240,1147,5546682,1993512,2,1,httpFlood
88,535,240,27365,125105,0,5,4,httpFlood
88,535,240,314751,989392,0,5,4,httpFlood
88,60,5,1073,1080,0,3,2,httpFlood
88,535,240,1329,2034678,1989521,2,2,httpFlood
88,535,240,997,1601252,1554481,2,2,httpFlood
88,535,240,497,2041599,1995976,2,2,httpFlood
88,535,240,722,3517252,1473659,2,1,httpFlood
88,535,240,21941,110422,0,5,4,httpFlood
88,535,240,500,11560635,1985962,2,1,httpFlood
88,535,240,10315,75591,0,5,4,httpFlood
88,535,240,1396,2042650,1995938,2,2,httpFlood
88,535,240,583,1991094,1945161,2,2,httpFlood
88,535,240,694,2020328,1977082,2,2,httpFlood
88,535,240,8117,67059,0,5,4,httpFlood
88,535,240,1323,2035233,1989883,2,2,httpFlood
88,535,240,544,9557047,1988461,2,1,httpFlood
88,535,240,26954,11639509,11513918,3,2,httpFlood
88,535,240,655,1572103,1522399,2,2,httpFlood
