% isAttack normal:	1000
% isAttack highrate:	500
% isAttack lowrate:	500
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8-9,16,18,21-22,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
S1,148,498,497,0,100,0,0,lowrate
RSTO,1105,97,97,0,98,0,0,lowrate
S1,74,503,503,0,100,0,0,lowrate
S1,665,101,101,0,97,0,0,lowrate
OTH,95,25,25,0,85,0,0,lowrate
S1,296,480,480,0,100,0,0,lowrate
S1,707,190,190,0,100,0,0,lowrate
S1,148,398,397,0,100,0,0,lowrate
OTH,66,596,596,0,90,0,0,lowrate
S1,296,227,227,0,100,0,0,lowrate
OTH,60,501,501,0,87,0,0,lowrate
OTH,117,269,269,0,50,0,0,lowrate
S1,370,250,250,0,100,0,0,lowrate
S1,296,234,234,0,100,0,0,lowrate
RSTO,1020,9,9,0,10,0,0,lowrate
S1,296,376,376,0,100,0,0,lowrate
S1,370,306,306,0,100,0,0,lowrate
RSTO,1306,279,279,0,100,0,0,lowrate
OTH,66,340,340,0,75,0,0,lowrate
OTH,60,955,955,0,34,0.03,0,lowrate
S1,296,773,773,0,100,0,0,lowrate
RSTO,912,707,707,0,100,0,0,lowrate
RSTO,1137,160,159,0,100,0,0,lowrate
S1,370,444,444,0,100,0,0,lowrate
S1,222,886,886,0,100,0,0,lowrate
OTH,66,522,522,0,83,0,0,lowrate
S1,370,234,234,0,100,0,0,lowrate
S1,370,568,568,0,100,0,0,lowrate
RSTO,2822,359,359,0,100,0,0,lowrate
OTH,66,541,541,0,100,0,0,lowrate
RSTO,1034,192,192,0,100,0,0,lowrate
OTH,66,382,382,0,85,0,0,lowrate
S1,370,566,566,0,100,0,0,lowrate
OTH,97,254,254,0,50,0,0,lowrate
S1,296,547,547,0,100,0,0,lowrate
S1,222,947,947,0,100,0,0,lowrate
S1,222,668,668,0,100,0,0,lowrate
S1,222,134,134,0,100,0,0,lowrate
S1,770,182,181,0,100,0,0,lowrate
OTH,60,970,970,0,29,0,0,lowrate
RSTO,1308,510,510,0,100,0,0,lowrate
OTH,60,913,913,0,40,0,0,lowrate
S1,222,880,880,0,100,0,0,lowrate
OTH,60,945,945,0,37,0,0,lowrate
OTH,60,668,668,0,70,0.01,0,lowrate
OTH,60,640,640,0,48,0,0,lowrate
S1,222,396,395,0,100,0,0,lowrate
S1,370,465,465,0,100,0,0,lowrate
OTH,85,266,266,0,50,0,0,lowrate
S1,761,102,101,0,99,0,0,lowrate
OTH,60,750,750,0,51,0,0,lowrate
S1,148,162,161,0,100,0,0,lowrate
S1,296,164,164,0,100,0,0,lowrate
OTH,112,178,178,0,50,0,0,lowrate
S1,222,661,661,0,100,0,0,lowrate
S1,370,912,911,0,100,0,0,lowrate
S1,718,76,75,0,84,0,0,lowrate
OTH,60,350,350,0,75,0.01,0,lowrate
S1,296,510,510,0,100,0,0,lowrate
S1,148,235,235,0,100,0,0,lowrate
S1,296,127,127,0,100,0,0,lowrate
S1,296,244,244,0,100,0,0,lowrate
OTH,107,19,19,0,61,0,0,lowrate
S1,370,282,282,0,100,0,0,lowrate
S1,148,173,172,0,100,0,0,lowrate
S1,296,307,307,0,100,0,0,lowrate
S1,296,657,657,0,100,0,0,lowrate
OTH,60,952,952,0,53,0.02,0,lowrate
S1,296,562,562,0,100,0,0,lowrate
RSTO,1002,168,168,0,100,0,0,lowrate
S1,296,84,84,0,100,0,0,lowrate
OTH,183,603,603,0,93,0,0,lowrate
S1,296,611,611,0,100,0,0,lowrate
S1,222,102,102,0,100,0,0,lowrate
OTH,408,300,300,0,50,0,0,lowrate
S1,296,380,380,0,100,0,0,lowrate
RSTO,2321,592,592,0,100,0,0,lowrate
S1,148,122,122,0,100,0,0,lowrate
S1,296,635,635,0,100,0,0,lowrate
S1,296,109,109,0,100,0,0,lowrate
RSTO,946,58,58,0,84,0,0,lowrate
OTH,66,536,536,0,71,0,0,lowrate
RSTO,3504,586,586,0,100,0,0,lowrate
RSTO,1087,113,113,0,100,0,0,lowrate
OTH,66,290,290,0,53,0,0,lowrate
S1,296,343,343,0,100,0,0,lowrate
OTH,66,338,338,0,75,0,0,lowrate
S1,370,239,239,0,100,0,0,lowrate
S1,296,398,398,0,100,0,0,lowrate
OTH,92,98,98,0,50,0,0,lowrate
RSTO,1123,60,60,0,75,0,0,lowrate
OTH,60,869,869,0,47,0.02,0,lowrate
S1,296,627,627,0,100,0,0,lowrate
S1,370,278,278,0,100,0,0,lowrate
OTH,125,201,201,0,50,0,0,lowrate
S1,296,855,855,0,100,0,0,lowrate
RSTO,1145,165,165,0,99,0,0,lowrate
RSTO,1256,233,233,0,100,0,0,lowrate
S1,74,731,730,0,100,0,0,lowrate
RSTO,1144,134,134,0,100,0,0,lowrate
OTH,60,837,837,0,49,0,0,lowrate
S1,296,89,89,0,100,0,0,lowrate
RSTO,1069,368,368,0,100,0,0,lowrate
OTH,93,163,163,0,50,0,0,lowrate
OTH,60,646,646,0,55,0.02,0,lowrate
S1,74,143,143,0,100,0,0,lowrate
S2,1379,48,48,0,60,0,0,lowrate
S1,548,524,523,0,89,0,0,lowrate
S1,734,26,25,0,67,0,0,lowrate
OTH,115,238,238,0,50,0,0,lowrate
OTH,60,956,956,0,46,0.02,0,lowrate
OTH,60,629,629,0,47,0.02,0,lowrate
S1,74,521,520,0,100,0,0,lowrate
OTH,60,1121,1121,0,55,0,0,lowrate
OTH,66,420,420,0,89,0,0,lowrate
S1,370,316,315,0,100,0,0,lowrate
S2,3954,894,893,0,100,0,0,lowrate
S1,370,177,177,0,100,0,0,lowrate
RSTO,919,75,75,0,90,0,0,lowrate
OTH,60,783,783,0,44,0.02,0,lowrate
RSTO,1131,250,250,0,100,0,0,lowrate
RSTO,1169,71,70,0,84,0,0,lowrate
OTH,60,1117,1117,0,54,0,0,lowrate
S1,370,314,314,0,100,0,0,lowrate
OTH,408,0,0,0,0,0,0,lowrate
OTH,102,73,73,0,50,0,0,lowrate
S1,222,85,85,0,98,0,0,lowrate
S1,296,428,427,0,100,0,0,lowrate
S1,370,318,318,0,100,0,0,lowrate
RSTO,1011,83,83,0,84,0,0,lowrate
S1,296,436,436,0,100,0,0,lowrate
S1,370,225,225,0,100,0,0,lowrate
OTH,60,672,672,0,91,0.01,0,lowrate
OTH,85,263,263,0,50,0,0,lowrate
OTH,60,642,642,0,66,0,0,lowrate
OTH,60,911,911,0,31,0.03,0,lowrate
S1,296,433,432,0,100,0,0,lowrate
S1,548,505,505,0,100,0,0,lowrate
S1,222,853,853,0,100,0,0,lowrate
OTH,60,905,905,0,46,0.02,0,lowrate
OTH,60,1035,1035,0,53,0,0,lowrate
S1,665,89,89,0,94,0,0,lowrate
OTH,486,1,1,0,5,0,0,lowrate
S1,370,313,313,0,100,0,0,lowrate
OTH,180,202,202,0,100,0,0,lowrate
S1,1129,204,203,0,99,0,0,lowrate
OTH,132,604,604,0,93,0,0,lowrate
OTH,66,573,573,0,72,0,0,lowrate
RSTO,1019,46,46,0,47,0,0,lowrate
S1,370,332,332,0,100,0,0,lowrate
OTH,66,368,368,0,82,0,0,lowrate
OTH,109,169,169,0,50,0,0,lowrate
S1,370,237,237,0,100,0,0,lowrate
S1,296,185,185,0,100,0,0,lowrate
S1,148,143,142,0,100,0,0,lowrate
RSTO,966,194,194,0,100,0,0,lowrate
S1,222,582,582,0,100,0,0,lowrate
OTH,60,917,917,0,17,0.06,0,lowrate
S1,370,327,327,0,100,0,0,lowrate
S1,74,175,174,0,100,0,0,lowrate
RSTO,1157,70,70,0,88,0,0,lowrate
OTH,78,188,188,0,50,0,0,lowrate
OTH,54,17,17,0,17,0.06,0,lowrate
RSTO,975,106,106,0,100,0,0,lowrate
S1,370,290,289,0,100,0,0,lowrate
RSTO,945,420,420,0,100,0,0,lowrate
S1,296,350,350,0,100,0,0,lowrate
OTH,66,581,581,0,81,0,0,lowrate
S1,370,299,299,0,100,0,0,lowrate
S1,370,233,233,0,100,0,0,lowrate
OTH,60,649,649,0,53,0,0,lowrate
S1,296,326,326,0,100,0,0,lowrate
OTH,60,938,938,0,37,0,0,lowrate
RSTO,1041,419,419,0,100,0,0,lowrate
S1,370,298,298,0,100,0,0,lowrate
OTH,115,523,523,0,89,0,0,lowrate
RSTO,934,705,705,0,100,0,0,lowrate
S1,296,606,606,0,100,0,0,lowrate
S1,148,134,133,0,100,0,0,lowrate
OTH,60,1080,1080,0,48,0.02,0,lowrate
OTH,113,16,16,0,30,0,0,lowrate
S1,222,397,396,0,100,0,0,lowrate
S1,296,327,327,0,100,0,0,lowrate
OTH,60,914,914,0,47,0,0,lowrate
OTH,106,182,182,0,50,0,0,lowrate
S1,370,265,264,0,100,0,0,lowrate
S1,370,820,820,0,100,0,0,lowrate
S1,370,681,680,0,100,0,0,lowrate
S1,296,41,41,0,100,0,0,lowrate
S1,760,179,178,0,100,0,0,lowrate
OTH,66,293,293,0,56,0,0,lowrate
OTH,60,1064,1064,0,50,0.02,0,lowrate
OTH,643,1,1,0,20,0,0,lowrate
S1,370,225,225,0,100,0,0,lowrate
S1,148,82,82,0,94,0,0,lowrate
S1,296,634,634,0,100,0,0,lowrate
OTH,60,682,682,0,49,0,0,lowrate
S1,370,250,250,0,100,0,0,lowrate
S1,370,723,723,0,100,0,0,lowrate
S1,296,645,645,0,100,0,0,lowrate
OTH,60,765,765,0,39,0.03,0,lowrate
OTH,96,128,128,0,50,0,0,lowrate
S1,370,260,260,0,100,0,0,lowrate
OTH,60,3,3,0,54,0.04,0,lowrate
S1,665,496,495,0,94,0,0,lowrate
OTH,60,936,936,0,35,0,0,lowrate
OTH,120,193,193,0,50,0,0,lowrate
OTH,100,102,102,0,50,0,0,lowrate
OTH,66,577,577,0,83,0,0,lowrate
OTH,83,242,242,0,50,0,0,lowrate
S1,370,350,349,0,100,0,0,lowrate
S1,296,283,283,0,100,0,0,lowrate
OTH,158,227,227,0,100,0,0,lowrate
OTH,66,337,337,0,79,0,0,lowrate
S1,771,515,515,0,100,0,0,lowrate
S1,222,626,625,0,100,0,0,lowrate
OTH,637,7,7,0,32,0,0,lowrate
OTH,66,370,370,0,95,0,0,lowrate
S1,148,114,114,0,100,0,0,lowrate
S1,772,368,367,0,100,0,0,lowrate
OTH,60,788,788,0,37,0.03,0,lowrate
S1,222,566,566,0,100,0,0,lowrate
OTH,88,520,520,0,83,0,0,lowrate
RSTO,1168,362,362,0,100,0,0,lowrate
OTH,60,347,347,0,79,0.01,0,lowrate
RSTO,947,220,220,0,100,0,0,lowrate
OTH,97,193,193,0,50,0,0,lowrate
OTH,60,1046,1046,0,49,0.02,0,lowrate
S1,611,116,115,0,100,0,0,lowrate
RSTO,1114,143,143,0,100,0,0,lowrate
S1,720,183,182,0,99,0,0,lowrate
OTH,54,5,5,0,18,0.11,0,lowrate
OTH,66,504,504,0,84,0,0,lowrate
OTH,112,144,144,0,50,0,0,lowrate
OTH,103,220,220,0,50,0,0,lowrate
OTH,60,881,881,0,34,0.03,0,lowrate
S1,296,496,496,0,100,0,0,lowrate
S1,74,231,230,0,100,0,0,lowrate
OTH,66,120,120,0,59,0,0,lowrate
S2,1393,431,431,0,100,0,0,lowrate
S1,222,730,730,0,100,0,0,lowrate
S1,370,465,464,0,100,0,0,lowrate
OTH,66,536,536,0,80,0,0,lowrate
OTH,60,800,800,0,47,0.02,0,lowrate
S1,296,663,663,0,100,0,0,lowrate
OTH,97,187,187,0,50,0,0,lowrate
OTH,94,120,120,0,50,0,0,lowrate
OTH,66,492,492,0,91,0,0,lowrate
S1,370,264,264,0,100,0,0,lowrate
OTH,60,981,981,0,45,0,0,lowrate
OTH,108,71,71,0,50,0,0,lowrate
S1,222,520,519,0,100,0,0,lowrate
OTH,107,73,73,0,50,0,0,lowrate
S1,74,459,458,0,100,0,0,lowrate
S1,222,693,693,0,100,0,0,lowrate
S1,370,668,667,0,100,0,0,lowrate
OTH,66,600,600,0,74,0,0,lowrate
S1,296,199,199,0,100,0,0,lowrate
S1,934,741,740,0,100,0,0,lowrate
OTH,89,132,132,0,50,0,0,lowrate
S1,548,473,472,0,89,0,0,lowrate
S1,296,81,81,0,82,0,0,lowrate
RSTO,1078,459,459,0,100,0,0,lowrate
RSTO,873,44,43,0,78,0,0,lowrate
S1,222,837,837,0,100,0,0,lowrate
S1,370,246,246,0,100,0,0,lowrate
S2,1268,47,47,0,59,0,0,lowrate
RSTO,1006,226,226,0,100,0,0,lowrate
S1,617,135,134,0,99,0,0,lowrate
RSTO,1148,62,62,0,77,0,0,lowrate
RSTO,1141,705,704,0,100,0,0,lowrate
S1,370,357,357,0,100,0,0,lowrate
S1,649,57,56,0,78,0,0,lowrate
OTH,60,884,884,0,47,0.02,0,lowrate
S1,222,801,801,0,100,0,0,lowrate
S1,548,594,593,0,100,0,0,lowrate
S1,370,435,435,0,100,0,0,lowrate
OTH,60,7,7,0,29,0.07,0,lowrate
OTH,106,246,246,0,50,0,0,lowrate
OTH,60,860,860,0,41,0.02,0,lowrate
S1,296,612,612,0,100,0,0,lowrate
OTH,121,92,92,0,50,0,0,lowrate
OTH,66,443,443,0,88,0,0,lowrate
S1,617,96,95,0,94,0,0,lowrate
S1,74,367,366,0,100,0,0,lowrate
OTH,66,591,591,0,86,0,0,lowrate
OTH,60,786,786,0,50,0,0,lowrate
RSTO,5275,12,12,0,65,0,0,lowrate
OTH,97,247,247,0,50,0,0,lowrate
S1,74,253,253,0,100,0,0,lowrate
RSTO,896,57,57,0,83,0,0,lowrate
RSTO,1144,116,116,0,100,0,0,lowrate
S1,296,824,824,0,100,0,0,lowrate
S2,1578,429,429,0,100,0,0,lowrate
S2,4735,619,619,0,100,0,0,lowrate
OTH,60,339,339,0,72,0.03,0,lowrate
S1,148,292,291,0,98,0,0,lowrate
S1,296,391,391,0,100,0,0,lowrate
S1,222,726,725,0,99,0,0,lowrate
OTH,60,656,656,0,42,0,0,lowrate
RSTO,923,156,155,0,99,0,0,lowrate
RSTO,1300,362,362,0,100,0,0,lowrate
S1,74,281,281,0,100,0,0,lowrate
S1,148,318,317,0,100,0,0,lowrate
S1,370,679,679,0,100,0,0,lowrate
OTH,85,182,182,0,50,0,0,lowrate
OTH,60,841,841,0,57,0.02,0,lowrate
OTH,60,1086,1086,0,51,0.02,0,lowrate
RSTO,1100,44,44,0,75,0,0,lowrate
S1,665,462,461,0,97,0,0,lowrate
RSTO,3611,573,573,0,100,0,0,lowrate
OTH,85,67,67,0,50,0,0,lowrate
OTH,60,909,909,0,29,0.03,0,lowrate
S1,370,632,632,0,100,0,0,lowrate
S1,370,271,271,0,100,0,0,lowrate
S1,370,630,629,0,100,0,0,lowrate
S1,222,718,718,0,100,0,0,lowrate
OTH,66,293,293,0,55,0,0,lowrate
S1,148,163,162,0,100,0,0,lowrate
OTH,60,699,699,0,50,0,0,lowrate
RSTO,986,129,129,0,100,0,0,lowrate
S1,296,326,326,0,100,0,0,lowrate
S1,548,488,487,0,89,0,0,lowrate
