% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,17-18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,85,84,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,34,34,slowBody
tcp,OTH,53,53,slowBody
tcp,OTH,45,45,slowBody
tcp,S1,100,100,slowBody
tcp,S1,99,99,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,53,53,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,8,8,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,42,42,slowBody
tcp,OTH,50,50,slowBody
tcp,RSTO,31,30,slowBody
tcp,OTH,85,85,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,51,51,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,94,94,slowBody
tcp,S1,99,99,slowBody
tcp,OTH,54,54,slowBody
tcp,RSTO,99,99,slowBody
tcp,OTH,0,0,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,90,90,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,88,88,slowBody
tcp,OTH,50,50,slowBody
tcp,RSTO,89,89,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,96,95,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,99,99,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,29,29,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,99,98,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,22,22,slowBody
tcp,OTH,55,55,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,1,1,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,88,88,slowBody
tcp,OTH,50,50,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,61,61,slowBody
tcp,OTH,89,89,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,53,53,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,88,88,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,39,39,slowBody
tcp,OTH,36,36,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,10,10,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,82,81,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,57,57,slowBody
tcp,S1,100,100,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,45,45,slowBody
tcp,OTH,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,99,99,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,99,99,slowBody
tcp,OTH,47,47,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,89,89,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,34,34,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,43,43,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,98,98,slowBody
tcp,OTH,45,45,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,47,47,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,84,84,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,99,99,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,51,51,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,87,87,slowBody
tcp,S1,99,99,slowBody
tcp,OTH,65,65,slowBody
tcp,OTH,91,91,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,10,10,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,89,89,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,23,23,slowBody
tcp,OTH,53,53,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,54,54,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,76,76,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,99,99,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,53,53,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,84,84,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,28,27,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,46,46,slowBody
tcp,RSTO,87,87,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,51,51,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,RSTO,32,31,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,4,4,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,57,57,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,47,47,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,80,80,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,55,55,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,98,98,slowBody
tcp,RSTO,63,63,slowBody
tcp,RSTO,81,81,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,89,89,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,73,73,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,89,89,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,75,75,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,90,90,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S2,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,54,54,slowBody
tcp,OTH,90,90,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,86,86,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,27,27,slowBody
tcp,OTH,30,30,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,44,44,slowBody
tcp,OTH,100,100,slowBody
tcp,RSTO,97,96,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,50,50,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,92,92,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,20,20,slowBody
tcp,OTH,53,53,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,24,24,slowBody
tcp,OTH,40,40,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,6,6,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,46,46,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,63,63,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,48,48,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S2,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,99,99,slowHeaders
tcp,OTH,20,20,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,44,44,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,8,8,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,70,70,slowHeaders
tcp,OTH,80,80,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,16,16,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,52,52,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,75,75,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,94,93,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,71,71,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,92,92,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,OTH,55,55,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,4,4,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,93,92,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,13,13,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,RSTO,71,70,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,45,45,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,RSTO,47,47,slowHeaders
tcp,OTH,61,61,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,OTH,92,92,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,71,71,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,56,56,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,89,88,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,SF,64,64,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,OTH,80,80,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,83,83,slowHeaders
tcp,OTH,19,19,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,57,57,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,98,98,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S2,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,53,53,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,53,53,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,86,86,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,85,85,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,RSTO,63,63,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,53,53,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,RSTO,64,63,slowHeaders
tcp,OTH,18,18,slowHeaders
tcp,OTH,85,85,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,RSTO,63,63,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,82,82,slowHeaders
tcp,OTH,45,45,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,46,46,slowHeaders
tcp,OTH,7,7,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,39,39,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,28,28,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,14,14,slowHeaders
tcp,OTH,83,83,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,RSTO,95,95,slowHeaders
tcp,S1,96,95,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,71,71,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,4,4,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,10,10,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,69,68,slowHeaders
tcp,RSTO,66,66,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,3,3,slowHeaders
tcp,OTH,52,52,slowHeaders
tcp,OTH,52,52,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,67,67,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,86,86,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S2,100,100,slowHeaders
tcp,S1,98,97,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,OTH,55,55,slowHeaders
tcp,OTH,48,48,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,48,48,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,78,78,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,86,86,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,55,55,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,45,45,slowHeaders
tcp,S2,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,93,92,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,38,38,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,48,48,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,90,89,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,37,37,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,28,28,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,65,65,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,69,69,slowHeaders
tcp,RSTO,54,54,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,83,83,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,5,5,slowHeaders
tcp,OTH,96,96,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,48,48,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,52,52,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,74,73,slowHeaders
tcp,RSTO,81,81,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,78,78,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,6,6,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,41,41,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,42,42,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,93,93,slowHeaders
tcp,OTH,76,76,slowHeaders
tcp,RSTO,21,21,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,82,82,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,74,74,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,17,17,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,OTH,93,93,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,OTH,63,63,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,RSTO,78,78,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,94,93,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,RSTO,62,62,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
